,金額_x,金額_y,金額_x.1,金額_y.1,金額_x.2,金額_y.2,金額_x.3,金額_y.3,金額_x.4,金額_y.4,金額_x.5,金額_y.5,金額_x.6,金額_y.6,金額_x.7,金額_y.7
不影響現金流量之收益費損項目合計,47559.0,86309.0,193217.0,233535.0,36611.0,-31275.0,11410.0,50332.0,,,,,,,,
其他應付款增加（減少）,-48859.0,-51237.0,-90455.0,22232.0,-71311.0,-68912.0,-65755.0,-29386.0,-44279.0,-50509.0,-25647.0,8782.0,-61410.0,-63266.0,-33951.0,14493.0
其他應收款（增加）減少,128272.0,128053.0,127584.0,126581.0,-980.0,604.0,51.0,-4932.0,4294.0,4446.0,4454.0,3789.0,1909.0,238.0,5686.0,-385.0
其他流動負債增加（減少）,-7719.0,-410.0,18566.0,8463.0,958.0,-11378.0,-1071.0,139.0,-6885.0,3060.0,22989.0,39884.0,-29557.0,-26031.0,11017.0,-6880.0
其他流動資產（增加）減少,-2187.0,635.0,-5220.0,557.0,-2680.0,-2548.0,-3384.0,-319.0,-5228.0,-6157.0,-5276.0,-3285.0,-966.0,-2121.0,-3402.0,4521.0
其他非流動資產增加,,,-16188.0,-19893.0,,-16564.0,-17836.0,-19914.0,,-2413.0,-3446.0,-9104.0,,-1579.0,-5699.0,-7384.0
其他項目,3819.0,580.0,62577.0,60285.0,-4444.0,-3367.0,-3490.0,-3478.0,-3600.0,2405.0,-1582.0,-1012.0,-8355.0,-1131.0,-1184.0,1255.0
利息收入,-285.0,-908.0,-1293.0,-1747.0,-572.0,-877.0,-1948.0,-1887.0,-327.0,-460.0,-498.0,-621.0,-97.0,-316.0,-371.0,-438.0
利息費用,2700.0,4733.0,6367.0,8003.0,1735.0,3348.0,4813.0,6401.0,1301.0,2038.0,3055.0,4010.0,2190.0,4023.0,5215.0,6835.0
匯率變動對現金及約當現金之影響,-470.0,1550.0,-12724.0,-10413.0,61.0,-1049.0,-897.0,3581.0,3582.0,-2442.0,1663.0,1090.0,1090.0,1090.0,1090.0,-1298.0
取得不動產、廠房及設備,-5820.0,-24165.0,-38148.0,-56261.0,-79381.0,-113263.0,-185622.0,-274579.0,-72886.0,-151367.0,-186211.0,-212366.0,-38691.0,-53946.0,-68749.0,-69508.0
存入保證金增加,724.0,-2117.0,6482.0,1881.0,-1112.0,2773.0,11070.0,-1332.0,12567.0,-2822.0,15729.0,2187.0,18704.0,-8644.0,3921.0,-10628.0
存出保證金增加,-752.0,-1054.0,-634.0,-252.0,-485.0,79.0,-522.0,-2544.0,606.0,2305.0,-682.0,478.0,30.0,1290.0,17.0,-151.0
存貨（增加）減少,74081.0,120356.0,117538.0,39738.0,56198.0,23545.0,74503.0,-18431.0,67621.0,64082.0,113039.0,-18158.0,110963.0,116833.0,113054.0,24958.0
應付帳款增加（減少）,-39261.0,-56388.0,-45798.0,7112.0,-48067.0,-55842.0,-74693.0,-9457.0,-37991.0,-48317.0,-52269.0,6845.0,-68869.0,-71808.0,-65760.0,-40444.0
應付票據增加（減少）,-68332.0,-52820.0,-24365.0,32492.0,-93204.0,-90564.0,-65594.0,-60393.0,-23326.0,-28644.0,-8483.0,12790.0,-54743.0,-56171.0,-28385.0,16724.0
應收帳款（增加）減少,-85281.0,130201.0,-4134.0,-99388.0,33530.0,182788.0,119365.0,100517.0,-61509.0,142102.0,-40710.0,-27883.0,1510.0,157117.0,33191.0,-54197.0
應收票據（增加）減少,-3652.0,21162.0,16905.0,6102.0,-5257.0,13554.0,2394.0,5840.0,-31437.0,12345.0,-10613.0,-4792.0,-37328.0,14103.0,823.0,-4973.0
應計退休金負債增加（減少）,,,,116.0,,,,13.0,,,,,,,,
投資活動之淨現金流入（流出）,-11859.0,-38500.0,-75145.0,-96355.0,-83010.0,26472.0,-47760.0,-139684.0,-73021.0,-151017.0,-189870.0,-219350.0,-39892.0,-54336.0,-61773.0,-61279.0
折舊費用,35512.0,70805.0,104510.0,136742.0,32342.0,67133.0,101882.0,137006.0,34511.0,67972.0,100116.0,132319.0,37329.0,75358.0,114972.0,152029.0
攤銷費用,5993.0,12124.0,18865.0,25976.0,7542.0,15310.0,22946.0,29771.0,6143.0,12047.0,17373.0,22256.0,4744.0,9322.0,13437.0,17195.0
支付之利息,-2763.0,-4988.0,-6600.0,-8263.0,-1728.0,-3389.0,-4150.0,-5433.0,-478.0,-413.0,-950.0,-3935.0,-2400.0,-3972.0,-5531.0,-7042.0
收取之利息,,908.0,1293.0,1747.0,,877.0,1948.0,1887.0,327.0,460.0,498.0,621.0,97.0,316.0,371.0,437.0
