,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y
不影響現金流量之收益費損項目合計,139706.0,76232.0,202084.0,313591.0,73914.0,92723.0,163261.0,154733.0,,,,,,,,
償還長期借款,-28260.0,0.0,0.0,-163578.0,0.0,-75231.0,-156204.0,-375033.0,,-3921.0,-159385.0,-14844.0,-8213.0,-131174.0,-355138.0,-82357.0
其他應付款增加（減少）,-238125.0,-165295.0,-46039.0,108557.0,-359323.0,-278838.0,-186732.0,311877.0,-360221.0,-311929.0,6676.0,100618.0,-361947.0,-252448.0,11303.0,115428.0
其他應收款（增加）減少,13671.0,1230.0,14892.0,22405.0,18175.0,18587.0,-2538.0,-230279.0,-59216.0,5427.0,-73178.0,36845.0,39345.0,773.0,-98741.0,68840.0
其他流動負債增加（減少）,-5046.0,-211541.0,-169032.0,-37937.0,-26522.0,1000353.0,1693270.0,-9862.0,23805.0,119842.0,152517.0,18821.0,-95098.0,-6777.0,128944.0,142984.0
其他流動資產（增加）減少,16388.0,5953.0,-11391.0,1554.0,22322.0,7469.0,-30838.0,-59696.0,-3233.0,15651.0,-6445.0,60774.0,-22816.0,-1699.0,-60935.0,-19198.0
其他營業負債增加（減少）,-30088.0,16496.0,62413.0,-16983.0,1177945.0,15167.0,38762.0,228752.0,24545.0,33057.0,118228.0,45930.0,-19445.0,-47299.0,-121364.0,-87284.0
其他營業資產（增加）減少,164110.0,132831.0,-11328.0,4825.0,-19205.0,-13937.0,-21101.0,-135307.0,58404.0,33173.0,-15752.0,-40001.0,75448.0,115988.0,145068.0,16503.0
其他符合國際會計準則第七號現金及約當現金定義之項目,0.0,,0.0,0.0,0.0,,,,,,,,,,,
其他金融資產（增加）減少,,,,-152241.0,-1485961.0,152241.0,152241.0,-51239.0,203480.0,203480.0,203480.0,203480.0,0.0,0.0,0.0,0.0
其他非流動資產減少,0.0,,,,0.0,,,,,,,,,,,
利息收入,48960.0,-101282.0,-127614.0,-194404.0,-60297.0,-163479.0,-199348.0,-346353.0,-102674.0,-187043.0,-298935.0,-408865.0,-100371.0,-195026.0,-284153.0,-364392.0
利息費用,25154.0,47770.0,62159.0,85609.0,19701.0,40065.0,62676.0,89488.0,21302.0,41150.0,61797.0,82675.0,30373.0,59482.0,85925.0,115258.0
匯率變動對現金及約當現金之影響,-30728.0,89879.0,79107.0,100550.0,56648.0,-17877.0,-28734.0,69854.0,-505152.0,-515425.0,26558.0,-387551.0,784.0,-253283.0,-610504.0,-889339.0
取得不動產、廠房及設備,-50280.0,-130901.0,-171935.0,-176151.0,-34111.0,-69919.0,-109032.0,-188552.0,-56173.0,-96797.0,-288767.0,-367997.0,-170085.0,-296256.0,-440601.0,-592650.0
取得無形資產,-2005.0,-4203.0,-13378.0,-11094.0,-1674.0,-2927.0,-4462.0,-7868.0,-4321.0,-31896.0,-133163.0,-39068.0,-1651.0,-3245.0,-8560.0,-9966.0
呆帳費用提列（轉列收入）數,-1070.0,-14813.0,-9861.0,37215.0,3828.0,3875.0,3241.0,22816.0,6670.0,302.0,31153.0,50103.0,21770.0,22635.0,34726.0,12276.0
存出保證金減少,0.0,,,,0.0,,,,,,,,,,,
存貨（增加）減少,217745.0,101011.0,-196020.0,-16365.0,134740.0,-15300.0,-364048.0,-525251.0,-39076.0,-499826.0,-986923.0,-590008.0,146109.0,226826.0,-407988.0,-579393.0
對子公司之收購（扣除所取得之現金）,,,,,,,,,,,,-757932.0,,-258468.0,-245199.0,-409801.0
庫藏股票買回成本,,,,,,,,,,,,,-29715.0,-48948.0,-48948.0,-48948.0
應付帳款增加（減少）,-1005846.0,-1004274.0,-350104.0,-91063.0,-632018.0,-602387.0,-83330.0,376830.0,-798170.0,-766226.0,-350380.0,-478792.0,-517821.0,-593094.0,416664.0,702297.0
應付短期票券增加,,,,,,,,,,50000.0,50000.0,50000.0,,200000.0,0.0,0.0
應付票據增加（減少）,6212.0,-13853.0,-3018.0,11320.0,-27750.0,-30261.0,-1673.0,56852.0,-56934.0,-44016.0,-28528.0,-24684.0,-15810.0,-36970.0,30979.0,51444.0
應收帳款（增加）減少,685442.0,1517133.0,880027.0,-166946.0,325224.0,375444.0,-190061.0,-1485425.0,1265567.0,1362525.0,-35108.0,-509237.0,1115621.0,1275582.0,1037836.0,79212.0
應收票據（增加）減少,2798.0,-1937.0,12962.0,17483.0,6179.0,2144.0,10589.0,8746.0,1205.0,6810.0,946.0,14643.0,-6439.0,-1867.0,4710.0,-8703.0
應計退休金負債增加（減少）,0.0,0.0,0.0,-787.0,0.0,0.0,,-774.0,,,,,,,,
投資活動之淨現金流入（流出）,-52285.0,-132978.0,-175456.0,-166302.0,-35033.0,-58443.0,42581.0,-37264.0,-58700.0,-122202.0,-413772.0,-1147830.0,-169425.0,-550956.0,-684424.0,-999664.0
折舊費用,74703.0,145277.0,261895.0,350189.0,84319.0,172126.0,270159.0,331271.0,74490.0,146565.0,220372.0,298760.0,72992.0,150332.0,217645.0,292713.0
持有供交易之金融負債增加（減少）,0.0,,,,0.0,,,,,,,-29248.0,,,,
持有供交易之金融資產（增加）減少,,,,,,,,,,,,978.0,,,,
攤銷費用,12192.0,26218.0,41989.0,52162.0,11553.0,23460.0,33279.0,41903.0,9310.0,19592.0,31392.0,43168.0,9575.0,19395.0,30096.0,44088.0
支付之利息,-38750.0,-62849.0,-77151.0,-79800.0,-19160.0,-44498.0,-115106.0,-90191.0,-19476.0,-37891.0,-56816.0,-80016.0,-28876.0,-59456.0,-82497.0,-113052.0
收取之利息,53370.0,101282.0,127614.0,194404.0,60297.0,163479.0,199348.0,346353.0,102674.0,187043.0,298935.0,408865.0,100371.0,195026.0,284153.0,364392.0
收益費損項目合計,,,,,,,,,1830.0,5864.0,29034.0,50786.0,39509.0,32997.0,91333.0,90740.0
期初現金及約當現金餘額,1740947.0,1740947.0,1740947.0,1740947.0,1936610.0,1936610.0,1936610.0,1936610.0,5096716.0,5096716.0,5096716.0,5096716.0,4998583.0,4998583.0,4998583.0,4998583.0
期末現金及約當現金餘額,1704456.0,1904025.0,2039274.0,1936610.0,1892355.0,3315252.0,5535117.0,5096716.0,4275699.0,4624685.0,4690032.0,4998583.0,5025271.0,4333856.0,4519232.0,3666790.0
本期現金及約當現金增加（減少）數,-36491.0,163078.0,298327.0,195663.0,-44255.0,1378642.0,3598507.0,3160106.0,-821017.0,-472031.0,-406684.0,-98133.0,26688.0,-664727.0,-479351.0,-1331793.0
本期稅前淨利（淨損）,105040.0,-33644.0,182714.0,922251.0,347936.0,534332.0,844510.0,3277242.0,-51849.0,-49487.0,220195.0,868987.0,-75462.0,56395.0,246139.0,1002407.0
淨確定福利負債增加(減少),,,,,,,,,,,,-1234.0,,,,-1390.0
營業活動之淨現金流入（流出）,18185.0,275736.0,363252.0,771342.0,-454894.0,1142997.0,1825850.0,1850987.0,176509.0,-3437.0,-883151.0,-217060.0,239370.0,495461.0,1078976.0,1255456.0
營運產生之現金流入（流出）,6729.0,367431.0,492738.0,890140.0,-461830.0,1171766.0,1965358.0,1821459.0,157604.0,44183.0,-822793.0,-240013.0,200319.0,653424.0,1189684.0,1400774.0
發放現金股利,,,,-300572.0,,,-402896.0,-402896.0,,,0.0,-453626.0,,,,-304017.0
短期借款增加,56597.0,59497.0,89854.0,160367.0,370180.0,406436.0,2331113.0,2038618.0,379077.0,997938.0,1947797.0,2956377.0,73749.0,84113.0,338483.0,283326.0
短期借款減少,0.0,-214260.0,-139178.0,-296040.0,-12050.0,-20438.0,-32279.0,-39042.0,-967267.0,-984936.0,-974731.0,-998441.0,-81925.0,-449975.0,-197796.0,-940910.0
籌資活動之淨現金流入（流出）,28337.0,-69559.0,31424.0,-509927.0,389024.0,311965.0,1758810.0,1276529.0,-433674.0,169033.0,863681.0,1654308.0,-44041.0,-355949.0,-263399.0,-698246.0
繼續營業單位稅前淨利（淨損）,105040.0,-33644.0,182714.0,922251.0,347936.0,534332.0,844510.0,3277242.0,-51849.0,-49487.0,220195.0,868987.0,-75462.0,56395.0,246139.0,1002407.0
與營業活動相關之負債之淨變動合計,-1299724.0,-1378467.0,-505780.0,-26632.0,115393.0,106612.0,1462288.0,964658.0,-1167412.0,-997233.0,-129835.0,-293946.0,-1039718.0,-972887.0,452482.0,892105.0
與營業活動相關之資產之淨變動合計,1061707.0,1703310.0,613720.0,-319070.0,-999073.0,438099.0,-504701.0,-2575174.0,1375035.0,1085039.0,-942187.0,-865840.0,1275990.0,1536919.0,399730.0,-584478.0
與營業活動相關之資產及負債之淨變動合計,-238017.0,324843.0,107940.0,-345702.0,-883680.0,544711.0,957587.0,-1610516.0,207623.0,87806.0,-1072022.0,-1159786.0,236272.0,564032.0,852212.0,307627.0
舉借長期借款,0.0,85204.0,80748.0,89896.0,30894.0,1198.0,19076.0,54882.0,154516.0,109952.0,0.0,114842.0,2063.0,-9965.0,,394660.0
處分不動產、廠房及設備,,2126.0,9857.0,20943.0,752.0,14284.0,155956.0,159156.0,1794.0,6491.0,8158.0,13897.0,2311.0,7013.0,9936.0,12753.0
處分及報廢不動產、廠房及設備損失（利益）,658.0,-1460.0,17.0,427.0,628.0,1388.0,-8418.0,-7706.0,-333.0,95.0,1997.0,5890.0,225.0,1703.0,6626.0,7044.0
處分無形資產,,,,,,119.0,119.0,,,0.0,0.0,3270.0,,,,0.0
處分無形資產損失（利益）,,,,,,,,,,,,-954.0,,,,-47.0
調整項目合計,-98311.0,401075.0,310024.0,-32111.0,-809766.0,637434.0,1120848.0,-1455783.0,209453.0,93670.0,-1042988.0,-1109000.0,275781.0,597029.0,943545.0,398367.0
負債準備增加（減少）,0.0,,,261.0,2668.0,2578.0,1991.0,983.0,-437.0,1287.0,900.0,74643.0,5265.0,-1437.0,20818.0,3488.0
資產負債表帳列之現金及約當現金,1704456.0,1904025.0,2039274.0,1936610.0,1892355.0,3315252.0,5535117.0,5096716.0,4275699.0,4624685.0,4690032.0,4998583.0,5025271.0,4333856.0,4519232.0,3666790.0
退還（支付）之所得稅,-3164.0,-130128.0,-179949.0,-233402.0,-34201.0,-147750.0,-223750.0,-226634.0,-64293.0,-196772.0,-302477.0,-305896.0,-32444.0,-293533.0,-312364.0,-396658.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-20891.0,-25478.0,-26501.0,-17607.0,14182.0,15288.0,1672.0,23314.0,-6935.0,-14797.0,-18742.0,-19991.0,4945.0,-25524.0,468.0,-16200.0
避險之衍生金融負債增加（減少）,-26831.0,,,,-19607.0,,,,,-29248.0,-29248.0,,-34862.0,-34862.0,-34862.0,-34862.0
避險之衍生金融資產（增加）減少,454.0,-26377.0,-26377.0,-26377.0,9040.0,-10567.0,-10567.0,-10567.0,-28270.0,978.0,978.0,,28300.0,28300.0,28300.0,28300.0
除列按攤銷後成本衡量金融資產淨損失（利益）,0.0,,,,0.0,,,,,,,,,,,
預付款項（增加）減少,-38901.0,-26534.0,-49045.0,,-9587.0,-77982.0,,,,,,,,-106984.0,-248520.0,
預付費用（增加）減少,,,,-3408.0,,,-48378.0,-86156.0,-23826.0,-43179.0,-30185.0,-43314.0,-99578.0,,,-170039.0
