,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
備供出售金融資產未實現評價損益,-453.0,-0.04,-22.0,0.0,2313.0,0.18,166346.0,3.22,-14146.0,-1.04,96180.0,7.46,4651.0,0.37,157034.0,2.96,-98592.0,-6.97,12990.0,0.92,-96465.0,-7.04,-158312.0,-2.81,808.0,0.05,-2094.0,-0.14,-2551.0,-0.18,-25265.0,-0.44
其他利益及損失淨額,-3674.0,-0.29,1897.0,0.15,2451.0,0.19,-888.0,-0.02,-5326.0,-0.39,511.0,0.04,-3908.0,-0.31,85908.0,1.62,-1498.0,-0.11,-3912.0,-0.28,28617.0,2.09,-5556.0,-0.1,3052.0,0.2,5682.0,0.39,9123.0,0.66,4613.0,0.08
其他收入,9098.0,0.72,19123.0,1.49,8176.0,0.63,56329.0,1.09,10974.0,0.81,19651.0,1.52,5506.0,0.43,58984.0,1.11,8843.0,0.62,36794.0,2.61,62162.0,4.53,120375.0,2.14,7737.0,0.51,16579.0,1.13,9041.0,0.65,47040.0,0.81
其他綜合損益（淨額）,24328.0,1.92,7737.0,0.6,-1737.0,-0.13,237362.0,4.59,-11656.0,-0.86,78209.0,6.06,24255.0,1.9,194104.0,3.66,-109249.0,-7.72,-2937.0,-0.21,-58039.0,-4.23,-192923.0,-3.43,-12833.0,-0.85,-28148.0,-1.92,-36028.0,-2.6,-124346.0,-2.15
國外營運機構財務報表換算之兌換差額,30455.0,2.41,9662.0,0.75,-9177.0,-0.71,46907.0,0.91,2585.0,0.19,-21113.0,-1.64,26487.0,2.08,52519.0,0.99,-12787.0,-0.9,-17648.0,-1.25,48999.0,3.57,-14189.0,-0.25,-15833.0,-1.05,-30039.0,-2.05,-39943.0,-2.88,-62889.0,-1.09
基本每股盈餘,0.14,,0.32,,0.24,,0.81,,0.23,,0.3,,0.21,,1.17,,0.35,,0.33,,0.4,,1.19,,0.35,,0.37,,0.23,,1.05,
所得稅費用（利益）合計,8347.0,0.66,11930.0,0.93,17778.0,1.38,85031.0,1.64,19279.0,1.42,37300.0,2.89,13177.0,1.03,82281.0,1.55,16393.0,1.16,38986.0,2.76,19498.0,1.42,90378.0,1.61,20533.0,1.36,23259.0,1.59,14646.0,1.06,71510.0,1.24
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,,,,,,,,,,,,,,,,,,,,,,,-264.0,0.0,,,,,,,-7420.0,-0.13
採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,-497.0,-0.04,-260.0,-0.02,4447.0,0.34,9028.0,0.17,345.0,0.03,-448.0,-0.03,-2380.0,-0.19,-3865.0,-0.07,,,,,,,,,,,,,,,,
採用權益法認列之關聯企業及合資損益之份額淨額,25537.0,2.02,23639.0,1.84,14708.0,1.14,77219.0,1.49,12896.0,0.95,18239.0,1.41,7303.0,0.57,54007.0,1.02,52704.0,3.72,17252.0,1.22,26099.0,1.9,128082.0,2.28,24852.0,1.65,21345.0,1.46,16956.0,1.22,85354.0,1.48
採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,,,,,,,,,,,,,,,,,-44.0,0.0,-1279.0,-0.09,-2243.0,-0.16,-575.0,-0.01,-500.0,-0.03,-1121.0,-0.08,-324.0,-0.02,-2024.0,-0.04
推銷費用,198041.0,15.65,206172.0,16.03,195486.0,15.14,817960.0,15.81,207219.0,15.21,200343.0,15.53,195309.0,15.33,825974.0,15.59,223115.0,15.77,202661.0,14.37,209918.0,15.31,872646.0,15.51,221214.0,14.7,210819.0,14.4,216298.0,15.61,889274.0,15.38
本期淨利（淨損）,43497.0,3.44,95317.0,7.41,70653.0,5.47,241552.0,4.67,69278.0,5.08,89461.0,6.94,65032.0,5.1,350593.0,6.62,106057.0,7.5,101296.0,7.18,120974.0,8.82,359951.0,6.4,107360.0,7.14,111480.0,7.61,67062.0,4.84,315894.0,5.46
本期綜合損益總額,67825.0,5.36,103054.0,8.01,68916.0,5.34,478914.0,9.26,57622.0,4.23,167670.0,13.0,89287.0,7.01,544697.0,10.28,-3192.0,-0.23,98359.0,6.97,62935.0,4.59,167028.0,2.97,94527.0,6.28,83332.0,5.69,31034.0,2.24,191548.0,3.31
母公司業主（淨利／損）,43024.0,3.4,94848.0,7.37,70388.0,5.45,240347.0,4.65,68835.0,5.05,88466.0,6.86,63903.0,5.02,347723.0,6.56,105489.0,7.46,99341.0,7.04,118829.0,8.67,353696.0,6.28,103302.0,6.87,110197.0,7.53,67380.0,4.86,313209.0,5.42
母公司業主（綜合損益）,67352.0,5.32,102585.0,7.97,68129.0,5.28,476793.0,9.22,57287.0,4.2,166675.0,12.92,88592.0,6.95,542044.0,10.23,-3760.0,-0.27,96404.0,6.83,60790.0,4.43,161949.0,2.88,90469.0,6.01,82049.0,5.6,31352.0,2.26,189893.0,3.28
營業利益（損失）,30897.0,2.44,72245.0,5.62,74736.0,5.79,235034.0,4.54,81256.0,5.96,100198.0,7.77,80667.0,6.33,278782.0,5.26,72040.0,5.09,100015.0,7.09,32833.0,2.39,245956.0,4.37,101025.0,6.71,100201.0,6.84,56651.0,4.09,286435.0,4.95
營業外收入及支出合計,20947.0,1.66,35002.0,2.72,13695.0,1.06,91549.0,1.77,7301.0,0.54,26563.0,2.06,-2458.0,-0.19,154092.0,2.91,50410.0,3.56,40267.0,2.85,107639.0,7.85,204373.0,3.63,26868.0,1.79,34538.0,2.36,25057.0,1.81,100969.0,1.75
營業成本合計,904121.0,71.46,896353.0,69.67,897060.0,69.46,3607232.0,69.72,942089.0,69.15,872427.0,67.64,875869.0,68.75,3674620.0,69.37,981692.0,69.38,994641.0,70.51,996179.0,72.66,4015274.0,71.35,1057144.0,70.26,1030635.0,70.4,986651.0,71.23,4092405.0,70.79
營業收入合計,1265278.0,100.0,1286532.0,100.0,1291484.0,100.0,5173846.0,100.0,1362421.0,100.0,1289792.0,100.0,1274047.0,100.0,5297426.0,100.0,1414903.0,100.0,1410710.0,100.0,1370991.0,100.0,5627644.0,100.0,1504568.0,100.0,1463990.0,100.0,1385208.0,100.0,5781413.0,100.0
營業毛利（毛損）,361157.0,28.54,390179.0,30.33,394424.0,30.54,1566614.0,30.28,420332.0,30.85,417365.0,32.36,398178.0,31.25,1622806.0,30.63,433211.0,30.62,416069.0,29.49,374812.0,27.34,1612370.0,28.65,447424.0,29.74,433355.0,29.6,398557.0,28.77,1689008.0,29.21
營業毛利（毛損）淨額,361157.0,28.54,390179.0,30.33,394424.0,30.54,1566614.0,30.28,420332.0,30.85,417365.0,32.36,398178.0,31.25,1622806.0,30.63,433211.0,30.62,416069.0,29.49,374812.0,27.34,1612370.0,28.65,447424.0,29.74,433355.0,29.6,398557.0,28.77,1689008.0,29.21
營業費用合計,330260.0,26.1,317934.0,24.71,319688.0,24.75,1331580.0,25.74,339076.0,24.89,317167.0,24.59,317511.0,24.92,1344024.0,25.37,361171.0,25.53,316054.0,22.4,341979.0,24.94,1366414.0,24.28,346399.0,23.02,333154.0,22.76,341906.0,24.68,1402573.0,24.26
研究發展費用,89588.0,7.08,76544.0,5.95,87445.0,6.77,354560.0,6.85,92584.0,6.8,82858.0,6.42,86716.0,6.81,362105.0,6.84,88052.0,6.22,73487.0,5.21,84867.0,6.19,326669.0,5.8,81032.0,5.39,76870.0,5.25,80435.0,5.81,325083.0,5.62
確定福利計畫之再衡量數,,,,,,,,,,,,,,,,,,,,,,,-26503.0,-0.47,,,,,,,-45107.0,-0.78
確定福利計畫精算利益（損失）,,,,,,,31162.0,0.6,,,,,0.0,0.0,-3199.0,-0.06,,,,,,,,,,,,,,,,
稀釋每股盈餘,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,,,
稅前淨利（淨損）,51844.0,4.1,107247.0,8.34,88431.0,6.85,326583.0,6.31,88557.0,6.5,126761.0,9.83,78209.0,6.14,432874.0,8.17,122450.0,8.65,140282.0,9.94,140472.0,10.25,450329.0,8.0,127893.0,8.5,134739.0,9.2,81708.0,5.9,387404.0,6.7
管理費用,42631.0,3.37,35218.0,2.74,36757.0,2.85,159060.0,3.07,39273.0,2.88,33966.0,2.63,35486.0,2.79,155945.0,2.94,50004.0,3.53,39906.0,2.83,47194.0,3.44,167099.0,2.97,44153.0,2.93,45465.0,3.11,45173.0,3.26,188216.0,3.26
繼續營業單位本期淨利（淨損）,43497.0,3.44,95317.0,7.41,70653.0,5.47,241552.0,4.67,69278.0,5.08,89461.0,6.94,65032.0,5.1,350593.0,6.62,106057.0,7.5,101296.0,7.18,120974.0,8.82,359951.0,6.4,107360.0,7.14,111480.0,7.61,67062.0,4.84,315894.0,5.46
繼續營業單位淨利（淨損）,0.14,,0.32,,0.24,,0.81,,0.23,,0.3,,0.21,,1.17,,0.35,,0.33,,0.4,,1.19,,0.35,,0.37,,0.23,,1.05,
與不重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,,,,,,,-4507.0,-0.08,,,,,,,-7668.0,-0.13
與其他綜合損益組成部分相關之所得稅,5177.0,0.41,1643.0,0.13,-680.0,-0.05,16081.0,0.31,440.0,0.03,-3590.0,-0.28,4503.0,0.35,8385.0,0.16,,,,,,,,,,,,,,,,
與可能重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,-2174.0,-0.15,-3000.0,-0.21,8330.0,0.61,-2413.0,-0.04,-2692.0,-0.18,-5106.0,-0.35,-6790.0,-0.49,-10691.0,-0.18
財務成本淨額,10014.0,0.79,9657.0,0.75,11640.0,0.9,41111.0,0.79,11243.0,0.83,11838.0,0.92,11359.0,0.89,44807.0,0.85,9639.0,0.68,9867.0,0.7,9239.0,0.67,38528.0,0.68,8773.0,0.58,9068.0,0.62,10063.0,0.73,36038.0,0.62
非控制權益（淨利／損）,473.0,0.04,469.0,0.04,265.0,0.02,1205.0,0.02,443.0,0.03,995.0,0.08,1129.0,0.09,2870.0,0.05,568.0,0.04,1955.0,0.14,2145.0,0.16,6255.0,0.11,4058.0,0.27,1283.0,0.09,-318.0,-0.02,2685.0,0.05
非控制權益（綜合損益）,473.0,0.04,469.0,0.04,787.0,0.06,2121.0,0.04,335.0,0.02,995.0,0.08,695.0,0.05,2653.0,0.05,568.0,0.04,1955.0,0.14,2145.0,0.16,5079.0,0.09,4058.0,0.27,1283.0,0.09,-318.0,-0.02,1655.0,0.03
