,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
不動產、廠房及設備,4499167.0,43.01,4611876.0,43.55,4626314.0,43.02,4759933.0,42.99,5100244.0,45.83,4167451.0,40.84,4249416.0,41.64,4297122.0,41.68,4304062.0,42.22,4286936.0,42.09,4283360.0,42.99,4265256.0,43.03,4210534.0,42.45,4244260.0,43.09,4192400.0,42.76,4162002.0,41.8
以成本衡量之金融資產－非流動淨額,710.0,0.01,710.0,0.01,710.0,0.01,710.0,0.01,710.0,0.01,710.0,0.01,15710.0,0.15,15710.0,0.15,15710.0,0.15,15710.0,0.15,30710.0,0.31,30710.0,0.31,30710.0,0.31,30710.0,0.31,30710.0,0.31,30710.0,0.31
保留盈餘合計,1287961.0,12.31,1233768.0,11.65,1304156.0,12.13,1363061.0,12.31,1431896.0,12.87,1371321.0,13.44,1435224.0,14.06,1558902.0,15.12,1664391.0,16.33,1584883.0,15.56,1703712.0,17.1,1712665.0,17.28,1815967.0,18.31,1747315.0,17.74,1814695.0,18.51,1803196.0,18.11
備供出售金融資產未實現損益,-84802.0,-0.81,-85231.0,-0.8,-78945.0,-0.73,86835.0,0.78,72966.0,0.66,168865.0,1.65,171534.0,1.68,240249.0,2.33,141657.0,1.39,153411.0,1.51,54474.0,0.55,81224.0,0.82,81581.0,0.82,78363.0,0.8,75587.0,0.77,53986.0,0.54
備供出售金融資產－非流動淨額,182933.0,1.75,182933.0,1.73,182933.0,1.7,348634.0,3.15,331482.0,2.98,427662.0,4.19,433845.0,4.25,435782.0,4.23,337190.0,3.31,350180.0,3.44,253715.0,2.55,277470.0,2.8,278278.0,2.81,276183.0,2.8,273633.0,2.79,252205.0,2.53
其他應付款,337132.0,3.22,482612.0,4.56,316902.0,2.95,355136.0,3.21,296553.0,2.66,481559.0,4.72,287611.0,2.82,358314.0,3.48,296046.0,2.9,490325.0,4.81,266427.0,2.67,298406.0,3.01,262745.0,2.65,480511.0,4.88,268987.0,2.74,371642.0,3.73
其他應收款淨額,,,,,,,43696.0,0.39,61823.0,0.56,212779.0,2.09,77206.0,0.76,42960.0,0.42,58883.0,0.58,67668.0,0.66,100629.0,1.01,28724.0,0.29,43854.0,0.44,76122.0,0.77,53416.0,0.54,32798.0,0.33
其他應收款－關係人淨額,145130.0,1.39,120155.0,1.13,134305.0,1.25,113642.0,1.03,160994.0,1.45,169383.0,1.66,170805.0,1.67,161277.0,1.56,157625.0,1.55,166893.0,1.64,164606.0,1.65,164305.0,1.66,166586.0,1.68,165871.0,1.68,181065.0,1.85,183022.0,1.84
其他權益合計,-78740.0,-0.75,-72453.0,-0.68,-73390.0,-0.68,106432.0,0.96,94884.0,0.85,173093.0,1.7,197782.0,1.94,303594.0,2.94,194345.0,1.91,191408.0,1.88,133369.0,1.34,132931.0,1.34,120098.0,1.21,91950.0,0.93,55922.0,0.57,53444.0,0.54
其他流動負債,44300.0,0.42,32989.0,0.31,29919.0,0.28,32894.0,0.3,24405.0,0.22,23587.0,0.23,38400.0,0.38,36054.0,0.35,54229.0,0.53,50168.0,0.49,35083.0,0.35,52871.0,0.53,222291.0,2.24,122246.0,1.24,27937.0,0.28,64411.0,0.65
其他流動資產,84998.0,0.81,97945.0,0.92,79001.0,0.73,22804.0,0.21,28947.0,0.26,34075.0,0.33,28921.0,0.28,17722.0,0.17,9274.0,0.09,14701.0,0.14,29924.0,0.3,31500.0,0.32,22630.0,0.23,17161.0,0.17,16864.0,0.17,16472.0,0.17
其他非流動負債,1444419.0,13.81,1459263.0,13.78,1448677.0,13.47,1418508.0,12.81,1420712.0,12.77,411230.0,4.03,408590.0,4.0,409870.0,3.98,404760.0,3.97,405042.0,3.98,401663.0,4.03,423071.0,4.27,229319.0,2.31,221166.0,2.25,221906.0,2.26,267656.0,2.69
