,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
備供出售金融資產未實現評價損益,67.0,0.0,133.0,0.0,915.0,0.01,2525.0,0.01,4662.0,0.07,282.0,0.0,128.0,0.0,4377.0,0.02,6635.0,0.14,-1559.0,-0.03,-900.0,-0.02,-3436.0,-0.02,0.0,0.0,-2634.0,-0.06,-199.0,0.0,-2833.0,-0.02
其他利益及損失淨額,-13705.0,-0.2,28196.0,0.37,-37895.0,-0.46,-210605.0,-0.72,-42542.0,-0.64,-60534.0,-0.82,-259417.0,-3.34,-533327.0,-2.01,-9856.0,-0.21,24643.0,0.45,-295613.0,-5.05,-289600.0,-1.44,469052.0,13.33,57114.0,1.28,44456.0,0.89,692769.0,4.06
其他收入,40772.0,0.61,45481.0,0.6,57869.0,0.7,244348.0,0.84,28170.0,0.43,55294.0,0.75,48988.0,0.63,177402.0,0.67,27582.0,0.58,33140.0,0.6,69622.0,1.19,131672.0,0.66,29770.0,0.85,31586.0,0.71,78216.0,1.56,199332.0,1.17
其他綜合損益（淨額）,97035.0,1.45,82506.0,1.09,-48474.0,-0.59,123608.0,0.42,-14544.0,-0.22,-45654.0,-0.62,85031.0,1.09,81064.0,0.31,-70076.0,-1.48,-42314.0,-0.77,97207.0,1.66,-135041.0,-0.67,-57598.0,-1.64,-68619.0,-1.53,-129066.0,-2.57,-357214.0,-2.09
國外營運機構財務報表換算之兌換差額,96968.0,1.45,82373.0,1.09,-49016.0,-0.59,219379.0,0.75,-19206.0,-0.29,-45936.0,-0.62,84903.0,1.09,247883.0,0.94,-72042.0,-1.52,-39397.0,-0.72,95723.0,1.64,-88378.0,-0.44,-59171.0,-1.68,-68610.0,-1.53,-132613.0,-2.64,-263604.0,-1.54
基本每股盈餘,0.58,,0.51,,0.56,,1.72,,0.51,,0.35,,-0.11,,-0.48,,-0.58,,-0.61,,-1.15,,-3.78,,-0.21,,-0.65,,-0.03,,-1.53,
所得稅費用（利益）合計,104543.0,1.56,157936.0,2.08,113448.0,1.37,402662.0,1.38,84384.0,1.28,156726.0,2.12,43946.0,0.57,147686.0,0.56,-45329.0,-0.96,-43124.0,-0.78,-76015.0,-1.3,-209136.0,-1.04,-26606.0,-0.76,21598.0,0.48,-6325.0,-0.13,-57684.0,-0.34
推銷費用,1487685.0,22.2,1739379.0,22.95,2021824.0,24.47,6618369.0,22.67,1325988.0,20.05,1508393.0,20.43,1617157.0,20.82,5723501.0,21.62,1235638.0,26.05,1452941.0,26.42,1549469.0,26.48,5505055.0,27.45,955456.0,27.16,1301980.0,29.08,1411939.0,28.14,4554932.0,26.68
本期淨利（淨損）,247114.0,3.69,209671.0,2.77,247111.0,2.99,703950.0,2.41,238221.0,3.6,139438.0,1.89,-89470.0,-1.15,-377922.0,-1.43,-329252.0,-6.94,-276725.0,-5.03,-804019.0,-13.74,-2193589.0,-10.94,-82461.0,-2.34,-360367.0,-8.05,33100.0,0.66,-1084302.0,-6.35
本期綜合損益總額,344149.0,5.14,292177.0,3.86,198637.0,2.4,827558.0,2.83,223677.0,3.38,93784.0,1.27,-4439.0,-0.06,-296858.0,-1.12,-399328.0,-8.42,-319039.0,-5.8,-706812.0,-12.08,-2328630.0,-11.61,-140059.0,-3.98,-428986.0,-9.58,-95966.0,-1.91,-1441516.0,-8.44
