,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
不動產、廠房及設備,116764.0,24.07,113461.0,22.68,117959.0,22.93,120844.0,10.7,122024.0,10.75,134017.0,11.82,134721.0,12.31,237453.0,21.75,278934.0,25.77,309095.0,28.8,359690.0,32.93,401833.0,37.46,478804.0,38.46,490437.0,38.35,519686.0,39.4,656157.0,48.35
以成本衡量之金融資產－非流動淨額,,,,,,,,,,,,,,,,,,,,,15000.0,1.37,15000.0,1.4,15000.0,1.2,15000.0,1.17,15000.0,1.14,15000.0,1.11
保留盈餘合計,24448.0,5.04,10211.0,2.04,28645.0,5.57,31616.0,2.8,32728.0,2.88,7385.0,0.65,6022.0,0.55,-20332.0,-1.86,-6573.0,-0.61,24709.0,2.3,49857.0,4.56,57424.0,5.35,56896.0,4.57,31758.0,2.48,-16173.0,-1.23,2903.0,0.21
其他應付款,13568.0,2.8,12969.0,2.59,14844.0,2.89,17476.0,1.55,16349.0,1.44,17657.0,1.56,19582.0,1.79,39615.0,3.63,49250.0,4.55,31297.0,2.92,83827.0,7.67,55112.0,5.14,54976.0,4.42,74473.0,5.82,76750.0,5.82,85518.0,6.3
其他權益合計,,,,,,,,,,,,,,,286.0,0.03,193.0,0.02,87.0,0.01,279.0,0.03,-140.0,-0.01,-152.0,-0.01,-333.0,-0.03,312.0,0.02,-7.0,0.0
其他流動負債,820.0,0.17,2763.0,0.55,442.0,0.09,1593.0,0.14,4015.0,0.35,437.0,0.04,859.0,0.08,474.0,0.04,424.0,0.04,663.0,0.06,4161.0,0.38,3602.0,0.34,33177.0,2.66,17757.0,1.39,29173.0,2.21,29872.0,2.2
其他流動資產,1136.0,0.23,1112.0,0.22,603.0,0.12,799.0,0.07,567.0,0.05,504.0,0.04,409.0,0.04,1868.0,0.17,1742.0,0.16,2617.0,0.24,2649.0,0.24,3330.0,0.31,3495.0,0.28,1245.0,0.1,2547.0,0.19,4053.0,0.3
其他非流動負債,36135.0,7.45,36474.0,7.29,36813.0,7.16,19898.0,1.76,20348.0,1.79,20792.0,1.83,21235.0,1.94,25595.0,2.34,26143.0,2.42,26690.0,2.49,27241.0,2.49,30899.0,2.88,31430.0,2.52,31960.0,2.5,43273.0,3.28,45352.0,3.34
其他非流動資產,2997.0,0.62,1755.0,0.35,3920.0,0.76,9320.0,0.83,7780.0,0.69,8129.0,0.72,7169.0,0.66,7664.0,0.7,35589.0,3.29,35760.0,3.33,49122.0,4.5,45781.0,4.27,46465.0,3.73,72182.0,5.64,80780.0,6.12,44461.0,3.28
存貨,53558.0,11.04,58691.0,11.73,75198.0,14.62,72517.0,6.42,73784.0,6.5,71818.0,6.34,64310.0,5.88,64892.0,5.94,59317.0,5.48,58172.0,5.42,52484.0,4.81,48992.0,4.57,44585.0,3.58,36892.0,2.89,36901.0,2.8,34346.0,2.53
庫藏股票,,,,,,,,,,,,,,,,,-39029.0,-3.61,-39029.0,-3.64,-125806.0,-11.52,-125806.0,-11.73,-125806.0,-10.1,-125806.0,-9.84,-125806.0,-9.54,-125806.0,-9.27
待分配股票股利,,,24000.0,4.8,,,,,,,35000.0,3.09,,,,,,,0.0,0.0,,,,,,,,,,,,
待註銷股本股數（單位：股）,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,
應付帳款,4982.0,1.03,8071.0,1.61,7215.0,1.4,1622.0,0.14,6264.0,0.55,5152.0,0.45,1802.0,0.16,1564.0,0.14,6593.0,0.61,8118.0,0.76,7142.0,0.65,7315.0,0.68,5781.0,0.46,5712.0,0.45,7160.0,0.54,11490.0,0.85
應付票據,4004.0,0.83,5383.0,1.08,1951.0,0.38,4557.0,0.4,2905.0,0.26,3993.0,0.35,1464.0,0.13,1081.0,0.1,1794.0,0.17,3078.0,0.29,2500.0,0.23,636.0,0.06,310.0,0.02,455.0,0.04,2144.0,0.16,2109.0,0.16
應收帳款淨額,3088.0,0.64,1136.0,0.23,3949.0,0.77,14874.0,1.32,25239.0,2.22,24614.0,2.17,19862.0,1.82,14612.0,1.34,24173.0,2.23,35349.0,3.29,53419.0,4.89,54346.0,5.07,10183.0,0.82,11323.0,0.89,26054.0,1.98,24649.0,1.82
應收帳款－關係人淨額,1500.0,0.31,11025.0,2.2,14280.0,2.78,3150.0,0.28,3570.0,0.31,3360.0,0.3,3570.0,0.33,3570.0,0.33,3360.0,0.31,3150.0,0.29,3360.0,0.31,9870.0,0.92,10206.0,0.82,10616.0,0.83,10835.0,0.82,20875.0,1.54
應收票據淨額,598.0,0.12,635.0,0.13,20.0,0.0,570.0,0.05,64.0,0.01,6069.0,0.54,4420.0,0.4,6399.0,0.59,4100.0,0.38,7150.0,0.67,4000.0,0.37,2000.0,0.19,0.0,0.0,100.0,0.01,0.0,0.0,1218.0,0.09
普通股股本,400000.0,82.45,400000.0,79.95,424000.0,82.44,500000.0,44.28,500000.0,44.06,500000.0,44.11,535000.0,48.89,535000.0,49.0,535000.0,49.43,535000.0,49.85,535000.0,48.98,535000.0,49.87,535000.0,42.97,535000.0,41.84,535000.0,40.56,535000.0,39.42
權益總計,,,,,,,,,,,,,,,,,997730.0,92.18,1002885.0,93.45,941448.0,86.19,948596.0,88.43,948056.0,76.14,922737.0,72.16,875451.0,66.38,894208.0,65.89
權益總額,425629.0,87.73,434623.0,86.88,453057.0,88.09,1083828.0,95.99,1084940.0,95.6,1085524.0,95.76,1049161.0,95.88,1023093.0,93.7,,,,,,,,,,,,,,,,
