,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
其他利益及損失淨額,2569.0,5.83,-1464.0,-2.87,-271.0,-0.5,364.0,0.18,3529.0,9.37,26.0,0.06,1800.0,4.34,10127.0,6.4,-427.0,-0.71,-1966.0,-3.21,8832.0,10.86,4821.0,1.82,-2258.0,-4.92,-653.0,-1.33,-56698.0,-92.56,-55636.0,-24.37
其他收入,203.0,0.46,284.0,0.56,256.0,0.47,1221.0,0.61,706.0,1.88,1061.0,2.37,667.0,1.61,3098.0,1.96,565.0,0.94,669.0,1.09,380.0,0.47,2037.0,0.77,382.0,0.83,708.0,1.44,335.0,0.55,1831.0,0.8
其他綜合損益（淨額）,,,,,,,-2746.0,-1.37,,,,,,,-3590.0,-2.27,-93.0,-0.15,-106.0,-0.17,192.0,0.24,-3531.0,-1.33,-12.0,-0.03,-181.0,-0.37,645.0,1.05,-2325.0,-1.02
國外營運機構財務報表換算之兌換差額,,,,,,,,,,,,,,,286.0,0.18,-93.0,-0.15,-106.0,-0.17,192.0,0.24,-426.0,-0.16,-12.0,-0.03,-181.0,-0.37,645.0,1.05,133.0,0.06
基本每股盈餘,0.18,,0.22,,0.43,,0.93,,0.02,,0.01,,-0.03,,-0.41,,0.26,,0.1,,0.48,,1.05,,-0.01,,0.01,,-0.93,,-0.51,
所得稅費用（利益）合計,0.0,0.0,-1736.0,-3.4,-7281.0,-13.33,-8988.0,-4.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8068.0,-3.05,0.0,0.0,-33.0,-0.07,0.0,0.0,-4866.0,-2.13
指定按公允價值衡量之金融負債信用風險變動影響數,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
推銷費用,4872.0,11.05,5450.0,10.68,5547.0,10.15,25821.0,12.88,6938.0,18.43,6658.0,14.87,6747.0,16.28,38864.0,24.55,5054.0,8.39,9034.0,14.75,11888.0,14.62,41162.0,15.54,7551.0,16.46,6209.0,12.63,7145.0,11.66,29999.0,13.14
本期淨利（淨損）,7207.0,16.35,8994.0,17.62,18434.0,33.74,40352.0,20.12,1112.0,2.95,584.0,1.3,-1363.0,-3.29,-22145.0,-13.99,13759.0,22.83,5261.0,8.59,25148.0,30.94,54840.0,20.71,-528.0,-1.15,662.0,1.35,-47931.0,-78.25,-26263.0,-11.5
本期綜合損益總額,7207.0,16.35,8994.0,17.62,18434.0,33.74,37606.0,18.76,1112.0,2.95,584.0,1.3,-1363.0,-3.29,-25735.0,-16.26,13666.0,22.68,5155.0,8.42,25340.0,31.17,51309.0,19.37,-540.0,-1.18,481.0,0.98,-47286.0,-77.19,-28588.0,-12.52
權益工具投資之利益(損失),,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
母公司業主（淨利／損）,7207.0,16.35,8994.0,17.62,18434.0,33.74,40352.0,20.12,1112.0,2.95,584.0,1.3,-1363.0,-3.29,-22145.0,-13.99,13759.0,22.83,5261.0,8.59,25148.0,30.94,54840.0,20.71,-528.0,-1.15,662.0,1.35,-47931.0,-78.25,-26263.0,-11.5
母公司業主（綜合損益）,7207.0,16.35,8994.0,17.62,18434.0,33.74,37606.0,18.76,1112.0,2.95,584.0,1.3,-1363.0,-3.29,-25735.0,-16.26,13666.0,22.68,5155.0,8.42,25340.0,31.17,51309.0,19.37,-540.0,-1.18,481.0,0.98,-47286.0,-77.19,-28588.0,-12.52
營業利益（損失）,4435.0,10.06,8439.0,16.53,11198.0,20.49,29810.0,14.87,-3123.0,-8.3,-503.0,-1.12,-3830.0,-9.24,-35353.0,-22.34,13621.0,22.6,6558.0,10.71,16004.0,19.69,40147.0,15.16,1675.0,3.65,2128.0,4.33,9921.0,16.2,27811.0,12.18
營業外收入及支出合計,2772.0,6.29,-1181.0,-2.31,-45.0,-0.08,1554.0,0.78,4235.0,11.25,1087.0,2.43,2467.0,5.95,13208.0,8.34,138.0,0.23,-1297.0,-2.12,9144.0,11.25,6625.0,2.5,-2203.0,-4.8,-1499.0,-3.05,-57852.0,-94.44,-58940.0,-25.82
