,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
備供出售金融資產未實現評價損益,-8200.0,-14.12,-5402.0,-7.52,17840.0,29.75,-62023.0,-24.87,96569.0,256.36,119373.0,188.76,282016.0,630.96,288624.0,167.71,20718.0,92.78,-56872.0,-214.1,54627.0,181.87,92991.0,87.76,200834.0,1050.44,321294.0,804.14,443053.0,1022.86,887408.0,752.89
其他利益及損失淨額,-11266.0,-19.4,-4290.0,-5.97,-715.0,-1.19,-18625.0,-7.47,6520.0,17.31,18253.0,28.86,825.0,1.85,6380.0,3.71,4757.0,21.3,-9926.0,-37.37,2175.0,7.24,18144.0,17.12,31145.0,162.9,3712.0,9.29,-1026.0,-2.37,37081.0,31.46
其他收入,1037.0,1.79,2479.0,3.45,12902.0,21.51,19793.0,7.94,6912.0,18.35,3480.0,5.5,18050.0,40.38,31569.0,18.34,1843.0,8.25,2064.0,7.77,30282.0,100.82,34763.0,32.81,2986.0,15.62,877.0,2.19,51300.0,118.43,56032.0,47.54
其他綜合損益（淨額）,-8966.0,-15.44,-6040.0,-8.41,17734.0,29.57,-73283.0,-29.39,119387.0,316.94,145092.0,229.43,321290.0,718.83,334799.0,194.54,22255.0,99.66,-67662.0,-254.72,62494.0,208.06,118507.0,111.84,250471.0,1310.06,403036.0,1008.72,572789.0,1322.38,1108678.0,940.62
國外營運機構財務報表換算之兌換差額,103.0,0.18,19.0,0.03,-57.0,-0.1,89.0,0.04,63.0,0.17,-57.0,-0.09,46.0,0.1,107.0,0.06,-6.0,-0.03,-7.0,-0.03,34.0,0.11,20.0,0.02,-11.0,-0.06,-5.0,-0.01,-27.0,-0.06,-17.0,-0.01
基本每股盈餘,-0.64,,-0.27,,0.19,,-0.84,,0.51,,0.67,,1.35,,0.97,,0.0,,-0.55,,0.95,,0.8,,1.42,,0.95,,2.17,,3.81,
所得稅費用（利益）合計,2547.0,4.39,104.0,0.14,95.0,0.16,2676.0,1.07,-48.0,-0.13,113.0,0.18,779.0,1.74,-990.0,-0.58,144.0,0.64,48.0,0.18,39.0,0.13,528.0,0.5,1105.0,5.78,6349.0,15.89,662.0,1.53,6286.0,5.33
推銷費用,1247.0,2.15,848.0,1.18,595.0,0.99,5297.0,2.12,449.0,1.19,358.0,0.57,296.0,0.66,3174.0,1.84,356.0,1.59,1308.0,4.92,751.0,2.5,3354.0,3.17,323.0,1.69,727.0,1.82,606.0,1.4,2291.0,1.94
本期淨利（淨損）,-34836.0,-59.98,-14673.0,-20.43,10460.0,17.44,-46024.0,-18.45,27712.0,73.57,35771.0,56.56,73005.0,163.34,51449.0,29.9,-192.0,-0.86,-32155.0,-121.05,55931.0,186.21,46937.0,44.3,83417.0,436.3,56059.0,140.31,127251.0,293.78,224063.0,190.1
本期綜合損益總額,-43802.0,-75.41,-20713.0,-28.83,28194.0,47.01,-119307.0,-47.84,147099.0,390.5,180863.0,285.99,394295.0,882.17,386248.0,224.44,22063.0,98.8,-99817.0,-375.77,118425.0,394.28,165444.0,156.13,333888.0,1746.37,459095.0,1149.03,700040.0,1616.16,1332741.0,1130.72
母公司業主（淨利／損）,-34739.0,-59.81,-14576.0,-20.29,10555.0,17.6,-45637.0,-18.3,27812.0,73.83,35868.0,56.72,73105.0,163.56,52341.0,30.41,-192.0,-0.86,-32155.0,-121.05,55931.0,186.21,46937.0,44.3,83417.0,436.3,55771.0,139.58,127255.0,293.79,223776.0,189.85
母公司業主（綜合損益）,-43705.0,-75.25,-20616.0,-28.7,28289.0,47.17,-118920.0,-47.69,147199.0,390.77,180960.0,286.15,394395.0,882.39,387140.0,224.96,22063.0,98.8,-99817.0,-375.77,118425.0,394.28,165444.0,156.13,333888.0,1746.37,458807.0,1148.31,700044.0,1616.17,1332454.0,1130.47
營業利益（損失）,-7203.0,-12.4,-3697.0,-5.15,1133.0,1.89,-12612.0,-5.06,-3888.0,-10.32,-2161.0,-3.42,-10826.0,-24.22,-41440.0,-24.08,-4226.0,-18.93,-5242.0,-19.73,35.0,0.12,-13613.0,-12.85,2839.0,14.85,-6526.0,-16.33,-29470.0,-68.04,-34446.0,-29.22
營業外收入及支出合計,-25086.0,-43.19,-10872.0,-15.13,9422.0,15.71,-30736.0,-12.32,31552.0,83.76,38045.0,60.16,84610.0,189.3,91899.0,53.4,4178.0,18.71,-26865.0,-101.14,55935.0,186.23,61078.0,57.64,81683.0,427.23,68934.0,172.53,157383.0,363.35,264795.0,224.66
營業成本合計,57380.0,98.79,67456.0,93.9,52131.0,86.92,231335.0,92.76,35296.0,93.7,58357.0,92.28,42958.0,96.11,162140.0,94.21,21691.0,97.14,22932.0,86.33,26678.0,88.82,94488.0,89.17,12075.0,63.16,16863.0,42.2,23186.0,53.53,75143.0,63.75
營業收入合計,58082.0,100.0,71835.0,100.0,59976.0,100.0,249386.0,100.0,37669.0,100.0,63240.0,100.0,44696.0,100.0,172096.0,100.0,22330.0,100.0,26563.0,100.0,30036.0,100.0,105964.0,100.0,19119.0,100.0,39955.0,100.0,43315.0,100.0,117867.0,100.0
營業毛利（毛損）,702.0,1.21,4379.0,6.1,7845.0,13.08,18051.0,7.24,2373.0,6.3,4883.0,7.72,1738.0,3.89,9956.0,5.79,639.0,2.86,3631.0,13.67,3358.0,11.18,11476.0,10.83,7044.0,36.84,23092.0,57.8,20129.0,46.47,42724.0,36.25
營業毛利（毛損）淨額,702.0,1.21,4379.0,6.1,7845.0,13.08,18051.0,7.24,2373.0,6.3,4883.0,7.72,1738.0,3.89,9956.0,5.79,639.0,2.86,3631.0,13.67,3358.0,11.18,11476.0,10.83,7044.0,36.84,23092.0,57.8,20129.0,46.47,42724.0,36.25
營業費用合計,7905.0,13.61,8076.0,11.24,6712.0,11.19,30663.0,12.3,6261.0,16.62,7044.0,11.14,12564.0,28.11,51396.0,29.86,4865.0,21.79,8873.0,33.4,3323.0,11.06,25089.0,23.68,4205.0,21.99,29618.0,74.13,49599.0,114.51,77170.0,65.47
研究發展費用,157.0,0.27,146.0,0.2,146.0,0.24,579.0,0.23,152.0,0.4,157.0,0.25,129.0,0.29,588.0,0.34,185.0,0.83,179.0,0.67,158.0,0.53,669.0,0.63,151.0,0.79,69.0,0.17,87.0,0.2,454.0,0.39
確定福利計畫之再衡量數,,,,,,,32.0,0.01,,,,,,,-4949.0,-2.88,,,,,,,2003.0,1.89,,,,,,,4024.0,3.41
