,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
不重分類至損益之其他項目,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
停業單位損益合計,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,
備供出售金融資產未實現評價損益,-60626.0,-137.38,4150.0,8.88,-14729.0,-56.31,-73199.0,-50.49,1993.0,7.22,13957.0,50.22,-28910.0,-102.55,-2991.0,-3.3,5982.0,125.25,-20935.0,-401.36,-2991.0,-55.51,-22928.0,-109.3,23925.0,850.52,-31900.0,-517.86,-1994.0,-28.69,0.0,0.0
其他利益及損失淨額,40373.0,91.49,-385.0,-0.82,427.0,1.63,22850.0,15.76,20.0,0.07,462.0,1.66,-26474.0,-93.91,-28186.0,-31.07,-908.0,-19.01,-71.0,-1.36,-393.0,-7.29,-2699.0,-12.87,-8.0,-0.28,60.0,0.97,27.0,0.39,96.0,0.38
其他收入,5787.0,13.11,5268.0,11.27,9899.0,37.84,25266.0,17.43,3737.0,13.54,4180.0,15.04,12538.0,44.47,26626.0,29.35,3564.0,74.62,5808.0,111.35,17320.0,321.46,31976.0,152.43,3387.0,120.41,3419.0,55.5,14563.0,209.51,25221.0,100.8
其他收益及費損淨額,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
其他綜合損益,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
其他綜合損益（淨額）,-60629.0,-137.39,4143.0,8.86,-14705.0,-56.22,-73068.0,-50.4,1932.0,7.0,14015.0,50.42,-28964.0,-102.74,-4331.0,-4.77,7932.0,166.08,-20935.0,-401.36,-2991.0,-55.51,-19425.0,-92.6,23925.0,850.52,-31900.0,-517.86,-1994.0,-28.69,693.0,2.77
其他費用,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
可能重分類至損益之其他項目,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
國外營運機構淨投資避險,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
國外營運機構淨投資避險中屬有效避險部分之避險工具利益(損失),,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
國外營運機構財務報表換算之兌換差額,-3.0,-0.01,-7.0,-0.01,24.0,0.09,-5.0,0.0,-61.0,-0.22,58.0,0.21,-54.0,-0.19,-27.0,-0.03,1950.0,40.83,0.0,0.0,0.0,0.0,1950.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
基本每股盈餘,0.05,,-0.18,,-0.27,,-1.12,,-0.21,,-0.69,,-0.48,,-1.97,,-0.43,,-0.36,,-0.22,,-1.24,,-0.34,,-0.32,,-0.18,,-1.19,
已實現銷貨（損）益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,
所得稅費用（利益）合計,24.0,0.05,0.0,0.0,0.0,0.0,24.0,0.02,24.0,0.09,0.0,0.0,0.0,0.0,24.0,0.03,-11.0,-0.23,0.0,0.0,2000.0,37.12,4989.0,23.78,1250.0,44.44,1250.0,20.29,1250.0,17.98,15177.0,60.66
指定按公允價值衡量之金融負債信用風險變動影響數,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,
採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,
採用權益法認列之關聯企業及合資損益之份額淨額,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,
採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,
推銷費用,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,2278.0,36.98,2262.0,32.54,6973.0,27.87
未實現銷貨（損）益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,
本期淨利（淨損）,7854.0,17.8,-29555.0,-63.21,-45379.0,-173.48,-192263.0,-132.61,-39208.0,-142.11,-118210.0,-425.31,-85747.0,-304.15,-347284.0,-382.76,-82303.0,-1723.26,-66673.0,-1278.24,-44440.0,-824.8,-242162.0,-1154.36,-64929.0,-2308.18,-61652.0,-1000.84,-37755.0,-543.16,-229090.0,-915.59
