,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
不動產、廠房及設備,514534.0,18.3,513150.0,18.29,510084.0,18.6,505883.0,17.91,507996.0,18.08,503868.0,18.7,497093.0,19.28,498268.0,20.02,490948.0,19.23,485119.0,19.86,479992.0,20.12,483112.0,20.65,474555.0,20.79,469729.0,18.63,466536.0,18.86,467676.0,19.29
以成本衡量之金融負債－非流動,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,
以成本衡量之金融資產－非流動淨額,92708.0,3.3,92708.0,3.3,92708.0,3.38,72443.0,2.57,72443.0,2.58,72443.0,2.69,42795.0,1.66,65410.0,2.63,65410.0,2.56,65410.0,2.68,65410.0,2.74,65410.0,2.8,65410.0,2.87,65410.0,2.59,65410.0,2.64,65410.0,2.7
保留盈餘合計,-114622.0,-4.08,-22114.0,-0.79,-65599.0,-2.39,-184975.0,-6.55,-219803.0,-7.82,-147848.0,-5.49,-225580.0,-8.75,-321702.0,-12.92,-392611.0,-15.38,-129831.0,-5.31,-166067.0,-6.96,-203018.0,-8.68,-258364.0,-11.32,-107617.0,-4.27,-137776.0,-5.57,-193823.0,-7.99
備供出售金融資產未實現損益,32694.0,1.16,36844.0,1.31,22115.0,0.81,20121.0,0.71,22114.0,0.79,36071.0,1.34,7161.0,0.28,17130.0,0.69,23112.0,0.91,2177.0,0.09,-814.0,-0.03,-5798.0,-0.25,18127.0,0.79,-13773.0,-0.55,-15767.0,-0.64,,
備供出售金融資產－流動淨額,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,
備供出售金融資產－非流動淨額,200289.0,7.12,291413.0,10.39,301059.0,10.98,299066.0,10.59,301059.0,10.71,315016.0,11.69,286106.0,11.1,296075.0,11.89,302057.0,11.83,281122.0,11.51,278131.0,11.66,273147.0,11.67,297072.0,13.01,265172.0,10.52,263178.0,10.64,273147.0,11.26
共同控制下前手權益,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
其他應付款,15001.0,0.53,19643.0,0.7,23759.0,0.87,37510.0,1.33,20187.0,0.72,26759.0,0.99,26963.0,1.05,44529.0,1.79,27706.0,1.09,26927.0,1.1,28068.0,1.18,38111.0,1.63,23571.0,1.03,28967.0,1.15,25436.0,1.03,33819.0,1.39
其他應收款淨額,3749.0,0.13,4317.0,0.15,5663.0,0.21,3508.0,0.12,3354.0,0.12,3498.0,0.13,2971.0,0.12,2940.0,0.12,3024.0,0.12,2899.0,0.12,570.0,0.02,391.0,0.02,391.0,0.02,3038.0,0.12,391.0,0.02,410.0,0.02
其他權益合計,30773.0,1.09,34916.0,1.24,20212.0,0.74,18440.0,0.65,20372.0,0.72,34387.0,1.28,5423.0,0.21,14109.0,0.57,23112.0,0.91,2177.0,0.09,-814.0,-0.03,-5798.0,-0.25,18127.0,0.79,-13773.0,-0.55,-15767.0,-0.64,-5798.0,-0.24
其他權益－其他,,,,,,,242.0,0.01,242.0,0.01,242.0,0.01,242.0,0.01,-1071.0,-0.04,,,,,0.0,0.0,0.0,0.0,,,,,,,,
其他流動負債,2776.0,0.1,2757.0,0.1,2789.0,0.1,4766.0,0.17,5188.0,0.18,2782.0,0.1,2723.0,0.11,2658.0,0.11,2860.0,0.11,2367.0,0.1,2074.0,0.09,2368.0,0.1,2177.0,0.1,15998.0,0.63,15841.0,0.64,15756.0,0.65
其他流動資產,1467738.0,52.21,1024279.0,36.51,1096666.0,40.0,1343761.0,47.58,1279428.0,45.52,1177678.0,43.7,1188504.0,46.1,1180658.0,47.43,986804.0,38.66,196617.0,8.05,301381.0,12.63,409393.0,17.5,574420.0,25.16,787720.0,31.25,993952.0,40.17,1047826.0,43.21
其他非流動負債,7390.0,0.26,5889.0,0.21,6026.0,0.22,5113.0,0.18,5110.0,0.18,4871.0,0.18,3634.0,0.14,3316.0,0.13,3357.0,0.13,3452.0,0.14,1895.0,0.08,393.0,0.02,426.0,0.02,64701.0,2.57,61411.0,2.48,57906.0,2.39
其他非流動資產,13145.0,0.47,13364.0,0.48,13301.0,0.49,11834.0,0.42,4242.0,0.15,4253.0,0.16,5662.0,0.22,6316.0,0.25,6648.0,0.26,8874.0,0.36,10453.0,0.44,8089.0,0.35,10440.0,0.46,8401.0,0.33,10691.0,0.43,4832.0,0.2
國外營運機構財務報表換算之兌換差額,-1921.0,-0.07,-1928.0,-0.07,-1903.0,-0.07,-1923.0,-0.07,-1984.0,-0.07,-1926.0,-0.07,-1980.0,-0.08,-1950.0,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
存貨,81371.0,2.89,97909.0,3.49,113172.0,4.13,95653.0,3.39,124018.0,4.41,71295.0,2.65,70818.0,2.75,40828.0,1.64,43119.0,1.69,36184.0,1.48,40812.0,1.71,58536.0,2.5,50547.0,2.21,52324.0,2.08,61910.0,2.5,72544.0,2.99
庫藏股票,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
待註銷股本股數（單位：股）,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,
應付公司債,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,
應付帳款,39157.0,1.39,42580.0,1.52,31798.0,1.16,37193.0,1.32,77896.0,2.77,62265.0,2.31,61107.0,2.37,50190.0,2.02,29218.0,1.14,8353.0,0.34,6263.0,0.26,1746.0,0.07,8.0,0.0,2556.0,0.1,2400.0,0.1,2128.0,0.09
應付票據,5.0,0.0,50.0,0.0,300.0,0.01,5.0,0.0,5.0,0.0,10.0,0.0,60.0,0.0,60.0,0.0,148.0,0.01,0.0,0.0,0.0,0.0,578.0,0.02,739.0,0.03,25.0,0.0,21.0,0.0,0.0,0.0
應收帳款淨額,45192.0,1.61,42349.0,1.51,59446.0,2.17,29698.0,1.05,46079.0,1.64,10215.0,0.38,39139.0,1.52,14075.0,0.57,4952.0,0.19,3658.0,0.15,1896.0,0.08,5563.0,0.24,2848.0,0.12,2959.0,0.12,3796.0,0.15,0.0,0.0
應收帳款－關係人淨額,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6028.0,0.25
應收票據淨額,62628.0,2.23,68508.0,2.44,39183.0,1.43,58853.0,2.08,50827.0,1.81,81074.0,3.01,57120.0,2.22,62042.0,2.49,41583.0,1.63,14715.0,0.6,10419.0,0.44,2139.0,0.09,379.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
按攤銷後成本衡量之金融負債－非流動,,,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,
普通股股本,1631612.0,58.04,1636942.0,58.34,1639642.0,59.8,1636164.0,57.94,1636164.0,58.22,1636164.0,60.72,1636164.0,63.46,1636164.0,65.73,1636164.0,64.1,1636164.0,66.98,1636164.0,68.57,1636164.0,69.93,1636164.0,71.68,1636164.0,64.91,1636164.0,66.13,1636164.0,67.47
未分配盈餘（或待彌補虧損）,-114622.0,-4.08,-22114.0,-0.79,-65599.0,-2.39,-184975.0,-6.55,-219803.0,-7.82,-147848.0,-5.49,-225580.0,-8.75,-321702.0,-12.92,-392611.0,-15.38,-129831.0,-5.31,-166067.0,-6.96,-203018.0,-8.68,-258364.0,-11.32,-107617.0,-4.27,-137776.0,-5.57,-193823.0,-7.99
本期所得稅資產,,,,,,,,,,,,,,,,,2512.0,0.1,2835.0,0.12,3147.0,0.13,3463.0,0.15,3284.0,0.14,3286.0,0.13,3366.0,0.14,1308.0,0.05
權益總計,,,,,,,,,,,,,,,,,2489109.0,97.52,2401740.0,98.32,2347865.0,98.39,2296630.0,98.15,2255800.0,98.82,2408608.0,95.55,2369034.0,95.75,2315366.0,95.48
權益總額,2746867.0,97.71,2734812.0,97.47,2677130.0,97.64,2739334.0,97.0,2702058.0,96.14,2597998.0,96.41,2483622.0,96.34,2388431.0,95.95,,,,,,,,,,,,,,,,
歸屬於母公司業主之權益合計,2711876.0,96.47,2700396.0,96.25,2644608.0,96.46,2566048.0,90.87,2533152.0,90.13,2434202.0,90.33,2327642.0,90.28,2240305.0,90.0,2225450.0,87.19,2145681.0,87.84,2104118.0,88.18,2062255.0,88.14,2030679.0,88.96,1959751.0,77.74,1927661.0,77.91,1880786.0,77.56
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
流動負債合計,56939.0,2.03,65030.0,2.32,58646.0,2.14,79474.0,2.81,103276.0,3.67,91816.0,3.41,90853.0,3.52,97437.0,3.91,59932.0,2.35,37647.0,1.54,36405.0,1.53,42803.0,1.83,26495.0,1.16,47546.0,1.89,43698.0,1.77,51703.0,2.13
流動資產合計,1825844.0,64.95,1734665.0,61.83,1665588.0,60.75,1726167.0,61.13,1721568.0,61.26,1600948.0,59.41,1550194.0,60.13,1432142.0,57.53,1499630.0,58.75,1418421.0,58.06,1374055.0,57.58,1339661.0,57.25,1267889.0,55.54,1549020.0,61.45,1508156.0,60.96,1465355.0,60.43
無形資產,144470.0,5.14,140225.0,5.0,138856.0,5.06,188348.0,6.67,182956.0,6.51,177977.0,6.6,176079.0,6.83,170793.0,6.86,167525.0,6.56,163713.0,6.7,159944.0,6.7,155227.0,6.63,153425.0,6.72,150443.0,5.97,148742.0,6.01,148555.0,6.13
現金及約當現金,110494.0,3.93,98397.0,3.51,101929.0,3.72,94217.0,3.34,120177.0,4.28,114297.0,4.24,61180.0,2.37,46605.0,1.87,329891.0,12.92,1094952.0,44.82,949447.0,39.79,807247.0,34.5,572212.0,25.07,591548.0,23.47,373637.0,15.1,271352.0,11.19
當期所得稅資產,773.0,0.03,1094.0,0.04,1317.0,0.05,1409.0,0.05,1692.0,0.06,1999.0,0.07,2274.0,0.09,2554.0,0.1,,,,,,,,,,,,,,,,
