,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
不重分類至損益之其他項目,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,
停業單位淨利（淨損）,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,
備供出售金融資產未實現評價損益,,,,,,,,,,,,,,,,,,,,,,,-7727.0,-0.43,,,,,,,0.0,0.0
共同控制下前手權益（淨利／損）,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,
共同控制下前手權益（綜合損益）,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0
其他利益及損失淨額,385.0,0.11,-340.0,-0.11,-3880.0,-1.12,-3169.0,-0.25,4347.0,1.16,37272.0,8.95,-1240.0,-0.34,48490.0,3.25,-1587.0,-0.36,-3615.0,-0.62,20433.0,4.66,15581.0,0.86,-7575.0,-1.17,-355.0,-0.07,-12783.0,-2.68,-12422.0,-0.65
其他收入,615.0,0.18,1874.0,0.61,1557.0,0.45,6091.0,0.47,1201.0,0.32,1675.0,0.4,1297.0,0.35,5622.0,0.38,2703.0,0.61,1214.0,0.21,834.0,0.19,5678.0,0.31,829.0,0.13,918.0,0.18,1093.0,0.23,3680.0,0.19
其他收益及費損淨額,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
其他綜合損益（淨額）,793.0,0.24,402.0,0.13,-202.0,-0.06,3016.0,0.23,-222.0,-0.06,-88.0,-0.02,337.0,0.09,-2768.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,-8926.0,-0.49,,,,,,,-1164.0,-0.06
國外營運機構財務報表換算之兌換差額,793.0,0.24,402.0,0.13,-202.0,-0.06,1178.0,0.09,-222.0,-0.06,-88.0,-0.02,337.0,0.09,-233.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
基本每股盈餘,1.09,,0.95,,0.42,,2.78,,0.97,,1.42,,0.88,,3.83,,1.33,,1.79,,1.34,,5.17,,2.06,,1.72,,1.19,,5.34,
所得稅費用（利益）合計,10978.0,3.26,10105.0,3.29,4519.0,1.3,33842.0,2.62,16343.0,4.36,20037.0,4.81,13041.0,3.55,70255.0,4.71,20849.0,4.71,24605.0,4.24,19847.0,4.53,77588.0,4.29,32339.0,5.01,30740.0,5.88,19312.0,4.05,88744.0,4.66
指定按公允價值衡量之金融負債信用風險變動影響數,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,
採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,0.0,0.0,0.0,0.0,0.0,0.0,-291.0,-0.02,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
採用權益法認列之關聯企業及合資損益之份額淨額,-1943.0,-0.58,-3592.0,-1.17,-3760.0,-1.08,-12167.0,-0.94,-3802.0,-1.02,-2189.0,-0.53,0.0,0.0,-5990.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
推銷費用,13129.0,3.9,14492.0,4.72,16282.0,4.69,58570.0,4.53,18727.0,5.0,,,17746.0,4.83,70530.0,4.73,28489.0,6.43,35592.0,6.14,26103.0,5.95,115792.0,6.4,58805.0,9.11,30605.0,5.86,37102.0,7.78,166580.0,8.75
本期淨利（淨損）,53600.0,15.91,46619.0,15.18,22778.0,6.57,159938.0,12.37,63605.0,16.98,93181.0,22.38,60678.0,16.52,264839.0,17.75,92818.0,20.95,124750.0,21.52,95202.0,21.71,373902.0,20.65,156935.0,24.31,131478.0,25.16,94429.0,19.81,416955.0,21.91
本期綜合損益總額,54393.0,16.14,47021.0,15.31,22576.0,6.51,162954.0,12.61,63383.0,16.92,93093.0,22.35,61015.0,16.61,262071.0,17.57,92818.0,20.95,124750.0,21.52,95202.0,21.71,364976.0,20.16,156935.0,24.31,131478.0,25.16,94429.0,19.81,415791.0,21.85
權益工具投資之利益(損失),,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,
