,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y
不動產、廠房及設備轉列費用數,541.0,89.0,579.0,676.0,331.0,682.0,682.0,3184.0,0.0,0.0,0.0,2.0,1103.0,1103.0,1103.0,1529.0
不影響現金流量之收益費損項目合計,31089.0,62519.0,134512.0,172397.0,40615.0,41224.0,78200.0,119134.0,,,,,,,,
其他應付款增加（減少）,-13179.0,-2116.0,3843.0,18959.0,-1548.0,51068.0,41919.0,65917.0,-9599.0,26847.0,1870.0,46778.0,33371.0,47890.0,5664.0,38772.0
其他應收款（增加）減少,-209941.0,-689.0,-4335.0,-22098.0,18513.0,20473.0,20792.0,30159.0,-1005.0,-3854.0,-641.0,1112.0,1571.0,2964.0,1210.0,832.0
其他投資活動,,,,21682.0,,,,,,,,,,,,
其他流動負債增加（減少）,21.0,9.0,102.0,97.0,87.0,85.0,266.0,62.0,103.0,107.0,121.0,-74.0,18.0,2.0,46.0,150.0
其他流動資產（增加）減少,-216.0,-723.0,-6529.0,-1051.0,580.0,362.0,-858.0,850.0,161.0,-558.0,-796.0,105.0,-66.0,-180.0,-1110.0,-332.0
其他符合國際會計準則第七號現金及約當現金定義之項目,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0
其他金融資產（增加）減少,9307.0,-448.0,9307.0,9307.0,0.0,0.0,0.0,0.0,,,,,,,,
其他非流動資產增加,,,,0.0,,,0.0,,,,,,,,,
其他非流動資產減少,,-480.0,9990.0,9964.0,,0.0,,0.0,,,,,,,,
其他項目,,,,94.0,,,,0.0,,,,,,,,
利息收入,-1.0,-11.0,-19.0,-590.0,-460.0,-1057.0,-1383.0,-1814.0,-286.0,-639.0,-933.0,-1135.0,-223.0,-504.0,-717.0,-924.0
利息費用,,3.0,1085.0,2834.0,1491.0,2251.0,5194.0,8394.0,3186.0,6234.0,8059.0,9456.0,1142.0,2010.0,2016.0,2016.0
匯率變動對現金及約當現金之影響,395.0,1527.0,881.0,0.0,-80.0,-77.0,101.0,,0.0,0.0,0.0,,,0.0,0.0,
原始認列時指定為透過損益按公允價值衡量之金融負債減少,,,0.0,0.0,,,,,,,,,,,,
取得不動產、廠房及設備,-335221.0,-556222.0,-645936.0,-690369.0,-94538.0,-188368.0,-223101.0,-275814.0,-24241.0,-56146.0,-116575.0,-139476.0,-13851.0,-69294.0,-93499.0,-112088.0
取得原始認列時指定為透過損益按公允價值衡量之金融資產,,,-120000.0,-120000.0,136.0,-93000.0,-93000.0,-93000.0,-90000.0,-198000.0,-231000.0,-261000.0,0.0,-58000.0,-58000.0,-104673.0
取得無形資產,,,,22.0,,,,0.0,,,,,,,,
呆帳費用提列（轉列收入）數,0.0,,,0.0,,,,,,,,,,,,
員工執行認股權,0.0,505.0,1517.0,1516.0,,0.0,0.0,0.0,,,,,,,,
存出保證金增加,,-500.0,-500.0,-500.0,,-510.0,-510.0,-510.0,,0.0,-440.0,-440.0,-12196.0,-12196.0,-12196.0,-13876.0
存出保證金減少,,0.0,0.0,0.0,,,,,,,,90.0,,,,0.0
存貨（增加）減少,-28961.0,-49452.0,-61721.0,-113626.0,378.0,-54562.0,-57688.0,-103180.0,9082.0,31258.0,37742.0,-43977.0,31591.0,67377.0,125968.0,55641.0
應付帳款增加（減少）,-19423.0,-19346.0,4015.0,824.0,-8136.0,19158.0,-15774.0,-1984.0,8849.0,5398.0,-1959.0,-6229.0,-5231.0,-19236.0,-17769.0,-8288.0
應付票據增加（減少）,3429.0,1993.0,-2811.0,-1336.0,653.0,2566.0,-314.0,-433.0,-996.0,-3021.0,-3760.0,-5945.0,-1937.0,-2058.0,-2057.0,-1083.0
應收帳款（增加）減少,-6535.0,-1557.0,-6579.0,24807.0,-28842.0,-7338.0,-27134.0,-54049.0,-9286.0,-99696.0,-79016.0,68800.0,-203048.0,-199284.0,-169108.0,-80847.0
應收帳款－關係人（增加）減少,,0.0,,,,,,,,,,,,,,
應收票據（增加）減少,854.0,5834.0,4365.0,105.0,3171.0,,410.0,3134.0,3995.0,4891.0,-3941.0,4879.0,-2541.0,-3134.0,-6978.0,-3711.0
應收票據－關係人（增加）減少,,,,,,-327.0,,,,,,,,,,
應計退休金負債增加（減少）,75.0,144.0,213.0,-152.0,-12452.0,-12376.0,-12294.0,-11691.0,,,,,,,,
投資活動之淨現金流入（流出）,-345947.0,-639533.0,-820823.0,-815963.0,-110910.0,-342291.0,-390209.0,-462660.0,-139468.0,-299091.0,-358153.0,-413192.0,-56674.0,-143269.0,-168839.0,-241114.0
折舊費用,28321.0,56656.0,89278.0,122513.0,34442.0,69211.0,101584.0,134455.0,33606.0,66066.0,97675.0,130047.0,32562.0,66072.0,98951.0,132228.0
採用權益法之被投資公司減資退回股款,,,,,,,,0.0,,,,,,,,
採用權益法認列之關聯企業及合資損失（利益）之份額,1942.0,5534.0,9294.0,12167.0,3802.0,5991.0,5991.0,5991.0,0.0,0.0,0.0,0.0,,,,
攤銷費用,126.0,248.0,359.0,470.0,111.0,173.0,211.0,248.0,38.0,70.0,91.0,112.0,31.0,66.0,81.0,96.0
支付之利息,-560.0,-2408.0,-3631.0,-3681.0,1902.0,-18.0,-23.0,-28.0,-10.0,-10.0,-15.0,-15.0,0.0,0.0,-1.0,-1.0
收取之利息,1.0,11.0,19.0,590.0,460.0,1057.0,1383.0,1814.0,286.0,639.0,933.0,1135.0,223.0,504.0,717.0,924.0
收益費損項目合計,,,,,,,,,38482.0,74358.0,108188.0,142477.0,35250.0,69682.0,104005.0,136883.0
期初現金及約當現金餘額,23274.0,23274.0,23274.0,23274.0,677204.0,677204.0,677204.0,677204.0,399044.0,399044.0,399044.0,399044.0,370208.0,370208.0,370208.0,370208.0
期末現金及約當現金餘額,28353.0,33416.0,518024.0,677204.0,669839.0,585578.0,441878.0,399044.0,366474.0,320334.0,159748.0,370208.0,351325.0,444511.0,237635.0,326777.0
本期現金及約當現金增加（減少）數,5079.0,10142.0,494750.0,653930.0,-7365.0,-91626.0,-235326.0,-278160.0,-32570.0,-78710.0,-239296.0,-28836.0,-18883.0,74303.0,-132573.0,-43431.0
本期稅前淨利（淨損）,64578.0,121302.0,148599.0,193780.0,79948.0,193165.0,266884.0,335094.0,113667.0,263021.0,378071.0,451490.0,189274.0,351492.0,465233.0,505699.0
淨確定福利負債增加(減少),,,,,,,,,-75.0,-154.0,-237.0,-75.0,-102.0,-213.0,-325.0,-198.0
營業活動之淨現金流入（流出）,-166495.0,111694.0,182469.0,238571.0,134625.0,236742.0,247053.0,358771.0,156898.0,270381.0,397739.0,663239.0,37791.0,197572.0,340689.0,502106.0
營運產生之現金流入（流出）,-165936.0,136449.0,229294.0,284492.0,134808.0,254659.0,283190.0,395046.0,156650.0,293340.0,441015.0,706573.0,37592.0,271140.0,461078.0,622547.0
現金增資,,,694000.0,694000.0,,,0.0,0.0,,,,,,,,
