,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
不動產、廠房及設備,1173200.0,54.78,1366656.0,61.53,1513846.0,52.78,1554940.0,50.94,1618978.0,51.9,1689135.0,51.58,1738429.0,54.86,1775857.0,55.14,1766151.0,53.7,1765961.0,51.24,1794911.0,54.49,1785437.0,51.65,1765331.0,48.64,1787264.0,47.84,1777152.0,51.68,1762038.0,49.63
保留盈餘合計,633599.0,29.58,508594.0,22.9,531372.0,18.53,570442.0,18.69,634047.0,20.33,576104.0,17.59,636782.0,20.1,681623.0,21.16,774440.0,23.55,670307.0,19.45,765509.0,23.24,825442.0,23.88,982378.0,27.07,809435.0,21.66,903864.0,26.28,936812.0,26.39
備供出售金融資產－非流動淨額,,,,,,,,,,,50093.0,1.53,50093.0,1.58,50093.0,1.56,50093.0,1.52,50093.0,1.45,50093.0,1.52,42366.0,1.23,42366.0,1.17,42366.0,1.13,42366.0,1.23,42366.0,1.19
共同控制下前手權益,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
其他應付款,133070.0,6.21,271580.0,12.23,122154.0,4.26,136540.0,4.47,134995.0,4.33,305881.0,9.34,159464.0,5.03,183457.0,5.7,173858.0,5.29,439187.0,12.74,185328.0,5.63,230235.0,6.66,263606.0,7.26,582547.0,15.59,235899.0,6.86,269006.0,7.58
其他應收款淨額,213345.0,9.96,4093.0,0.18,7739.0,0.27,25502.0,0.84,6990.0,0.22,5028.0,0.15,4710.0,0.15,4082.0,0.13,5082.0,0.15,7937.0,0.23,4723.0,0.14,2970.0,0.09,1400.0,0.04,6.0,0.0,1765.0,0.05,2144.0,0.06
其他權益合計,139.0,0.01,541.0,0.02,339.0,0.01,233.0,0.01,-23745.0,-0.76,-20827.0,-0.64,-12757.0,-0.4,-10277.0,-0.32,-7764.0,-0.24,-6525.0,-0.19,-5332.0,-0.16,-11866.0,-0.34,-10871.0,-0.3,-10275.0,-0.28,-9679.0,-0.28,-9083.0,-0.26
其他流動負債,23840.0,1.11,38010.0,1.71,24157.0,0.84,46061.0,1.51,84005.0,2.69,45217.0,1.38,31429.0,0.99,53818.0,1.67,55639.0,1.69,49727.0,1.44,362439.0,11.0,296673.0,8.58,249494.0,6.87,69826.0,1.87,57915.0,1.68,77834.0,2.19
其他流動資產,354.0,0.02,10616.0,0.48,6665.0,0.23,1190.0,0.04,609.0,0.02,827.0,0.03,2046.0,0.06,339.0,0.01,178.0,0.01,896.0,0.03,1135.0,0.03,234.0,0.01,299.0,0.01,414.0,0.01,1344.0,0.04,565.0,0.02
其他非流動負債,32044.0,1.5,32112.0,1.45,32181.0,1.12,29687.0,0.97,17235.0,0.55,17311.0,0.53,17393.0,0.55,20531.0,0.64,20455.0,0.62,20378.0,0.59,20294.0,0.62,21656.0,0.63,21553.0,0.59,21441.0,0.57,21331.0,0.62,22621.0,0.64
