,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
不動產、廠房及設備,3819674.0,34.61,3897211.0,33.3,4019624.0,36.15,4213982.0,36.69,4433590.0,36.86,4658019.0,39.49,4884454.0,43.45,5065025.0,44.54,5109213.0,44.15,5142475.0,43.31,5142912.0,42.88,5170714.0,42.31,5361262.0,42.92,5354715.0,42.68,5247836.0,41.95,5208898.0,40.75
以成本衡量之金融資產－非流動淨額,167673.0,1.52,167673.0,1.43,167673.0,1.51,167673.0,1.46,167673.0,1.39,167673.0,1.42,167673.0,1.49,167673.0,1.47,243526.0,2.1,338907.0,2.85,338907.0,2.83,338907.0,2.77,364089.0,2.91,364089.0,2.9,364089.0,2.91,364089.0,2.85
保留盈餘合計,1708022.0,15.48,1074212.0,9.18,1326716.0,11.93,1591831.0,13.86,1757176.0,14.61,868248.0,7.36,989645.0,8.8,992677.0,8.73,1105468.0,9.55,815886.0,6.87,1010639.0,8.43,1211525.0,9.91,1383447.0,11.08,1046091.0,8.34,1211639.0,9.69,1352325.0,10.58
其他應付款,564145.0,5.11,1239069.0,10.59,477739.0,4.3,594800.0,5.18,565529.0,4.7,1213146.0,10.29,493970.0,4.39,516228.0,4.54,362100.0,3.13,559919.0,4.72,310606.0,2.59,336932.0,2.76,311811.0,2.5,488029.0,3.89,314237.0,2.51,430020.0,3.36
其他應收款淨額,114606.0,1.04,122507.0,1.05,154874.0,1.39,161496.0,1.41,175443.0,1.46,182461.0,1.55,275180.0,2.45,199174.0,1.75,196226.0,1.7,203092.0,1.71,215316.0,1.8,207955.0,1.7,209572.0,1.68,205291.0,1.64,208221.0,1.66,197897.0,1.55
其他權益合計,5477.0,0.05,28823.0,0.25,14987.0,0.13,44355.0,0.39,40756.0,0.34,8809.0,0.07,50449.0,0.45,100674.0,0.89,81792.0,0.71,61511.0,0.52,114633.0,0.96,69095.0,0.57,64638.0,0.52,37587.0,0.3,6103.0,0.05,-3454.0,-0.03
其他流動負債,3992.0,0.04,77830.0,0.67,75533.0,0.68,75812.0,0.66,100788.0,0.84,26948.0,0.23,29828.0,0.27,37956.0,0.33,26254.0,0.23,7213.0,0.06,13536.0,0.11,43536.0,0.36,30282.0,0.24,33332.0,0.27,71488.0,0.57,94504.0,0.74
其他流動資產,0.0,0.0,0.0,0.0,15552.0,0.14,15552.0,0.14,15552.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531575.0,4.43,284216.0,2.33,421794.0,3.38,121125.0,0.97,46930.0,0.38,0.0,0.0
其他非流動負債,65626.0,0.59,65768.0,0.56,65911.0,0.59,65548.0,0.57,65579.0,0.55,65633.0,0.56,65704.0,0.58,70360.0,0.62,90598.0,0.78,90841.0,0.77,91972.0,0.77,86251.0,0.71,88899.0,0.71,88853.0,0.71,84696.0,0.68,91764.0,0.72
其他非流動資產,319396.0,2.89,363421.0,3.11,427842.0,3.85,534892.0,4.66,573509.0,4.77,495642.0,4.2,412652.0,3.67,421709.0,3.71,381429.0,3.3,371845.0,3.13,402531.0,3.36,283502.0,2.32,205362.0,1.64,183715.0,1.46,181711.0,1.45,186146.0,1.46
國外營運機構財務報表換算之兌換差額,5477.0,0.05,28823.0,0.25,14987.0,0.13,44355.0,0.39,40756.0,0.34,8809.0,0.07,50449.0,0.45,100674.0,0.89,81792.0,0.71,61511.0,0.52,114633.0,0.96,69095.0,0.57,64638.0,0.52,37587.0,0.3,6103.0,0.05,-3454.0,-0.03
存貨,2225826.0,20.17,2287864.0,19.55,2358797.0,21.21,2512318.0,21.88,2636997.0,21.92,2675569.0,22.68,2668505.0,23.74,2449296.0,21.54,2402446.0,20.76,2315406.0,19.5,2288617.0,19.08,2169208.0,17.75,2167439.0,17.35,2061827.0,16.44,2017941.0,16.13,1829710.0,14.31
待分配股票股利,,,259972.0,2.22,,,,,,,270371.0,2.29,,,,,,,281186.0,2.37,,,,,,,292433.0,2.33,,,,
待註銷股本股數（單位：股）,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
應付帳款,294241.0,2.67,279096.0,2.38,298529.0,2.68,264437.0,2.3,225020.0,1.87,220409.0,1.87,195013.0,1.73,53813.0,0.47,163104.0,1.41,191471.0,1.61,125235.0,1.04,91060.0,0.75,154397.0,1.24,140247.0,1.12,129031.0,1.03,69730.0,0.55
應付票據,1158.0,0.01,332.0,0.0,766.0,0.01,1080.0,0.01,773.0,0.01,246.0,0.0,1476.0,0.01,1153.0,0.01,33107.0,0.29,121.0,0.0,8043.0,0.07,995.0,0.01,50121.0,0.4,24387.0,0.19,1325.0,0.01,1001.0,0.01
應收帳款淨額,598759.0,5.42,870450.0,7.44,686633.0,6.17,969523.0,8.44,628052.0,5.22,780931.0,6.62,865939.0,7.7,522990.0,4.6,653049.0,5.64,559553.0,4.71,648279.0,5.4,867231.0,7.1,645287.0,5.17,677566.0,5.4,614015.0,4.91,638405.0,4.99
應收帳款－關係人淨額,,,,,,,1118.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,
應收票據淨額,468.0,0.0,5.0,0.0,2646.0,0.02,230.0,0.0,1608.0,0.01,11736.0,0.1,0.0,0.0,27.0,0.0,0.0,0.0,8971.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
採用權益法之投資淨額,0.0,0.0,105013.0,0.9,95972.0,0.86,90455.0,0.79,92193.0,0.77,86886.0,0.74,83265.0,0.74,79923.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
普通股股本,6499300.0,58.89,6499300.0,55.54,6759272.0,60.78,6759272.0,58.86,6759272.0,56.19,6759272.0,57.31,7029643.0,62.53,7029643.0,61.82,7029643.0,60.75,7029643.0,59.2,7310829.0,60.95,7310829.0,59.82,7310829.0,58.53,7310829.0,58.28,7603262.0,60.78,7603262.0,59.48
