,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y
不影響現金流量之收益費損項目合計,8781.0,16822.0,25992.0,34465.0,8169.0,15148.0,22846.0,30547.0,,,,,,,,
其他應付款增加（減少）,6412.0,11047.0,4789.0,6144.0,-1627.0,657.0,2993.0,5263.0,-7700.0,-4522.0,-3693.0,-959.0,-4492.0,501.0,4266.0,3697.0
其他應收款（增加）減少,1199.0,962.0,1263.0,1214.0,-83.0,-160.0,-279.0,-147.0,160.0,-57.0,323.0,42.0,61.0,-190.0,-401.0,-271.0
其他應收款－關係人增加,0.0,-59.0,-140.0,-205.0,-46.0,17.0,,,,,-7.0,,,-1.0,,
其他應收款－關係人減少,,,,,,,127.0,133.0,242.0,154.0,,37.0,-37.0,,-62.0,151.0
其他應收款－關係人（增加）減少,,,,,,,,-274.0,584.0,641.0,636.0,644.0,-173.0,2.0,-176.0,-171.0
其他流動負債增加（減少）,-993.0,-1922.0,-1675.0,-2084.0,-630.0,-428.0,-786.0,1671.0,-2420.0,-2010.0,-1819.0,-1097.0,-1474.0,-1591.0,3152.0,-964.0
其他流動資產（增加）減少,-68.0,-808.0,-834.0,-911.0,-74.0,68.0,-27.0,-42.0,28.0,289.0,466.0,343.0,-914.0,73.0,373.0,301.0
其他營業負債增加（減少）,-58.0,-58.0,-58.0,516.0,0.0,0.0,0.0,0.0,,,,,,,,
其他營業資產（增加）減少,1230.0,1865.0,1811.0,143.0,21.0,-30.0,-54.0,-520.0,28.0,-8.0,6.0,-520.0,0.0,-974.0,0.0,0.0
其他籌資活動,,,,,,,,,,,,,,,-27862.0,-27862.0
其他金融資產增加,-1.0,-2.0,-3.0,-4.0,-1.0,-2.0,-3.0,-5.0,-1.0,-9260.0,-171964.0,-195451.0,-6609.0,,,
其他金融資產減少,,,,,,,,,,,,,,45562.0,107536.0,126868.0
其他非流動資產增加,-278.0,-231.0,-231.0,-231.0,-136.0,-272.0,-272.0,-387.0,-54.0,-54.0,-369.0,-2992.0,,,,
其他非流動資產減少,,,,,,,,,,,,,2463.0,2463.0,2463.0,546.0
其他預付款項增加,,,,,,,,,,,,,,0.0,,
利息收入,-1351.0,-2739.0,-4061.0,-5452.0,-1685.0,-3328.0,-4893.0,-6543.0,-1737.0,-3032.0,-3612.0,-4342.0,-651.0,-1191.0,-1161.0,-1812.0
匯率變動對現金及約當現金之影響,,,,,,,,,81.0,-154.0,908.0,431.0,-318.0,-651.0,-1435.0,-3418.0
取得不動產、廠房及設備,-3101.0,-8952.0,-10830.0,-18595.0,-2972.0,-4358.0,-7901.0,-8627.0,-903.0,-2722.0,-140743.0,-142995.0,-1412.0,-4003.0,-28866.0,-55857.0
取得以成本衡量之金融資產,,,,,,,,,,,,,-4945.0,-4945.0,-4945.0,-4945.0
取得採用權益法之投資,,,,,,,,,,,,,,,,-13855.0
取得無形資產,-4567.0,-7857.0,-11590.0,-15511.0,-1329.0,-4041.0,-7643.0,-10865.0,-3676.0,-6145.0,-9690.0,-14748.0,-6006.0,-13280.0,-16606.0,-18691.0
