,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
其他利益及損失淨額,1464.0,1.13,1660.0,1.43,163.0,0.15,3852.0,0.83,816.0,0.75,-3533.0,-3.2,1888.0,1.74,5878.0,1.34,-5806.0,-5.22,-1758.0,-1.43,6022.0,5.75,-1862.0,-0.41,-1592.0,-1.35,-322.0,-0.29,-4801.0,-4.48,-3007.0,-0.68
其他收入,1371.0,1.06,1408.0,1.21,1342.0,1.21,5573.0,1.2,2614.0,2.4,2987.0,2.71,1889.0,1.74,9243.0,2.11,1737.0,1.56,1295.0,1.05,2423.0,2.31,6406.0,1.42,813.0,0.69,707.0,0.63,5233.0,4.88,11665.0,2.65
其他綜合損益（淨額）,,,0.0,0.0,0.0,0.0,521.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,-174.0,-0.04,81.0,0.07,-235.0,-0.19,1062.0,1.01,-52.0,-0.01,-318.0,-0.27,-333.0,-0.3,-1415.0,-1.32,-4942.0,-1.12
國外營運機構財務報表換算之兌換差額,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,81.0,0.07,-235.0,-0.19,1062.0,1.01,431.0,0.1,-318.0,-0.27,-333.0,-0.3,-1415.0,-1.32,-4693.0,-1.07
基本每股盈餘,0.42,,0.33,,0.26,,1.22,,0.23,,0.21,,0.28,,1.1,,0.01,,0.43,,0.15,,0.77,,0.25,,0.23,,0.14,,0.91,
所得稅費用（利益）合計,4956.0,3.82,3776.0,3.25,3030.0,2.73,15599.0,3.36,2741.0,2.52,2332.0,2.11,3220.0,2.96,11753.0,2.68,137.0,0.12,5933.0,4.82,2056.0,1.96,10536.0,2.33,2566.0,2.18,-3891.0,-3.49,599.0,0.56,3490.0,0.79
採用權益法認列之關聯企業及合資損益之份額淨額,-11.0,-0.01,-123.0,-0.11,-27.0,-0.02,-197.0,-0.04,-8.0,-0.01,-137.0,-0.12,-9.0,-0.01,-201.0,-0.05,-22.0,-0.02,-11.0,-0.01,-129.0,-0.12,-171.0,-0.04,-11.0,-0.01,-2.0,0.0,-116.0,-0.11,-149.0,-0.03
推銷費用,14358.0,11.07,14509.0,12.49,13192.0,11.89,55675.0,12.01,14038.0,12.91,13828.0,12.53,13198.0,12.15,53019.0,12.1,11445.0,10.29,11836.0,9.61,12034.0,11.5,48826.0,10.82,11982.0,10.17,12406.0,11.12,11995.0,11.19,46991.0,10.68
本期淨利（淨損）,24870.0,19.17,19830.0,17.06,15513.0,13.98,72896.0,15.72,13736.0,12.63,12254.0,11.1,16393.0,15.09,65643.0,14.98,591.0,0.53,25406.0,20.62,8748.0,8.36,44911.0,9.95,14660.0,12.44,13216.0,11.85,8316.0,7.76,53539.0,12.17
本期綜合損益總額,24870.0,19.17,19830.0,17.06,15513.0,13.98,73417.0,15.83,13736.0,12.63,12254.0,11.1,16393.0,15.09,65469.0,14.94,672.0,0.6,25171.0,20.43,9810.0,9.37,44859.0,9.94,14342.0,12.17,12883.0,11.55,6901.0,6.44,48597.0,11.05
