,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
不動產、廠房及設備,45629.0,3.44,46435.0,3.48,44467.0,3.51,50429.0,3.92,47424.0,3.65,45025.0,3.41,46638.0,3.67,44043.0,3.37,40820.0,3.14,38884.0,3.04,173675.0,14.21,173261.0,13.87,171343.0,13.65,170823.0,13.53,202853.0,16.36,225865.0,18.09
以成本衡量之金融資產－非流動淨額,,,,,,,,,,,,,,,,,,,,,,,,,4945.0,0.39,4945.0,0.39,4945.0,0.4,4945.0,0.4
保留盈餘合計,141246.0,10.66,89620.0,6.72,105133.0,8.3,118391.0,9.21,132127.0,10.17,78879.0,5.98,95272.0,7.5,118358.0,9.05,118949.0,9.15,84808.0,6.62,73130.0,5.98,82813.0,6.63,97473.0,7.77,92114.0,7.3,100430.0,8.1,117528.0,9.42
其他應付款,35869.0,2.71,110864.0,8.32,33182.0,2.62,36555.0,2.84,32967.0,2.54,100869.0,7.65,37548.0,2.96,40332.0,3.08,32252.0,2.48,94873.0,7.41,36402.0,2.98,39086.0,3.13,35985.0,2.87,80051.0,6.34,45098.0,3.64,43785.0,3.51
其他應收款淨額,822.0,0.06,979.0,0.07,676.0,0.05,736.0,0.06,869.0,0.07,942.0,0.07,1091.0,0.09,972.0,0.07,771.0,0.06,849.0,0.07,442.0,0.04,738.0,0.06,660.0,0.05,882.0,0.07,610.0,0.05,930.0,0.07
其他應收款－關係人淨額,308.0,0.02,244.0,0.02,298.0,0.02,328.0,0.03,366.0,0.03,165.0,0.01,47.0,0.0,646.0,0.05,62.0,0.0,5.0,0.0,10.0,0.0,2.0,0.0,175.0,0.01,0.0,0.0,178.0,0.01,173.0,0.01
其他權益合計,525.0,0.04,525.0,0.04,525.0,0.04,525.0,0.04,525.0,0.04,525.0,0.04,525.0,0.04,525.0,0.04,606.0,0.05,371.0,0.03,1433.0,0.12,956.0,0.08,638.0,0.05,305.0,0.02,-1110.0,-0.09,-3737.0,-0.3
其他流動負債,7171.0,0.54,6242.0,0.47,6489.0,0.51,6080.0,0.47,5450.0,0.42,5652.0,0.43,5294.0,0.42,7751.0,0.59,5331.0,0.41,5741.0,0.45,5932.0,0.49,6654.0,0.53,5180.0,0.41,5063.0,0.4,9806.0,0.79,5690.0,0.46
其他流動資產,795.0,0.06,1536.0,0.12,1563.0,0.12,1641.0,0.13,1716.0,0.13,1575.0,0.12,1671.0,0.13,1316.0,0.1,1289.0,0.1,10287.0,0.8,172814.0,14.14,196425.0,15.73,203948.0,16.25,150790.0,11.94,88516.0,7.14,69256.0,5.55
其他非流動負債,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,0.0,269.0,0.02,193.0,0.02,160.0,0.01,214.0,0.02,188.0,0.01,226.0,0.02,282.0,0.02,514.0,0.04
其他非流動資產,10423.0,0.79,9375.0,0.7,9026.0,0.71,10331.0,0.8,8066.0,0.62,7972.0,0.6,5581.0,0.44,5728.0,0.44,5380.0,0.41,75858.0,5.92,11351.0,0.93,18901.0,1.51,22746.0,1.81,25109.0,1.99,10034.0,0.81,11076.0,0.89
國外營運機構財務報表換算之兌換差額,525.0,0.04,525.0,0.04,525.0,0.04,525.0,0.04,525.0,0.04,525.0,0.04,525.0,0.04,525.0,0.04,606.0,0.05,371.0,0.03,1433.0,0.12,956.0,0.08,638.0,0.05,305.0,0.02,-1110.0,-0.09,-3737.0,-0.3
存貨,576510.0,43.5,579810.0,43.51,584783.0,46.15,586097.0,45.6,592399.0,45.62,594549.0,45.09,598831.0,47.17,611318.0,46.74,597873.0,45.97,604508.0,47.19,597452.0,48.88,596625.0,47.77,589571.0,46.98,582031.0,46.1,578686.0,46.68,581235.0,46.56
庫藏股票,,,,,,,,,,,,,,,,,,,-48409.0,-3.78,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
待分配股票股利,,,,,,,,,,,,,,,,,,,,,,,,,,,7430.0,0.59,,,,
待註銷股本股數（單位：股）,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
應付帳款,17676.0,1.33,13794.0,1.04,10715.0,0.85,12500.0,0.97,12330.0,0.95,12358.0,0.94,12170.0,0.96,18916.0,1.45,15238.0,1.17,16678.0,1.3,11723.0,0.96,18994.0,1.52,12328.0,0.98,12466.0,0.99,11308.0,0.91,14157.0,1.13
應付帳款－關係人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,0.01,250.0,0.02
應付票據,780.0,0.06,702.0,0.05,259.0,0.02,286.0,0.02,356.0,0.03,227.0,0.02,328.0,0.03,191.0,0.01,436.0,0.03,1199.0,0.09,333.0,0.03,1476.0,0.12,474.0,0.04,526.0,0.04,145.0,0.01,1080.0,0.09
應收帳款淨額,71584.0,5.4,66788.0,5.01,59801.0,4.72,54539.0,4.24,64064.0,4.93,67050.0,5.09,58598.0,4.62,51482.0,3.94,55946.0,4.3,61518.0,4.8,60709.0,4.97,54325.0,4.35,60658.0,4.83,61148.0,4.84,59058.0,4.76,59025.0,4.73
應收帳款－關係人淨額,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4997.0,0.4
應收票據淨額,9612.0,0.73,4782.0,0.36,8001.0,0.63,6031.0,0.47,4608.0,0.35,4727.0,0.36,5020.0,0.4,5507.0,0.42,9052.0,0.7,8851.0,0.69,6626.0,0.54,8497.0,0.68,5325.0,0.42,5690.0,0.45,5608.0,0.45,2683.0,0.21
採用權益法之投資淨額,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13855.0,1.11
普通股股本,595469.0,44.93,595469.0,44.68,595469.0,46.99,595469.0,46.33,595469.0,45.85,595469.0,45.16,595469.0,46.91,595469.0,45.53,595469.0,45.79,595469.0,46.49,580469.0,47.49,580469.0,46.48,580469.0,46.26,580469.0,45.98,587899.0,47.42,587899.0,47.1
未分配盈餘（或待彌補虧損）,104174.0,7.86,44864.0,3.37,60377.0,4.76,73635.0,5.73,87371.0,6.73,26833.0,2.04,43226.0,3.41,66312.0,5.07,66903.0,5.14,26198.0,2.05,14520.0,1.19,24203.0,1.94,38863.0,3.1,29013.0,2.3,37329.0,3.01,54427.0,4.36
本期所得稅負債,,,,,,,,,,,,,,,,,16604.0,1.28,14634.0,1.14,10352.0,0.85,15928.0,1.28,19694.0,1.57,9280.0,0.74,11294.0,0.91,6060.0,0.49
本期所得稅資產,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0,0.02
權益總計,,,,,,,,,,,,,,,,,1230396.0,94.61,1147611.0,89.59,1157421.0,94.69,1166627.0,93.41,1180969.0,94.11,1154845.0,91.48,1161746.0,93.71,1176217.0,94.23
權益總額,1252612.0,94.51,1200986.0,90.12,1216499.0,96.0,1229757.0,95.69,1243493.0,95.75,1190245.0,90.27,1206638.0,95.05,1229724.0,94.02,,,,,,,,,,,,,,,,
歸屬於母公司業主之權益合計,,,,,,,,,,,,,,,,,1230396.0,94.61,1147611.0,89.59,1157421.0,94.69,1166627.0,93.41,1180969.0,94.11,1154845.0,91.48,1161746.0,93.71,1176217.0,94.23
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1500000.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
法定盈餘公積,36846.0,2.78,44530.0,3.34,44530.0,3.51,44530.0,3.46,44530.0,3.43,51820.0,3.93,51820.0,4.08,51820.0,3.96,51820.0,3.98,58384.0,4.56,58384.0,4.78,58384.0,4.67,58384.0,4.65,62875.0,4.98,62875.0,5.07,62875.0,5.04
流動負債合計,72709.0,5.49,131681.0,9.88,50645.0,4.0,55421.0,4.31,55136.0,4.25,128259.0,9.73,62841.0,4.95,78148.0,5.98,69861.0,5.37,133125.0,10.39,64742.0,5.3,82138.0,6.58,73661.0,5.87,107386.0,8.51,77732.0,6.27,71022.0,5.69
