,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y
不影響現金流量之收益費損項目合計,45817.0,89582.0,141623.0,188902.0,44224.0,101809.0,155241.0,214088.0,,,,,,,,
償還公司債,,,,,,,,,,,,-2600.0,,,,0.0
償還長期借款,-10500.0,-38000.0,-98000.0,-108000.0,-30000.0,-60000.0,-120000.0,-189740.0,-21669.0,-68846.0,-173544.0,-264121.0,-36521.0,-159628.0,-395301.0,-538307.0
其他應付款增加（減少）,-46997.0,7267.0,2935.0,8191.0,6586.0,41607.0,47435.0,20896.0,-9015.0,24047.0,34349.0,83054.0,-21916.0,25323.0,35023.0,55082.0
其他應收款（增加）減少,12426.0,235.0,1335.0,-2139.0,8126.0,855.0,10823.0,7854.0,3092.0,6607.0,8382.0,-2767.0,4924.0,7434.0,8689.0,5624.0
其他流動負債增加（減少）,1847.0,-2357.0,-3758.0,-12622.0,146.0,390.0,2532.0,498.0,471.0,3418.0,3010.0,5640.0,-2370.0,-3674.0,-6185.0,-1862.0
其他流動資產（增加）減少,23.0,-1835.0,-2808.0,-1627.0,567.0,350.0,459.0,433.0,1467.0,1158.0,-3375.0,2.0,-1899.0,-4029.0,-4153.0,-3350.0
其他營業負債增加（減少）,,-139.0,-114.0,-42.0,6.0,7.0,7.0,6.0,64.0,0.0,-766.0,-766.0,-9.0,-7.0,-8.0,-10.0
其他營業資產（增加）減少,,,,,,-4729.0,-6604.0,-8501.0,-101.0,-101.0,-101.0,-3607.0,0.0,-786.0,2178.0,0.0
其他非流動資產增加,-42563.0,-3876.0,-9962.0,-5936.0,-1237.0,-712.0,-712.0,-712.0,0.0,0.0,0.0,0.0,,,0.0,-1286.0
利息收入,,,,-393.0,-18.0,-152.0,-158.0,-279.0,-36.0,-203.0,-247.0,-415.0,-62.0,-338.0,-451.0,-696.0
利息費用,6212.0,12669.0,20040.0,26515.0,4432.0,10056.0,16433.0,24059.0,7459.0,14935.0,24022.0,33024.0,9066.0,17781.0,25868.0,32114.0
