,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
備供出售金融資產未實現評價損益,2591.0,1.09,0.0,0.0,-2840.0,-0.4,99040.0,4.0,-293.0,-0.05,11472.0,1.46,66689.0,11.58,222684.0,8.92,-61507.0,-11.65,-26730.0,-5.51,13800.0,1.94,167950.0,6.47,134888.0,18.13,328.0,0.04,52796.0,6.87,234907.0,7.37
其他利益及損失淨額,16573.0,6.97,7282.0,0.94,-7563.0,-1.05,32908.0,1.33,19656.0,3.23,-13118.0,-1.67,12061.0,2.09,48465.0,1.94,-11846.0,-2.24,-13040.0,-2.69,58660.0,8.23,36362.0,1.4,-21570.0,-2.9,6843.0,0.76,-32794.0,-4.27,-23247.0,-0.73
其他收入,214.0,0.09,143.0,0.02,6300.0,0.88,10652.0,0.43,3203.0,0.53,-2403.0,-0.31,4307.0,0.75,11650.0,0.47,446.0,0.08,3509.0,0.72,1818.0,0.26,15261.0,0.59,1046.0,0.14,1328.0,0.15,432.0,0.06,4308.0,0.14
其他綜合損益（淨額）,2651.0,1.12,37.0,0.0,-2864.0,-0.4,97983.0,3.96,-303.0,-0.05,11439.0,1.46,66731.0,11.59,221905.0,8.89,-61523.0,-11.65,-26752.0,-5.51,13861.0,1.94,171218.0,6.59,134881.0,18.13,292.0,0.03,52761.0,6.87,231682.0,7.26
國外營運機構財務報表換算之兌換差額,72.0,0.03,45.0,0.01,-29.0,0.0,130.0,0.01,-12.0,0.0,-40.0,-0.01,51.0,0.01,63.0,0.0,-19.0,0.0,-26.0,-0.01,72.0,0.01,-36.0,0.0,-8.0,0.0,-43.0,0.0,-43.0,-0.01,-129.0,0.0
基本每股盈餘,-2.45,,0.03,,0.63,,-0.97,,0.66,,0.7,,1.06,,3.11,,0.49,,0.2,,1.34,,3.32,,1.19,,1.67,,1.09,,5.5,
所得稅費用（利益）合計,-6095.0,-2.56,4942.0,0.63,-2760.0,-0.38,11013.0,0.45,11348.0,1.86,12447.0,1.58,17749.0,3.08,47349.0,1.9,8488.0,1.61,7974.0,1.64,21797.0,3.06,61440.0,2.37,22117.0,2.97,45217.0,5.04,28537.0,3.72,128876.0,4.04
採用權益法認列之關聯企業及合資損益之份額淨額,-147.0,-0.06,-106.0,-0.01,-188.0,-0.03,-387.0,-0.02,82.0,0.01,-100.0,-0.01,-3.0,0.0,-159.0,-0.01,-161.0,-0.03,-117.0,-0.02,-113.0,-0.02,-341.0,-0.01,58.0,0.01,1.0,0.0,84.0,0.01,-52.0,0.0
推銷費用,22682.0,9.54,30374.0,3.9,28070.0,3.91,110046.0,4.45,32964.0,5.41,32665.0,4.16,38511.0,6.69,118005.0,4.73,31973.0,6.05,25108.0,5.18,38590.0,5.41,139746.0,5.38,40337.0,5.42,45077.0,5.03,41918.0,5.46,169942.0,5.33
本期淨利（淨損）,-163962.0,-68.98,2120.0,0.27,44443.0,6.19,-69401.0,-2.81,55809.0,9.17,58757.0,7.48,89286.0,15.5,262495.0,10.52,41560.0,7.87,16629.0,3.43,113710.0,15.95,282392.0,10.87,104184.0,14.0,145963.0,16.27,96277.0,12.54,483441.0,15.16
本期綜合損益總額,-161311.0,-67.86,2157.0,0.28,41579.0,5.79,28582.0,1.16,55506.0,9.12,70196.0,8.93,156017.0,27.09,484400.0,19.41,-19963.0,-3.78,-10123.0,-2.09,127571.0,17.89,453610.0,17.47,239065.0,32.13,146255.0,16.3,149038.0,19.4,715123.0,22.42
母公司業主（淨利／損）,-163962.0,-68.98,2120.0,0.27,44443.0,6.19,-69401.0,-2.81,55809.0,9.17,58757.0,7.48,89286.0,15.5,262495.0,10.52,41560.0,7.87,16629.0,3.43,113710.0,15.95,282392.0,10.87,104184.0,14.0,145963.0,16.27,96277.0,12.54,483441.0,15.16
母公司業主（綜合損益）,-161311.0,-67.86,2157.0,0.28,41579.0,5.79,28582.0,1.16,55506.0,9.12,70196.0,8.93,156017.0,27.09,484400.0,19.41,-19963.0,-3.78,-10123.0,-2.09,127571.0,17.89,453610.0,17.47,239065.0,32.13,146255.0,16.3,149038.0,19.4,715123.0,22.42
營業利益（損失）,-180485.0,-75.93,6200.0,0.8,50505.0,7.03,-75046.0,-3.03,48648.0,7.99,92449.0,11.76,97047.0,16.85,273947.0,10.97,69068.0,13.08,41727.0,8.6,84229.0,11.81,325574.0,12.54,155833.0,20.94,191723.0,21.37,165179.0,21.51,663422.0,20.8
營業外收入及支出合計,10428.0,4.39,862.0,0.11,-8822.0,-1.23,16658.0,0.67,18509.0,3.04,-21245.0,-2.7,9988.0,1.73,35897.0,1.44,-19020.0,-3.6,-17124.0,-3.53,51278.0,7.19,18258.0,0.7,-29532.0,-3.97,-543.0,-0.06,-40365.0,-5.26,-51105.0,-1.6
營業成本合計,333253.0,140.2,666183.0,85.57,553772.0,77.12,2134318.0,86.28,462198.0,75.92,584948.0,74.42,363575.0,63.13,1809538.0,72.49,345170.0,65.36,335219.0,69.11,514817.0,72.21,1790732.0,68.96,439759.0,59.1,551196.0,61.45,460048.0,59.9,1931940.0,60.57
營業收入合計,237697.0,100.0,778550.0,100.0,718052.0,100.0,2473633.0,100.0,608785.0,100.0,785958.0,100.0,575940.0,100.0,2496224.0,100.0,528131.0,100.0,485082.0,100.0,712904.0,100.0,2596722.0,100.0,744047.0,100.0,897051.0,100.0,768051.0,100.0,3189380.0,100.0
營業毛利（毛損）,-95556.0,-40.2,112367.0,14.43,164280.0,22.88,339315.0,13.72,146587.0,24.08,201010.0,25.58,212365.0,36.87,686686.0,27.51,182961.0,34.64,149863.0,30.89,198087.0,27.79,805990.0,31.04,304288.0,40.9,345855.0,38.55,308003.0,40.1,1257440.0,39.43
營業毛利（毛損）淨額,-95556.0,-40.2,112367.0,14.43,164280.0,22.88,339315.0,13.72,146587.0,24.08,201010.0,25.58,212365.0,36.87,686686.0,27.51,182961.0,34.64,149863.0,30.89,198087.0,27.79,805990.0,31.04,304288.0,40.9,345855.0,38.55,308003.0,40.1,1257440.0,39.43
營業費用合計,84929.0,35.73,106167.0,13.64,113775.0,15.84,414361.0,16.75,97939.0,16.09,108561.0,13.81,115318.0,20.02,412739.0,16.53,113893.0,21.57,108136.0,22.29,113858.0,15.97,480416.0,18.5,148455.0,19.95,154132.0,17.18,142824.0,18.6,594018.0,18.62
研究發展費用,34653.0,14.58,46305.0,5.95,57247.0,7.97,194284.0,7.85,39470.0,6.48,45621.0,5.8,46325.0,8.04,179557.0,7.19,47393.0,8.97,54589.0,11.25,41578.0,5.83,208975.0,8.05,70984.0,9.54,68790.0,7.67,64520.0,8.4,271823.0,8.52
確定福利計畫之再衡量數,,,,,,,,,,,,,,,,,,,,,,,3973.0,0.15,,,,,,,-3757.0,-0.12
確定福利計畫精算利益（損失）,,,,,,,-1403.0,-0.06,,,,,,,-1001.0,-0.04,,,,,,,,,,,,,,,,
稀釋每股盈餘,-2.45,,0.03,,0.58,,-0.97,,0.65,,0.68,,1.03,,2.98,,0.47,,0.19,,1.24,,3.1,,1.13,,1.58,,1.05,,5.23,
稅前淨利（淨損）,-170057.0,-71.54,7062.0,0.91,41683.0,5.81,-58388.0,-2.36,67157.0,11.03,71204.0,9.06,107035.0,18.58,309844.0,12.41,50048.0,9.48,24603.0,5.07,135507.0,19.01,343832.0,13.24,126301.0,16.97,191180.0,21.31,124814.0,16.25,612317.0,19.2
管理費用,27594.0,11.61,29488.0,3.79,28458.0,3.96,110031.0,4.45,25505.0,4.19,30275.0,3.85,30482.0,5.29,115177.0,4.61,34527.0,6.54,28439.0,5.86,33690.0,4.73,131695.0,5.07,37134.0,4.99,40265.0,4.49,36386.0,4.74,152253.0,4.77
繼續營業單位本期淨利（淨損）,-163962.0,-68.98,2120.0,0.27,44443.0,6.19,-69401.0,-2.81,55809.0,9.17,58757.0,7.48,89286.0,15.5,262495.0,10.52,41560.0,7.87,16629.0,3.43,113710.0,15.95,282392.0,10.87,104184.0,14.0,145963.0,16.27,96277.0,12.54,483441.0,15.16
繼續營業單位淨利（淨損）,-2.45,,0.03,,0.58,,-0.97,,0.65,,0.68,,1.03,,2.98,,0.47,,0.19,,1.24,,3.1,,1.13,,1.58,,1.05,,5.23,
與不重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,,,,,,,675.0,0.03,,,,,,,-639.0,-0.02
與其他綜合損益組成部分相關之所得稅,12.0,0.01,8.0,0.0,-5.0,0.0,-216.0,-0.01,-2.0,0.0,-7.0,0.0,9.0,0.0,-159.0,-0.01,,,,,,,,,,,,,,,,
與可能重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,-3.0,0.0,-4.0,0.0,11.0,0.0,-6.0,0.0,-1.0,0.0,-7.0,0.0,-8.0,0.0,-22.0,0.0
財務成本淨額,6212.0,2.61,6457.0,0.83,7371.0,1.03,26515.0,1.07,4432.0,0.73,5624.0,0.72,6377.0,1.11,24059.0,0.96,7459.0,1.41,7476.0,1.54,9087.0,1.27,33024.0,1.27,9066.0,1.22,8715.0,0.97,8087.0,1.05,32114.0,1.01
