,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
不動產、廠房及設備,1629787.0,34.75,1617432.0,34.91,1599075.0,35.29,1585476.0,36.54,1573343.0,36.4,1522907.0,35.14,1510596.0,35.14,1483521.0,30.6,1471538.0,30.86,1446280.0,30.86,1447011.0,30.75,1285803.0,28.48,1272529.0,25.5,1279126.0,25.3,1263461.0,25.42,1249289.0,25.81
以成本衡量之金融資產－非流動淨額,38425.0,0.82,34603.0,0.75,34603.0,0.76,29054.0,0.67,29054.0,0.67,29054.0,0.67,3007.0,0.07,3007.0,0.06,3007.0,0.06,34437.0,0.73,34437.0,0.73,31430.0,0.7,31430.0,0.63,31430.0,0.62,31430.0,0.63,31430.0,0.65
保留盈餘合計,-566617.0,-12.08,-235909.0,-5.09,-280856.0,-6.2,-398093.0,-9.18,-398891.0,-9.23,117463.0,2.71,117520.0,2.73,121431.0,2.51,123048.0,2.58,67014.0,1.43,72761.0,1.55,23730.0,0.53,40159.0,0.8,59660.0,1.18,64131.0,1.29,58514.0,1.21
備供出售金融資產－非流動淨額,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
共同控制下前手權益,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,
其他應付款,54932.0,1.17,61801.0,1.33,68809.0,1.52,72108.0,1.66,48946.0,1.13,51098.0,1.18,63305.0,1.47,72334.0,1.49,53938.0,1.13,275606.0,5.88,283951.0,6.03,67441.0,1.49,52934.0,1.06,56400.0,1.12,62484.0,1.26,58683.0,1.21
其他應付款項－關係人,,,,,,,,,,,,,,,3190.0,0.07,3190.0,0.07,3190.0,0.07,3190.0,0.07,3190.0,0.07,3190.0,0.06,3190.0,0.06,3190.0,0.06,3190.0,0.07
其他應收款淨額,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
其他權益合計,-27702.0,-0.59,-13925.0,-0.3,-23515.0,-0.52,-11577.0,-0.27,3442.0,0.08,-15919.0,-0.37,835.0,0.02,32465.0,0.67,21940.0,0.46,6316.0,0.13,54304.0,1.15,27669.0,0.61,20057.0,0.4,2096.0,0.04,-29467.0,-0.59,-37397.0,-0.77
其他權益－其他,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
其他流動負債,33289.0,0.71,64760.0,1.4,118159.0,2.61,472731.0,10.9,507723.0,11.75,526815.0,12.16,514588.0,11.97,237000.0,4.89,211570.0,4.44,195312.0,4.17,198842.0,4.23,380768.0,8.43,875537.0,17.54,880467.0,17.41,804318.0,16.18,596362.0,12.32
其他流動資產,148067.0,3.16,33275.0,0.72,31043.0,0.69,27459.0,0.63,35033.0,0.81,34772.0,0.8,37149.0,0.86,30672.0,0.63,37036.0,0.78,23983.0,0.51,27713.0,0.59,23903.0,0.53,34963.0,0.7,54374.0,1.08,35084.0,0.71,43766.0,0.9
其他非流動負債,24357.0,0.52,24510.0,0.53,24428.0,0.54,18083.0,0.42,23195.0,0.54,23017.0,0.53,23049.0,0.54,24028.0,0.5,23934.0,0.5,23633.0,0.5,23845.0,0.51,26253.0,0.58,26592.0,0.53,21157.0,0.42,21072.0,0.42,22621.0,0.47
其他非流動資產,47983.0,1.02,46873.0,1.01,56397.0,1.24,44809.0,1.03,46339.0,1.07,41263.0,0.95,42123.0,0.98,45864.0,0.95,113885.0,2.39,38504.0,0.82,42371.0,0.9,42225.0,0.94,23093.0,0.46,123937.0,2.45,126204.0,2.54,39648.0,0.82
