,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
不重分類至損益之其他項目,,,,,,,,,,,,,,,,,0.0,0.0,,,,,446.0,0.03,,,,,,,-278.0,-0.02
備供出售金融資產未實現評價損益,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,
其他利益及損失淨額,6259.0,2.39,-4231.0,-1.82,-6529.0,-2.87,-7986.0,-0.86,714.0,0.31,-17661.0,-6.53,-4544.0,-1.61,-7730.0,-0.72,-14245.0,-5.24,-8675.0,-2.29,31450.0,7.78,14740.0,1.05,-3125.0,-0.74,-9130.0,-1.77,-6111.0,-1.53,-20605.0,-1.28
其他收入,7170.0,2.73,13334.0,5.72,15309.0,6.73,45957.0,4.97,14691.0,6.42,17400.0,6.43,29413.0,10.44,64490.0,6.0,14890.0,5.48,15776.0,4.17,14704.0,3.64,63455.0,4.51,12480.0,2.94,10399.0,2.01,9724.0,2.44,42055.0,2.62
其他收益及費損淨額,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
其他營業收入淨額,1790.0,0.68,1645.0,0.71,3468.0,1.53,7124.0,0.77,4853.0,2.12,3884.0,1.44,4527.0,1.61,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,
其他綜合損益,,,,,0.0,0.0,-171.0,-0.02,,,,,,,,,,,,,,,,,,,,,,,,
其他綜合損益（淨額）,27975.0,10.67,13643.0,5.86,-9613.0,-4.23,44999.0,4.86,15282.0,6.68,-19389.0,-7.17,16779.0,5.95,43197.0,4.02,-10525.0,-3.87,-15624.0,-4.13,47988.0,11.88,-6784.0,-0.48,-16308.0,-3.84,-23771.0,-4.6,-26032.0,-6.52,-75458.0,-4.69
勞務收入,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
可能重分類至損益之其他項目,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,
國外營運機構淨投資避險,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
國外營運機構淨投資避險中屬有效避險部分之避險工具利益(損失),,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,
國外營運機構財務報表換算之兌換差額,27924.0,10.65,13736.0,5.9,-9604.0,-4.22,43683.0,4.72,15019.0,6.57,-19361.0,-7.16,17145.0,6.08,44098.0,4.1,-10525.0,-3.87,-15624.0,-4.13,47988.0,11.88,-4608.0,-0.33,-16308.0,-3.84,-23771.0,-4.6,-26032.0,-6.52,-76819.0,-4.78
基本每股盈餘,-1.48,,-0.2,,-0.24,,-2.56,,0.01,,0.2,,0.0,,0.23,,0.01,,-0.11,,0.03,,-0.33,,0.09,,0.1,,0.03,,-0.14,
已實現銷貨（損）益,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
所得稅費用（利益）合計,3580.0,1.36,4398.0,1.89,4170.0,1.83,10759.0,1.16,-8977.0,-3.92,-58917.0,-21.78,5975.0,2.12,-53693.0,-5.0,2690.0,0.99,4399.0,1.16,7051.0,1.75,14128.0,1.0,6613.0,1.56,19207.0,3.72,5888.0,1.48,45292.0,2.82
投資收入,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
指定按公允價值衡量之金融負債信用風險變動影響數,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,
採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,51.0,0.02,-93.0,-0.04,-9.0,0.0,484.0,0.05,263.0,0.11,-28.0,-0.01,-366.0,-0.13,0.0,0.0,,,,,,,,,,,,,,,,
採用權益法認列之關聯企業及合資損益之份額淨額,,,,,0.0,0.0,,,,,-151.0,-0.06,19.0,0.01,639.0,0.06,647.0,0.24,751.0,0.2,329.0,0.08,867.0,0.06,0.0,0.0,5869.0,1.14,1936.0,0.49,6173.0,0.38
採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,
推銷費用,278023.0,106.0,24706.0,10.6,21368.0,9.4,356142.0,38.48,20095.0,8.79,20708.0,7.65,32927.0,11.69,113609.0,10.57,17069.0,6.28,16057.0,4.24,15384.0,3.81,65662.0,4.66,15523.0,3.66,16644.0,3.22,15728.0,3.94,149190.0,9.28
旅遊服務收入,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
未實現銷貨（損）益,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
本期淨利（淨損）,-284581.0,-108.51,-47097.0,-20.22,-70544.0,-31.02,-608184.0,-65.71,-5772.0,-2.52,17818.0,6.59,-2579.0,-0.92,-10497.0,-0.98,785.0,0.29,-12014.0,-3.17,21422.0,5.3,-27369.0,-1.94,28402.0,6.69,38270.0,7.41,15870.0,3.98,-101301.0,-6.3
本期綜合損益總額,-256606.0,-97.84,-33454.0,-14.36,-80157.0,-35.25,-563185.0,-60.85,9510.0,4.16,-1571.0,-0.58,14200.0,5.04,32700.0,3.04,-9740.0,-3.58,-27638.0,-7.3,69410.0,17.18,-34153.0,-2.43,12094.0,2.85,14499.0,2.81,-10162.0,-2.55,-176759.0,-11.0
權益工具投資之利益(損失),,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,,
權益工具投資之利益（損失）,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
母公司業主（淨利／損）,-274389.0,-104.62,-36199.0,-15.54,-44947.0,-19.77,-473316.0,-51.14,1104.0,0.48,36385.0,13.45,57.0,0.02,42645.0,3.97,1617.0,0.6,-20440.0,-5.4,5747.0,1.42,-60427.0,-4.29,16429.0,3.87,19501.0,3.77,4471.0,1.12,-25831.0,-1.61
母公司業主（綜合損益）,-246506.0,-93.99,-22422.0,-9.62,-54537.0,-23.99,-428764.0,-46.33,16123.0,7.05,17024.0,6.29,16811.0,5.97,85499.0,7.96,-8908.0,-3.28,-36064.0,-9.53,53735.0,13.3,-66903.0,-4.75,8817.0,2.08,-4267.0,-0.83,-21285.0,-5.33,-92383.0,-5.75
營建工程收入,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
營業利益（損失）,-288617.0,-110.04,-45371.0,-19.47,-69880.0,-30.73,-611993.0,-66.12,-24323.0,-10.63,-34887.0,-12.9,-14779.0,-5.25,-97566.0,-9.08,4227.0,1.56,-13666.0,-3.61,-16461.0,-4.07,-85604.0,-6.08,26783.0,6.31,51370.0,9.94,17137.0,4.29,-79588.0,-4.95
營業外收入及支出合計,7616.0,2.9,2672.0,1.15,3506.0,1.54,14568.0,1.57,9574.0,4.19,-6212.0,-2.3,18175.0,6.45,33376.0,3.11,-752.0,-0.28,6051.0,1.6,44934.0,11.12,72363.0,5.14,8232.0,1.94,6107.0,1.18,4621.0,1.16,23579.0,1.47
