,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
不動產、廠房及設備,3940192.0,61.69,3865047.0,58.75,4014333.0,57.12,3865894.0,56.24,4507728.0,62.48,4632132.0,60.24,4570197.0,60.36,4671616.0,61.38,4693479.0,49.85,4699470.0,49.7,4619284.0,49.36,4550081.0,45.93,4605667.0,47.19,4560375.0,47.59,4490171.0,47.35,4754993.0,48.6
保留盈餘合計,1071132.0,16.77,799187.0,12.15,919984.0,13.09,1003147.0,14.59,1039473.0,14.41,864856.0,11.25,901708.0,11.91,1008913.0,13.26,968663.0,10.29,809043.0,8.56,876591.0,9.37,974739.0,9.84,979261.0,10.03,710458.0,7.41,724651.0,7.64,849201.0,8.68
備供出售金融資產未實現損益,,,,,,,11587.0,0.17,12622.0,0.17,113006.0,1.47,52324.0,0.69,-18007.0,-0.24,-84842.0,-0.9,-86867.0,-0.92,-67914.0,-0.73,-104070.0,-1.05,-130313.0,-1.34,-157139.0,-1.64,-193588.0,-2.04,-160675.0,-1.64
備供出售金融資產－流動淨額,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
備供出售金融資產－非流動淨額,,,,,28215.0,0.4,39802.0,0.58,40837.0,0.57,453221.0,5.89,402074.0,5.31,361153.0,4.74,285204.0,3.03,282903.0,2.99,304440.0,3.25,263353.0,2.66,233532.0,2.39,203047.0,2.12,161629.0,1.7,220940.0,2.26
其他應付款,28116.0,0.44,396519.0,6.03,48026.0,0.68,56994.0,0.83,46630.0,0.65,301139.0,3.92,34948.0,0.46,63398.0,0.83,53473.0,0.57,325441.0,3.44,63684.0,0.68,70409.0,0.71,86489.0,0.89,358129.0,3.74,62438.0,0.66,88802.0,0.91
其他應付款項－關係人,,,,,,,,,,,,,,,,,,,,,,,6303.0,0.06,6646.0,0.07,6197.0,0.06,0.0,0.0,1161.0,0.01
其他應收款淨額,8576.0,0.13,4273.0,0.06,1446.0,0.02,418.0,0.01,1655.0,0.02,143.0,0.0,1650.0,0.02,123.0,0.0,599.0,0.01,10961.0,0.12,552.0,0.01,1432.0,0.01,1228.0,0.01,1423.0,0.01,966.0,0.01,2335.0,0.02
其他應收款－關係人淨額,,,,,,,,,,,,,,,,,20051.0,0.21,758.0,0.01,1556.0,0.02,2582.0,0.03,2281.0,0.02,5001.0,0.05,5000.0,0.05,26000.0,0.27
其他權益合計,-635.0,-0.01,1077.0,0.02,-352.0,-0.01,13702.0,0.2,14442.0,0.2,112303.0,1.46,57140.0,0.75,-5520.0,-0.07,-75325.0,-0.8,-80625.0,-0.85,-51443.0,-0.55,-93145.0,-0.94,-123676.0,-1.27,-156627.0,-1.63,-200920.0,-2.12,-171995.0,-1.76
