,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
不動產、廠房及設備,7708.0,0.29,10973.0,0.39,11354.0,0.39,12536.0,0.34,12417.0,0.34,12276.0,0.32,190411.0,4.6,199897.0,4.53,201894.0,4.52,212585.0,4.79,236470.0,5.38,241984.0,5.56,240689.0,5.48,241064.0,5.42,236008.0,5.67,229671.0,5.71
以成本衡量之金融資產－非流動淨額,102687.0,3.91,104269.0,3.73,134777.0,4.67,168174.0,4.56,364371.0,9.84,406598.0,10.6,485616.0,11.73,380041.0,8.61,375445.0,8.41,369878.0,8.34,427043.0,9.71,411821.0,9.46,410001.0,9.33,414825.0,9.33,401768.0,9.65,370214.0,9.2
保留盈餘合計,551976.0,21.0,440162.0,15.73,544205.0,18.86,556029.0,15.09,690267.0,18.64,536026.0,13.98,613944.0,14.83,692421.0,15.69,807262.0,18.08,606075.0,13.66,672242.0,15.29,696403.0,16.0,771937.0,17.57,712170.0,16.03,258469.0,6.21,313142.0,7.78
備供出售金融資產－非流動淨額,453099.0,17.24,441657.0,15.78,592411.0,20.53,843257.0,22.88,685588.0,18.51,690490.0,18.0,550122.0,13.29,693628.0,15.72,642698.0,14.39,589856.0,13.3,549582.0,12.5,532441.0,12.23,443419.0,10.09,426676.0,9.6,439714.0,10.56,444506.0,11.04
共同控制下前手權益,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他應付款,86146.0,3.28,291368.0,10.41,84824.0,2.94,160782.0,4.36,116887.0,3.16,399534.0,10.42,85968.0,2.08,102076.0,2.31,96449.0,2.16,402462.0,9.07,144666.0,3.29,82728.0,1.9,96172.0,2.19,231486.0,5.21,543073.0,13.04,293817.0,7.3
其他應收款淨額,41600.0,1.58,98248.0,3.51,53142.0,1.84,51974.0,1.41,90724.0,2.45,166154.0,4.33,174531.0,4.22,141247.0,3.2,144922.0,3.25,166498.0,3.75,133115.0,3.03,224688.0,5.16,169980.0,3.87,152138.0,3.42,147726.0,3.55,206114.0,5.12
其他權益合計,362292.0,13.78,388611.0,13.89,475786.0,16.49,631668.0,17.14,486915.0,13.15,478631.0,12.48,388910.0,9.4,511545.0,11.59,464694.0,10.41,377528.0,8.51,433280.0,9.86,331192.0,7.61,230952.0,5.26,152857.0,3.44,118171.0,2.84,89412.0,2.22
其他流動負債,42664.0,1.62,44974.0,1.61,43573.0,1.51,70527.0,1.91,70078.0,1.89,77728.0,2.03,154076.0,3.72,163251.0,3.7,161644.0,3.62,161938.0,3.65,138200.0,3.14,101939.0,2.34,108057.0,2.46,103056.0,2.32,101213.0,2.43,86749.0,2.16
其他流動資產,,,,,,,52.0,0.0,686.0,0.02,0.0,0.0,0.0,0.0,3274.0,0.07,3235.0,0.07,3187.0,0.07,3324.0,0.08,3205.0,0.07,4808.0,0.11,4824.0,0.11,4726.0,0.11,1714.0,0.04
其他非流動負債,56527.0,2.15,59791.0,2.14,104007.0,3.61,85058.0,2.31,87502.0,2.36,88785.0,2.32,124676.0,3.01,168519.0,3.82,168182.0,3.77,167364.0,3.77,176298.0,4.01,75310.0,1.73,75583.0,1.72,74237.0,1.67,72472.0,1.74,0.0,0.0
其他非流動資產,0.0,0.0,1230.0,0.04,1122.0,0.04,1013.0,0.03,905.0,0.02,176944.0,4.61,1137.0,0.03,964.0,0.02,935.0,0.02,10671.0,0.24,17203.0,0.39,7861.0,0.18,7770.0,0.18,7516.0,0.17,7227.0,0.17,7057.0,0.18
存貨,85242.0,3.24,163128.0,5.83,197862.0,6.86,193965.0,5.26,249583.0,6.74,186854.0,4.87,219422.0,5.3,283029.0,6.41,217140.0,4.86,211750.0,4.77,205244.0,4.67,252659.0,5.81,224679.0,5.11,231614.0,5.21,221912.0,5.33,178234.0,4.43
