,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y
不影響現金流量之收益費損項目合計,94710.0,180931.0,268056.0,373932.0,94721.0,186432.0,283863.0,364104.0,,,,,,,,
償還長期借款,,,,-19298.0,-643216.0,-681809.0,-694079.0,-1287829.0,-38910.0,-1258090.0,-1258090.0,-1258090.0,0.0,0.0,0.0,0.0
其他應付款增加（減少）,5818.0,16869.0,22228.0,17666.0,3396.0,-3825.0,-12577.0,-10443.0,-8338.0,-16593.0,-19095.0,23040.0,-34031.0,-28094.0,-33133.0,-17321.0
其他流動負債增加（減少）,-1458.0,-5377.0,-5969.0,3837.0,-13724.0,13245.0,15231.0,-461.0,-1857.0,351.0,220.0,1323.0,-10517.0,-1114.0,-1275.0,12264.0
其他流動資產（增加）減少,2183.0,-2758.0,-9972.0,-4034.0,498.0,-8710.0,-9671.0,-843.0,-4335.0,-5482.0,-21470.0,-13454.0,-3523.0,17064.0,-31267.0,-55945.0
其他營業資產（增加）減少,,,,-14371.0,-3417.0,-10182.0,-14430.0,-14023.0,-625.0,-3806.0,,-3756.0,376.0,-3451.0,-49677.0,-3903.0
其他金融資產增加,-7763.0,-7763.0,-7763.0,18637.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
其他金融資產（增加）減少,,,,,,,,,,,-8020.0,,,,,
其他非流動資產增加,,,,,,,,,,,,-1525.0,-8744.0,-21618.0,0.0,-452534.0
利息收入,-1936.0,-3529.0,-4613.0,-5515.0,-310.0,-787.0,-916.0,-2206.0,-673.0,-1834.0,-2179.0,-2785.0,-18.0,-478.0,-487.0,-991.0
利息費用,10458.0,21346.0,32206.0,43372.0,11035.0,22508.0,33740.0,40637.0,5983.0,12477.0,18974.0,25843.0,6888.0,13697.0,21626.0,33523.0
取得不動產、廠房及設備,-15229.0,-50546.0,-56797.0,-63464.0,-6391.0,-8687.0,-12156.0,-20398.0,-2037.0,-2422.0,-4075.0,-8713.0,-1868.0,-7632.0,-8661.0,-19180.0
取得備供出售金融資產,,,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,-5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得子公司股權,,,,,,,,294000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得無形資產,-2996.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,-184.0
呆帳費用提列（轉列收入）數,0.0,0.0,0.0,16738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
員工執行認股權,41.0,41.0,164.0,51764.0,205.0,18174.0,49642.0,49642.0,2665.0,2665.0,2665.0,2665.0,0.0,0.0,0.0,0.0
員工購買庫藏股,,,,,,,,,,,,5290.0,0.0,0.0,5276.0,5276.0
存入保證金增加,,,,,,,,,,,,,,41443.0,0.0,41444.0
存入保證金減少,-3562.0,-3561.0,-3561.0,-3562.0,0.0,0.0,0.0,0.0,,,,13533.0,1030.0,0.0,41443.0,
存出保證金增加,,,,,,,852.0,3428.0,9153.0,-7576.0,-7778.0,-1686.0,-5.0,-19512.0,17123.0,26485.0
存出保證金減少,25195.0,8741.0,169.0,324.0,3767.0,4114.0,,,,,,,,,,
存貨（增加）減少,-71884.0,-157665.0,-248408.0,-137422.0,-117167.0,-178624.0,-209054.0,-66744.0,-92290.0,-293433.0,-251983.0,-121673.0,-49271.0,-171376.0,-226381.0,-14155.0
庫藏股票買回成本,,,,,,,,-49691.0,-9619.0,-9619.0,-44150.0,-44311.0,0.0,0.0,0.0,0.0
應付帳款增加（減少）,34141.0,47205.0,29979.0,-3217.0,17084.0,29472.0,3068.0,22046.0,7016.0,-1214.0,-31591.0,-21176.0,30206.0,33811.0,8828.0,15055.0
應付票據增加（減少）,-3234.0,-3234.0,-3234.0,-3234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
應收帳款（增加）減少,17826.0,-122243.0,-9021.0,-126325.0,10728.0,-71403.0,107319.0,-30724.0,170565.0,175680.0,106221.0,173349.0,-22977.0,-106666.0,-209992.0,-381450.0
應收票據（增加）減少,-3354.0,-1151.0,-5875.0,-5746.0,-522.0,16.0,-4784.0,-5185.0,3833.0,4181.0,-5629.0,10431.0,1960.0,1963.0,1950.0,1960.0
應計退休金負債增加（減少）,-36.0,-203.0,-304.0,-402.0,-67.0,-134.0,-198.0,-259.0,,,,,,,,
投資活動之淨現金流入（流出）,-793.0,-49568.0,-69391.0,-49501.0,-7624.0,-9573.0,-16304.0,-21637.0,7116.0,-9998.0,-11853.0,-11924.0,-10617.0,-48762.0,8462.0,-443334.0
折舊費用,60988.0,121921.0,182649.0,243624.0,62541.0,124182.0,186153.0,247979.0,61834.0,123417.0,184285.0,245234.0,60795.0,121583.0,182337.0,244327.0
攤銷費用,12865.0,25730.0,38596.0,51465.0,12866.0,25727.0,38590.0,51453.0,12657.0,36038.0,48059.0,59970.0,11787.0,23573.0,35360.0,47420.0
支付之利息,-10713.0,-21472.0,-32474.0,-43402.0,-10951.0,-22485.0,-34043.0,-41212.0,-6078.0,-12506.0,-18971.0,-25728.0,-6919.0,-13745.0,-21446.0,-29614.0
收取之利息,1938.0,3695.0,4876.0,5460.0,-452.0,958.0,1008.0,2291.0,664.0,1843.0,2218.0,2873.0,21.0,478.0,490.0,993.0
收取之股利,,,,,,,,,,,,5987.0,0.0,,0.0,5987.0
收益費損項目合計,,,,,,,,,79801.0,170098.0,249139.0,324747.0,79452.0,158375.0,242601.0,321218.0
期初現金及約當現金餘額,1096280.0,1096280.0,1096280.0,1096280.0,507047.0,507047.0,507047.0,507047.0,1009178.0,1009178.0,1009178.0,1009178.0,942524.0,942524.0,942524.0,942524.0
期末現金及約當現金餘額,956502.0,738398.0,671635.0,507047.0,747308.0,743039.0,1811041.0,1009178.0,956197.0,893169.0,766392.0,942524.0,761206.0,835630.0,818124.0,1670390.0
本期現金及約當現金增加（減少）數,-139778.0,-357882.0,-424645.0,-589233.0,240261.0,235992.0,1303994.0,502131.0,-52981.0,-116009.0,-242786.0,-66654.0,-181318.0,-106894.0,-124400.0,727866.0
