,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
備供出售金融資產未實現評價損益,3681.0,55.47,-4213.0,-2.97,15006.0,11.96,22122.0,5.34,2778.0,53.62,6743.0,2.59,-14262.0,-21.39,16811.0,3.5,59324.0,213.54,40271.0,146.3,-72247.0,-66.41,34921.0,12.01,-15368.0,-34.1,17815.0,15.99,-8558.0,-5.56,13513.0,2.23
其他利益及損失淨額,-3805.0,-57.34,1552.0,1.1,-231.0,-0.18,-4257.0,-1.03,1093.0,21.1,-3826.0,-1.47,-10227.0,-15.34,-13647.0,-2.84,-244.0,-0.88,-428.0,-1.55,270.0,0.25,-346.0,-0.12,-4952.0,-10.99,1285.0,1.15,-1387.0,-0.9,-20120.0,-3.32
其他收入,3997.0,60.23,10067.0,7.11,2631.0,2.1,29318.0,7.08,3635.0,70.16,6328.0,2.43,7108.0,10.66,42834.0,8.91,2263.0,8.15,15757.0,57.24,5258.0,4.83,32644.0,11.23,2095.0,4.65,8097.0,7.27,4204.0,2.73,17951.0,2.96
其他綜合損益（淨額）,3681.0,55.47,-4213.0,-2.97,15006.0,11.96,23218.0,5.61,2778.0,53.62,6743.0,2.59,-14262.0,-21.39,18107.0,3.77,59324.0,213.54,40271.0,146.3,-72247.0,-66.41,33718.0,11.6,-15368.0,-34.1,17815.0,15.99,-8558.0,-5.56,13055.0,2.15
基本每股盈餘,-0.91,,-0.77,,-0.59,,-3.25,,-0.82,,0.09,,-1.23,,-3.04,,-0.61,,-0.39,,-0.81,,-3.24,,-0.63,,-0.45,,-0.55,,-2.54,
所得稅費用（利益）合計,-9722.0,-146.5,9722.0,6.86,0.0,0.0,-64346.0,-15.54,0.0,0.0,-32863.0,-12.61,-7334.0,-11.0,-41013.0,-8.54,-922.0,-3.32,0.0,0.0,0.0,0.0,51249.0,17.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
推銷費用,3167.0,47.72,7103.0,5.01,24013.0,19.14,31839.0,7.69,4576.0,88.32,4189.0,1.61,4119.0,6.18,20368.0,4.24,5457.0,19.64,5015.0,18.22,4276.0,3.93,22893.0,7.87,5811.0,12.89,7405.0,6.65,10726.0,6.97,34248.0,5.64
本期淨利（淨損）,-168095.0,-2533.08,-141153.0,-99.62,-108283.0,-86.3,-600453.0,-145.0,-152158.0,-2936.85,-30185.0,-11.58,-205204.0,-307.75,-618041.0,-128.62,-153303.0,-551.83,-93866.0,-341.0,-196999.0,-181.09,-782319.0,-269.08,-151268.0,-335.63,-126132.0,-113.22,-132208.0,-85.91,-627563.0,-103.43
本期綜合損益總額,-164414.0,-2477.61,-145366.0,-102.6,-93277.0,-74.34,-577235.0,-139.4,-149380.0,-2883.23,-23442.0,-8.99,-219466.0,-329.14,-599934.0,-124.85,-93979.0,-338.29,-53595.0,-194.7,-269246.0,-247.5,-748601.0,-257.48,-166636.0,-369.73,-108317.0,-97.22,-140766.0,-91.47,-614508.0,-101.28
母公司業主（淨利／損）,,,,,,,,,-151927.0,-2932.39,16798.0,6.45,-250452.0,-375.61,-614422.0,-127.87,-142542.0,-513.09,-92528.0,-336.14,-191402.0,-175.94,-761087.0,-261.78,-148158.0,-328.73,-105140.0,-94.37,-128955.0,-83.79,-595352.0,-98.13
母公司業主（綜合損益）,,,,,,,,,-149149.0,-2878.77,23541.0,9.03,-264714.0,-397.0,-596315.0,-124.1,-83218.0,-299.55,-52257.0,-189.84,-263649.0,-242.36,-727369.0,-250.18,-163526.0,-362.83,-87325.0,-78.38,-137513.0,-89.36,-582297.0,-95.97
營業利益（損失）,-167551.0,-2524.88,-132162.0,-93.28,-99823.0,-79.56,-646488.0,-156.12,-145851.0,-2815.11,-54077.0,-20.75,-198187.0,-297.23,-647604.0,-134.78,-150261.0,-540.88,-102701.0,-373.09,-196030.0,-180.2,-737525.0,-253.67,-141523.0,-314.01,-128705.0,-115.52,-127096.0,-82.59,-591871.0,-97.55
營業外收入及支出合計,-10266.0,-154.7,731.0,0.52,-8460.0,-6.74,-18311.0,-4.42,-6307.0,-121.73,-8971.0,-3.44,-14351.0,-21.52,-11450.0,-2.38,-3964.0,-14.27,8835.0,32.1,-969.0,-0.89,6455.0,2.22,-9745.0,-21.62,2573.0,2.31,-5112.0,-3.32,-35692.0,-5.88
營業成本合計,120183.0,1811.08,210671.0,148.69,122404.0,97.55,661521.0,159.75,58396.0,1127.12,199709.0,76.63,175319.0,262.93,685700.0,142.7,87385.0,314.55,30449.0,110.62,193853.0,178.2,581143.0,199.89,121821.0,270.29,131161.0,117.73,164313.0,106.77,795369.0,131.09
營業收入合計,6636.0,100.0,141685.0,100.0,125474.0,100.0,414093.0,100.0,5181.0,100.0,260616.0,100.0,66678.0,100.0,480506.0,100.0,27781.0,100.0,27527.0,100.0,108786.0,100.0,290737.0,100.0,45070.0,100.0,111409.0,100.0,153894.0,100.0,606725.0,100.0
營業毛利（毛損）,-113547.0,-1711.08,-68986.0,-48.69,3070.0,2.45,-247428.0,-59.75,-53215.0,-1027.12,60907.0,23.37,-108641.0,-162.93,-205194.0,-42.7,-59604.0,-214.55,-2922.0,-10.62,-85067.0,-78.2,-290406.0,-99.89,-76751.0,-170.29,-19752.0,-17.73,-10419.0,-6.77,-188644.0,-31.09
營業毛利（毛損）淨額,-113547.0,-1711.08,-68986.0,-48.69,3070.0,2.45,-247428.0,-59.75,-53215.0,-1027.12,60907.0,23.37,-108641.0,-162.93,-205194.0,-42.7,-59604.0,-214.55,-2922.0,-10.62,-85067.0,-78.2,-290406.0,-99.89,-76751.0,-170.29,-19752.0,-17.73,-10419.0,-6.77,-188644.0,-31.09
營業費用合計,54004.0,813.8,63176.0,44.59,102893.0,82.0,399060.0,96.37,92636.0,1787.99,114984.0,44.12,89546.0,134.3,442410.0,92.07,90657.0,326.33,99779.0,362.48,110963.0,102.0,447119.0,153.79,64772.0,143.71,108953.0,97.8,116677.0,75.82,403227.0,66.46
研究發展費用,17761.0,267.65,24023.0,16.96,42477.0,33.85,189012.0,45.64,49218.0,949.97,49964.0,19.17,41764.0,62.64,238831.0,49.7,48790.0,175.62,34889.0,126.74,58824.0,54.07,205479.0,70.68,21214.0,47.07,49252.0,44.21,41860.0,27.2,164706.0,27.15
