,金額_x,金額_y,金額_x.1,金額_y.1,金額_x.2,金額_y.2,金額_x.3,金額_y.3,金額_x.4,金額_y.4,金額_x.5,金額_y.5,金額_x.6,金額_y.6,金額_x.7,金額_y.7
不影響現金流量之收益費損項目合計,28403.0,60555.0,84567.0,87265.0,25671.0,71163.0,102291.0,85671.0,,,,,,,,
其他應付款增加（減少）,-8895.0,559.0,3552.0,-10175.0,-12608.0,3189.0,2283.0,19138.0,-24889.0,-6550.0,-4374.0,17920.0,-27164.0,-11815.0,4019.0,37588.0
其他應收款（增加）減少,-3498.0,-2799.0,,,,,,,,,,,,,,
其他流動負債增加（減少）,4894.0,-2881.0,10299.0,2766.0,39147.0,56860.0,89742.0,-5326.0,10095.0,76.0,9852.0,5193.0,5319.0,-3098.0,6932.0,-3400.0
其他流動資產（增加）減少,5301.0,8001.0,8672.0,2811.0,-1431.0,-559.0,7156.0,-5978.0,-3093.0,-12643.0,-25247.0,-50006.0,19702.0,-14227.0,37219.0,8470.0
其他非流動資產增加,,,,,,-1915.0,,-5411.0,-1528.0,-2060.0,0.0,-3648.0,0.0,12389.0,-5921.0,-2679.0
其他項目,18.0,60.0,254.0,327.0,158.0,337.0,-397.0,1010.0,-254.0,-807.0,717.0,12781.0,-4620.0,-3870.0,-3800.0,-3646.0
利息收入,-276.0,-883.0,-1098.0,-1753.0,-1187.0,19165.0,-898.0,-1771.0,-150.0,-960.0,-1234.0,-2168.0,-122.0,-703.0,-932.0,-1725.0
利息費用,2790.0,6970.0,11171.0,16933.0,2816.0,7596.0,12890.0,16476.0,3839.0,8100.0,14490.0,18252.0,7593.0,21200.0,32503.0,36437.0
匯率變動對現金及約當現金之影響,-3495.0,-5513.0,-3999.0,-6081.0,423.0,785.0,570.0,443.0,40.0,96.0,99.0,-450.0,650.0,923.0,702.0,2059.0
取得不動產、廠房及設備,-32419.0,-74085.0,-109522.0,-131207.0,-21708.0,-32741.0,-185424.0,-436925.0,-152294.0,-415294.0,-617138.0,-1035269.0,-115886.0,-232257.0,-332241.0,-448545.0
呆帳費用提列（轉列收入）數,1247.0,3347.0,5578.0,-2183.0,3244.0,3244.0,5544.0,482.0,-4100.0,-4100.0,-2100.0,-1716.0,0.0,3000.0,3000.0,10850.0
存入保證金增加,17.0,17.0,17.0,17.0,-299.0,-299.0,-299.0,-299.0,303.0,182.0,243.0,298.0,0.0,0.0,0.0,-117.0
存出保證金增加,518.0,-4493.0,,-2478.0,,,-654.0,-3873.0,-633.0,-4390.0,-7474.0,-17493.0,4276.0,11737.0,10708.0,12876.0
存貨（增加）減少,308976.0,19063.0,418090.0,620468.0,-402647.0,-799059.0,-167190.0,-167884.0,-203185.0,45290.0,27144.0,-501779.0,219268.0,140396.0,287710.0,509699.0
應付帳款增加（減少）,-41436.0,-23257.0,,,,,,,,,,,,,,
應付票據增加（減少）,-19385.0,-14597.0,,,,,,,,,,,,,,
應收帳款（增加）減少,88191.0,-2147.0,,,,,,,,,,,,,,
應收票據（增加）減少,170226.0,95683.0,,,,,,,,,,,,,,
應計退休金負債增加（減少）,-4932.0,-8009.0,-15036.0,-14162.0,-7124.0,-16309.0,-26095.0,-28395.0,,,,,,,,
投資活動之淨現金流入（流出）,-22925.0,-76251.0,-86088.0,-140597.0,-32311.0,-54382.0,-323105.0,-367658.0,-165319.0,-430866.0,-624104.0,-1006655.0,-113279.0,-207763.0,-341166.0,-442801.0
折舊費用,25210.0,51701.0,77820.0,90435.0,23801.0,47799.0,71868.0,96577.0,25026.0,50923.0,77910.0,105429.0,26744.0,66353.0,106705.0,149907.0
攤銷費用,640.0,1332.0,2564.0,3761.0,1159.0,2325.0,3665.0,5139.0,1914.0,4272.0,3570.0,5232.0,1733.0,3673.0,5791.0,2306.0
支付之利息,-3290.0,-7976.0,-13508.0,-17329.0,-2019.0,-9414.0,-12385.0,-15810.0,-3680.0,-7936.0,-14130.0,-17318.0,-7704.0,-21427.0,-32913.0,-36599.0
收取之利息,477.0,884.0,1273.0,1928.0,1221.0,817.0,932.0,1805.0,150.0,960.0,1234.0,2168.0,122.0,703.0,932.0,1692.0
收益費損項目合計,,,,,,,,,30952.0,85989.0,103734.0,114191.0,38342.0,82087.0,131619.0,171234.0
期初現金及約當現金餘額,629044.0,629044.0,629044.0,629044.0,618268.0,618268.0,618268.0,618268.0,875250.0,875250.0,875250.0,875250.0,833690.0,833690.0,833690.0,833690.0
期末現金及約當現金餘額,609282.0,527536.0,563344.0,618268.0,686088.0,627042.0,618094.0,875250.0,837601.0,854584.0,799176.0,833690.0,871733.0,1068128.0,1091618.0,1032735.0
本期現金及約當現金增加（減少）數,-19762.0,-101508.0,-65700.0,-10776.0,67820.0,8774.0,-174.0,256982.0,-37649.0,-20666.0,-76074.0,-41560.0,38043.0,234438.0,257928.0,199045.0
本期稅前淨利（淨損）,-34759.0,-52117.0,-46234.0,20290.0,50793.0,59882.0,60005.0,145728.0,26381.0,21113.0,42567.0,93387.0,42371.0,76870.0,90109.0,94002.0
淨確定福利負債增加(減少),,,,,,,,,440.0,-445.0,-5307.0,-6578.0,-15256.0,-15038.0,-38619.0,-38637.0
營業活動之淨現金流入（流出）,434532.0,52608.0,439709.0,767153.0,-268139.0,-646799.0,-33490.0,84390.0,-85540.0,93555.0,-13381.0,-411971.0,387865.0,199132.0,406320.0,528920.0
營運產生之現金流入（流出）,437345.0,63107.0,455351.0,786220.0,-267341.0,-637924.0,-21759.0,98909.0,-82010.0,106297.0,5281.0,-391055.0,395447.0,214477.0,475088.0,606694.0
發放現金股利,,,-30705.0,-30705.0,0.0,0.0,-47004.0,-47004.0,0.0,0.0,-56374.0,-56374.0,0.0,0.0,-79706.0,-79706.0
短期借款增加,-402891.0,-22369.0,-434634.0,0.0,393146.0,518560.0,221336.0,321382.0,221958.0,311670.0,562646.0,827320.0,-249864.0,-498283.0,-432958.0,-406583.0
籌資活動之淨現金流入（流出）,-427874.0,-72352.0,-415322.0,-631251.0,367847.0,709170.0,355851.0,539807.0,213170.0,316549.0,561312.0,1377516.0,-237193.0,242146.0,192072.0,110867.0
繼續營業單位稅前淨利（淨損）,-34759.0,-52117.0,-46234.0,20290.0,50793.0,59882.0,60005.0,145728.0,26381.0,21113.0,42567.0,93387.0,42371.0,76870.0,90109.0,94002.0
與營業活動相關之負債之淨變動合計,-71788.0,-49340.0,-113743.0,-110431.0,50677.0,29597.0,116867.0,112593.0,-57931.0,-75117.0,-114008.0,-81897.0,42174.0,31016.0,13226.0,116023.0
與營業活動相關之資產之淨變動合計,515489.0,104009.0,530761.0,789096.0,-394482.0,-798566.0,-300922.0,-245083.0,-81412.0,74312.0,-27012.0,-516736.0,272560.0,24504.0,240134.0,225435.0
與營業活動相關之資產及負債之淨變動合計,443701.0,54669.0,417018.0,678665.0,-343805.0,-768969.0,-184055.0,-132490.0,-139343.0,-805.0,-141020.0,-598633.0,314734.0,55520.0,253360.0,341458.0
處分不動產、廠房及設備,,571.0,,1070.0,,68.0,98.0,254.0,81.0,843.0,1081.0,1331.0,336.0,397.0,397.0,702.0
處分及報廢不動產、廠房及設備損失（利益）,3.0,422.0,444.0,360.0,0.0,-56.0,-86.0,86.0,7.0,-215.0,-450.0,1437.0,-267.0,-1.0,1327.0,2217.0
處分投資損失（利益）,244.0,244.0,771.0,9932.0,-197.0,-197.0,-341.0,-341.0,-133.0,-1111.0,-1136.0,-1136.0,0.0,9.0,9.0,9.0
調整項目合計,472104.0,115224.0,501585.0,765930.0,-318134.0,-697806.0,-81764.0,-46819.0,-108391.0,85184.0,-37286.0,-484442.0,353076.0,137607.0,384979.0,512692.0
資產負債表帳列之現金及約當現金,609282.0,527536.0,563344.0,618268.0,686088.0,627042.0,618094.0,875250.0,837601.0,854584.0,799176.0,833690.0,871733.0,1068128.0,1091618.0,1032735.0
退還（支付）之所得稅,0.0,-3407.0,-3407.0,-3666.0,0.0,-278.0,-278.0,-514.0,0.0,-5766.0,-5766.0,-5766.0,,0.0,-42344.0,-42867.0
預付款項（增加）減少,-34423.0,6679.0,14958.0,3377.0,28375.0,33084.0,33476.0,27761.0,-2729.0,4398.0,1908.0,-3013.0,19006.0,25377.0,26430.0,-71468.0
