,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
備供出售金融資產未實現評價損益,,,-1294.0,-0.21,-3238.0,-0.43,-7354.0,-0.29,50143.0,7.38,-15249.0,-2.0,-35669.0,-7.14,-8995.0,-0.34,210493.0,43.77,-94428.0,-17.03,-53027.0,-10.56,128171.0,5.86,-37866.0,-7.55,-20480.0,-4.05,39325.0,7.38,-58304.0,-2.73
其他利益及損失淨額,175528.0,36.16,15058.0,2.41,927.0,0.12,190191.0,7.38,3624.0,0.53,-4078.0,-0.54,1512.0,0.3,-937.0,-0.04,-626.0,-0.13,-1792.0,-0.32,7209.0,1.44,15332.0,0.7,-4322.0,-0.86,824.0,0.16,-1318.0,-0.25,71173.0,3.34
其他收入,12894.0,2.66,7966.0,1.28,18410.0,2.44,75849.0,2.94,17450.0,2.57,10010.0,1.31,15037.0,3.01,84272.0,3.19,14087.0,2.93,7142.0,1.29,12604.0,2.51,74950.0,3.43,11535.0,2.3,21528.0,4.25,14384.0,2.7,57860.0,2.71
其他綜合損益（淨額）,17681.0,3.64,4697.0,0.75,-13914.0,-1.84,28423.0,1.1,45418.0,6.68,-28839.0,-3.79,-16117.0,-3.23,17442.0,0.66,192787.0,40.09,-106854.0,-19.27,-16580.0,-3.3,94394.0,4.32,-38776.0,-7.73,-45011.0,-8.9,6198.0,1.16,-119813.0,-5.62
國外營運機構財務報表換算之兌換差額,17681.0,3.64,5991.0,0.96,-10676.0,-1.41,28209.0,1.09,-4725.0,-0.7,-13590.0,-1.78,19552.0,3.91,30749.0,1.16,-20567.0,-4.28,-14227.0,-2.57,41770.0,8.31,-34849.0,-1.59,-939.0,-0.19,-28125.0,-5.56,-38096.0,-7.15,-84595.0,-3.97
基本每股盈餘,0.81,,0.39,,0.6,,2.01,,0.41,,0.47,,-0.14,,1.01,,-0.16,,-0.06,,-0.1,,0.09,,-0.1,,-0.02,,-0.04,,0.1,
所得稅費用（利益）合計,12300.0,2.53,12958.0,2.08,19385.0,2.56,85254.0,3.31,25925.0,3.81,42540.0,5.58,6134.0,1.23,108406.0,4.1,3081.0,0.64,1339.0,0.24,4389.0,0.87,24870.0,1.14,2419.0,0.48,6020.0,1.19,3348.0,0.63,29249.0,1.37
採用權益法認列之關聯企業及合資損益之份額淨額,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
推銷費用,86602.0,17.84,78786.0,12.63,84350.0,11.16,335343.0,13.01,76980.0,11.33,79854.0,10.48,81532.0,16.32,312357.0,11.82,70911.0,14.74,75615.0,13.64,77598.0,15.45,312049.0,14.27,78900.0,15.74,73089.0,14.44,80068.0,15.03,319519.0,14.98
本期淨利（淨損）,156732.0,32.28,54889.0,8.8,94125.0,12.45,324735.0,12.6,53806.0,7.92,61153.0,8.03,-58964.0,-11.8,98959.0,3.75,-61041.0,-12.69,-30208.0,-5.45,-61071.0,-12.16,-83529.0,-3.82,-41845.0,-8.35,-34402.0,-6.8,-35308.0,-6.63,-64173.0,-3.01
本期綜合損益總額,174413.0,35.93,59586.0,9.55,80211.0,10.61,353158.0,13.7,99224.0,14.6,32314.0,4.24,-75081.0,-15.03,116401.0,4.41,131746.0,27.39,-137062.0,-24.72,-77651.0,-15.46,10865.0,0.5,-80621.0,-16.08,-79413.0,-15.69,-29110.0,-5.46,-183986.0,-8.62
母公司業主（淨利／損）,120348.0,24.79,58648.0,9.4,89105.0,11.79,300691.0,11.66,60912.0,8.96,70073.0,9.2,-21904.0,-4.38,163393.0,6.18,-26341.0,-5.48,-9704.0,-1.75,-16764.0,-3.34,13952.0,0.64,-16435.0,-3.28,-2483.0,-0.49,-6194.0,-1.16,16545.0,0.78
母公司業主（綜合損益）,133776.0,27.56,62479.0,10.02,79161.0,10.47,325055.0,12.61,82474.0,12.14,52874.0,6.94,-26089.0,-5.22,177294.0,6.71,52845.0,10.99,-60285.0,-10.87,-14244.0,-2.84,43659.0,2.0,-33329.0,-6.65,-29107.0,-5.75,-13053.0,-2.45,-52040.0,-2.44
營業利益（損失）,-14123.0,-2.91,48855.0,7.83,98447.0,13.02,162510.0,6.3,63562.0,9.35,102672.0,13.48,-64123.0,-12.84,144298.0,5.46,-66304.0,-13.79,-29026.0,-5.24,-71192.0,-14.17,-128267.0,-5.86,-41346.0,-8.25,-45472.0,-8.99,-39326.0,-7.38,-142158.0,-6.66
營業外收入及支出合計,183155.0,37.73,18992.0,3.05,15063.0,1.99,247479.0,9.6,16169.0,2.38,1021.0,0.13,11293.0,2.26,63067.0,2.39,8344.0,1.73,157.0,0.03,14510.0,2.89,69608.0,3.18,1920.0,0.38,17090.0,3.38,7366.0,1.38,107234.0,5.03
營業成本合計,315940.0,65.08,395151.0,63.36,458339.0,60.64,1613625.0,62.59,410726.0,60.44,430863.0,56.56,326424.0,65.34,1558519.0,58.99,327347.0,68.06,356091.0,64.23,331777.0,66.04,1401418.0,64.07,317732.0,63.37,315542.0,62.36,341626.0,64.13,1343598.0,62.98
營業收入合計,485480.0,100.0,623621.0,100.0,755871.0,100.0,2577907.0,100.0,679577.0,100.0,761802.0,100.0,499592.0,100.0,2642145.0,100.0,480935.0,100.0,554403.0,100.0,502361.0,100.0,2187401.0,100.0,501366.0,100.0,506014.0,100.0,532729.0,100.0,2133511.0,100.0
營業毛利（毛損）,169540.0,34.92,228470.0,36.64,297532.0,39.36,964282.0,37.41,268851.0,39.56,330939.0,43.44,173168.0,34.66,1083626.0,41.01,153588.0,31.94,198312.0,35.77,170584.0,33.96,785983.0,35.93,183634.0,36.63,190472.0,37.64,191103.0,35.87,789913.0,37.02
營業毛利（毛損）淨額,169540.0,34.92,228470.0,36.64,297532.0,39.36,964282.0,37.41,268851.0,39.56,330939.0,43.44,173168.0,34.66,1083626.0,41.01,153588.0,31.94,198312.0,35.77,170584.0,33.96,785983.0,35.93,183634.0,36.63,190472.0,37.64,191103.0,35.87,789913.0,37.02
營業費用合計,183663.0,37.83,179615.0,28.8,199085.0,26.34,801772.0,31.1,205289.0,30.21,228267.0,29.96,237291.0,47.5,939328.0,35.55,219892.0,45.72,227338.0,41.01,241776.0,48.13,914250.0,41.8,224980.0,44.87,235944.0,46.63,230429.0,43.25,932071.0,43.69
