,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
其他利益及損失淨額,13546.0,1.1,8031.0,0.53,-4307.0,-0.31,25088.0,0.44,-3006.0,-0.22,-8337.0,-0.51,9382.0,0.62,-2308.0,-0.04,-39.0,0.0,-36.0,0.0,459.0,0.03,1307.0,0.02,-15.0,0.0,383.0,0.02,-578.0,-0.03,194.0,0.0
其他收入,15137.0,1.23,16446.0,1.08,14015.0,1.01,60397.0,1.07,11964.0,0.86,13518.0,0.83,19134.0,1.27,91820.0,1.46,20633.0,1.25,22430.0,1.21,23529.0,1.36,92017.0,1.27,27471.0,1.37,26685.0,1.14,24905.0,1.08,109990.0,1.2
其他綜合損益（淨額）,-2110.0,-0.17,-1156.0,-0.08,678.0,0.05,4709.0,0.08,335.0,0.02,1785.0,0.11,-2589.0,-0.17,7702.0,0.12,-2696.0,-0.16,-4031.0,-0.22,11605.0,0.67,-10061.0,-0.14,-1373.0,-0.07,-7576.0,-0.32,-11362.0,-0.49,-26114.0,-0.28
國外營運機構財務報表換算之兌換差額,-2542.0,-0.21,-1393.0,-0.09,817.0,0.06,-4693.0,-0.08,403.0,0.03,2151.0,0.13,-3119.0,-0.21,8300.0,0.13,-2696.0,-0.16,-4031.0,-0.22,11605.0,0.67,-5528.0,-0.08,-1373.0,-0.07,-7576.0,-0.32,-11362.0,-0.49,-26599.0,-0.29
基本每股盈餘,1.33,,1.54,,1.58,,6.42,,1.49,,1.62,,1.89,,7.24,,1.83,,1.87,,2.01,,8.07,,2.17,,2.27,,2.51,,9.82,
所得稅費用（利益）合計,45525.0,3.71,58410.0,3.85,64889.0,4.67,245850.0,4.35,62226.0,4.48,77771.0,4.76,68333.0,4.53,302705.0,4.82,72235.0,4.38,90782.0,4.89,79403.0,4.59,335720.0,4.63,84560.0,4.21,141596.0,6.02,91732.0,3.99,425579.0,4.63
推銷費用,735137.0,59.87,923366.0,60.79,762239.0,54.87,3206990.0,56.74,766838.0,55.19,931263.0,57.01,789901.0,52.31,3416177.0,54.37,943232.0,57.14,1075042.0,57.86,931913.0,53.92,4044908.0,55.81,1143607.0,56.92,1374384.0,58.47,1196950.0,52.11,5003657.0,54.48
本期淨利（淨損）,233452.0,19.01,272951.0,17.97,304249.0,21.9,1181429.0,20.9,288704.0,20.78,309451.0,18.95,361539.0,23.94,1386513.0,22.07,347034.0,21.02,356896.0,19.21,392768.0,22.72,1546884.0,21.34,412386.0,20.53,429008.0,18.25,491524.0,21.4,1886920.0,20.54
本期綜合損益總額,231342.0,18.84,271795.0,17.89,304927.0,21.95,1186138.0,20.98,289039.0,20.8,311236.0,19.05,358950.0,23.77,1394215.0,22.19,344338.0,20.86,352865.0,18.99,404373.0,23.4,1536823.0,21.2,411013.0,20.46,421432.0,17.93,480162.0,20.9,1860806.0,20.26
母公司業主（淨利／損）,173171.0,14.1,200951.0,13.23,205910.0,14.82,835762.0,14.79,194612.0,14.01,210649.0,12.9,245832.0,16.28,942483.0,15.0,237790.0,14.4,244327.0,13.15,261632.0,15.14,1051652.0,14.51,283169.0,14.1,295432.0,12.57,332641.0,14.48,1296769.0,14.12
母公司業主（綜合損益）,171061.0,13.93,199795.0,13.15,206588.0,14.87,840428.0,14.87,194947.0,14.03,212434.0,13.01,243243.0,16.11,950233.0,15.12,235094.0,14.24,240296.0,12.93,273237.0,15.81,1041648.0,14.37,281796.0,14.03,287856.0,12.25,321279.0,13.99,1270689.0,13.83
營業利益（損失）,250335.0,20.39,306921.0,20.21,359455.0,25.88,1341926.0,23.74,341992.0,24.61,382061.0,23.39,401377.0,26.58,1599792.0,25.46,398695.0,24.15,428205.0,23.04,457343.0,26.46,1812416.0,25.01,480069.0,23.9,553045.0,23.53,565823.0,24.63,2234022.0,24.32
營業外收入及支出合計,28642.0,2.33,24440.0,1.61,9683.0,0.7,85353.0,1.51,8938.0,0.64,5161.0,0.32,28495.0,1.89,89426.0,1.42,20574.0,1.25,19473.0,1.05,14828.0,0.86,70188.0,0.97,16877.0,0.84,17559.0,0.75,17433.0,0.76,78477.0,0.85
營業成本合計,153918.0,12.53,181148.0,11.93,149926.0,10.79,657393.0,11.63,155676.0,11.2,204647.0,12.53,176612.0,11.7,721624.0,11.49,192393.0,11.65,223837.0,12.05,215326.0,12.46,862714.0,11.9,235384.0,11.72,262402.0,11.16,361342.0,15.73,1265989.0,13.78
營業收入合計,1227953.0,100.0,1518923.0,100.0,1389154.0,100.0,5652413.0,100.0,1389503.0,100.0,1633384.0,100.0,1510096.0,100.0,6282859.0,100.0,1650752.0,100.0,1858141.0,100.0,1728440.0,100.0,7247855.0,100.0,2008974.0,100.0,2350667.0,100.0,2296914.0,100.0,9185021.0,100.0
營業毛利（毛損）,1074035.0,87.47,1337775.0,88.07,1239228.0,89.21,4995020.0,88.37,1233827.0,88.8,1428737.0,87.47,1333484.0,88.3,5561235.0,88.51,1458359.0,88.35,1634304.0,87.95,1513114.0,87.54,6385141.0,88.1,1773590.0,88.28,2088265.0,88.84,1935572.0,84.27,7919032.0,86.22
營業毛利（毛損）淨額,1074035.0,87.47,1337775.0,88.07,1239228.0,89.21,4995020.0,88.37,1233827.0,88.8,1428737.0,87.47,1333484.0,88.3,5561235.0,88.51,1458359.0,88.35,1634304.0,87.95,1513114.0,87.54,6385141.0,88.1,1773590.0,88.28,2088265.0,88.84,1935572.0,84.27,7919032.0,86.22
營業費用合計,823700.0,67.08,1030854.0,67.87,879773.0,63.33,3653094.0,64.63,891835.0,64.18,1046676.0,64.08,932107.0,61.73,3961443.0,63.05,1059664.0,64.19,1206099.0,64.91,1055771.0,61.08,4572725.0,63.09,1293521.0,64.39,1535220.0,65.31,1369749.0,59.63,5685010.0,61.89
研究發展費用,14484.0,1.18,17177.0,1.13,26470.0,1.91,91965.0,1.63,33859.0,2.44,11374.0,0.7,18868.0,1.25,84256.0,1.34,32031.0,1.94,21559.0,1.16,22897.0,1.32,98681.0,1.36,29938.0,1.49,28281.0,1.2,26276.0,1.14,114032.0,1.24
確定福利計畫之再衡量數,,,,,,,,,,,,,,,,,,,,,,,-5461.0,-0.08,,,,,,,584.0,0.01
確定福利計畫精算利益（損失）,,,,,,,10366.0,0.18,,,,,,,-234.0,0.0,,,,,,,,,,,,,,,,
稀釋每股盈餘,,,,,,,,,,,,,1.89,,7.2,,1.81,,1.87,,1.98,,7.94,,2.11,,2.19,,2.46,,9.57,
稅前淨利（淨損）,278977.0,22.72,331361.0,21.82,369138.0,26.57,1427279.0,25.25,350930.0,25.26,387222.0,23.71,429872.0,28.47,1689218.0,26.89,419269.0,25.4,447678.0,24.09,472171.0,27.32,1882604.0,25.97,496946.0,24.74,570604.0,24.27,583256.0,25.39,2312499.0,25.18
管理費用,74079.0,6.03,90311.0,5.95,91064.0,6.56,354139.0,6.27,91138.0,6.56,104039.0,6.37,123338.0,8.17,461010.0,7.34,84401.0,5.11,109498.0,5.89,100961.0,5.84,429136.0,5.92,119976.0,5.97,132555.0,5.64,146523.0,6.38,567321.0,6.18
繼續營業單位本期淨利（淨損）,233452.0,19.01,272951.0,17.97,304249.0,21.9,1181429.0,20.9,288704.0,20.78,309451.0,18.95,361539.0,23.94,1386513.0,22.07,347034.0,21.02,356896.0,19.21,392768.0,22.72,1546884.0,21.34,412386.0,20.53,429008.0,18.25,491524.0,21.4,1886920.0,20.54
與不重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,,,,,,,-928.0,-0.01,,,,,,,99.0,0.0
與其他綜合損益組成部分相關之所得稅,-432.0,-0.04,-237.0,-0.02,139.0,0.01,964.0,0.02,68.0,0.0,366.0,0.02,-530.0,-0.04,364.0,0.01,,,,,,,,,,,,,,,,
與可能重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
財務成本淨額,41.0,0.0,37.0,0.0,25.0,0.0,132.0,0.0,20.0,0.0,20.0,0.0,21.0,0.0,86.0,0.0,20.0,0.0,2921.0,0.16,9160.0,0.53,23136.0,0.32,10579.0,0.53,9509.0,0.4,6894.0,0.3,31707.0,0.35
非控制權益（淨利／損）,60281.0,4.91,72000.0,4.74,98339.0,7.08,345667.0,6.12,94092.0,6.77,98802.0,6.05,115707.0,7.66,444030.0,7.07,109244.0,6.62,112569.0,6.06,131136.0,7.59,495232.0,6.83,129217.0,6.43,133576.0,5.68,158883.0,6.92,590151.0,6.43
非控制權益（綜合損益）,60281.0,4.91,72000.0,4.74,98339.0,7.08,345710.0,6.12,94092.0,6.77,98802.0,6.05,115707.0,7.66,443982.0,7.07,109244.0,6.62,112569.0,6.06,131136.0,7.59,495175.0,6.83,129217.0,6.43,133576.0,5.68,158883.0,6.92,590117.0,6.42
