,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y
不影響現金流量之收益費損項目合計,26020.0,55296.0,83368.0,114253.0,32274.0,67820.0,101191.0,129036.0,,,,,,,,
償還長期借款,,,,,,,,,,,-203333.0,-306666.0,-203333.0,-308560.0,-500965.0,-506724.0
其他應付款增加（減少）,-100952.0,85582.0,-21954.0,147744.0,-119445.0,92031.0,-83455.0,151373.0,-115265.0,36027.0,-148687.0,128681.0,-52242.0,223109.0,2022.0,293060.0
其他應付款－關係人增加（減少）,-844.0,,,,,,,,-284.0,8252.0,12767.0,25702.0,7131.0,-12320.0,-3565.0,5732.0
其他應收款（增加）減少,354.0,748.0,441.0,500.0,-283.0,-479.0,205.0,-1196.0,46.0,-173.0,-197.0,26.0,-2558.0,-1072.0,-2473.0,-2397.0
其他流動負債增加（減少）,12967.0,7051.0,12833.0,9019.0,-7293.0,-2732.0,7055.0,27.0,-3214.0,5958.0,13315.0,-1913.0,120250.0,116430.0,124429.0,111264.0
其他流動資產（增加）減少,-1213.0,-54.0,-310.0,-170.0,-305.0,-564.0,-1295.0,-921.0,25.0,-4512.0,-1432.0,-9223.0,496.0,-107.0,2280.0,4683.0
其他金融資產（增加）減少,-502.0,-450.0,1550.0,1550.0,450.0,450.0,450.0,450.0,0.0,0.0,0.0,0.0,,,,0.0
其他非流動資產增加,,,,0.0,,,,-3393.0,131.0,-4.0,-41.0,-383.0,-125.0,69.0,-562.0,-2659.0
其他預付款項增加,,,-290757.0,-497273.0,-96723.0,-298077.0,-289774.0,-465154.0,0.0,0.0,0.0,,,,,
利息收入,-703.0,-1447.0,-1941.0,-2498.0,-563.0,-1187.0,-1393.0,-2120.0,-390.0,-1659.0,-2415.0,-3387.0,-593.0,-1882.0,-2582.0,-3432.0
利息費用,41.0,78.0,103.0,132.0,20.0,40.0,61.0,86.0,20.0,2941.0,12101.0,23136.0,10579.0,20088.0,26982.0,31707.0
匯率變動對現金及約當現金之影響,-19472.0,-14410.0,-10724.0,-15508.0,3631.0,7373.0,-1431.0,454.0,242.0,584.0,23.0,-234.0,591.0,1410.0,542.0,-1088.0
取得不動產、廠房及設備,-16818.0,-179733.0,-214030.0,-262395.0,-11757.0,-33254.0,-96739.0,-155843.0,-85756.0,-2357183.0,-2464670.0,-2634649.0,-247249.0,-399301.0,-556624.0,-736118.0
取得以成本衡量之金融資產,,,,,,,,-6228.0,,,-9526.0,-9526.0,,,0.0,0.0
取得原始認列時指定為透過損益按公允價值衡量之金融資產,-65000.0,-385026.0,-417332.0,-450026.0,-125000.0,-585000.0,-682798.0,-685000.0,,,,,,,,
取得投資性不動產,,-501.0,-594.0,-22797.0,-9033.0,-25530.0,-38471.0,-38472.0,0.0,0.0,0.0,0.0,,,,0.0
取得無形資產,,,,,,,-8537.0,-11361.0,-1203.0,-1351.0,-1604.0,-2594.0,0.0,-16321.0,-16699.0,-17721.0
取得無活絡市場之債務工具投資,,,,,,,,,,,-5176.0,-4995.0,-20277.0,-27595.0,-41370.0,-40990.0
呆帳費用提列（轉列收入）數,-2762.0,-2615.0,-2893.0,-2876.0,85.0,103.0,82.0,-194.0,87.0,38.0,155.0,25.0,116.0,101.0,2432.0,2299.0
存入保證金增加,,94.0,151.0,101.0,,0.0,100.0,133.0,,,0.0,200.0,2820.0,15212.0,16173.0,16372.0
存入保證金減少,-2.0,-1011.0,-3011.0,-3010.0,0.0,0.0,0.0,-16.0,,,,,,,,
存出保證金增加,-66.0,-8986.0,-8863.0,-10983.0,-1150.0,-2708.0,-8630.0,-8974.0,0.0,0.0,0.0,,,-5177.0,,
存出保證金減少,0.0,455.0,455.0,637.0,150.0,1118.0,1348.0,1348.0,809.0,822.0,779.0,5472.0,-2010.0,0.0,-4802.0,-11528.0
存貨（增加）減少,-19739.0,-9874.0,-26415.0,-23948.0,-5580.0,11565.0,-9871.0,-33102.0,-17120.0,-56907.0,-97195.0,-91206.0,-29909.0,-105076.0,-138756.0,-75516.0
應付帳款增加（減少）,22528.0,16439.0,14567.0,2486.0,11764.0,17808.0,32059.0,46333.0,16111.0,56679.0,31396.0,31248.0,11838.0,84807.0,65764.0,34660.0
應付帳款－關係人增加（減少）,,,,,,,,987.0,-987.0,-987.0,-987.0,-987.0,0.0,0.0,0.0,0.0
應付款項增加,924.0,,,,,,,,,,,,,,,
應付款項減少,0.0,,,,,,,,,,,,,,,
應付票據增加（減少）,-4193.0,-3557.0,-7424.0,-2810.0,-4628.0,-4642.0,-2706.0,-7005.0,895.0,1312.0,-4531.0,-5617.0,499.0,7963.0,1451.0,10561.0
應收帳款（增加）減少,26469.0,4895.0,31755.0,34271.0,-11455.0,-4558.0,-2984.0,-6083.0,-9965.0,-6723.0,-10628.0,2913.0,-24708.0,-22773.0,-46520.0,-122874.0
應收帳款－關係人（增加）減少,-1869.0,,,8863.0,2272.0,,,-4942.0,3197.0,2371.0,-5359.0,616.0,-1645.0,304.0,1946.0,9813.0
應收票據（增加）減少,3448.0,4679.0,9207.0,10972.0,2403.0,1236.0,-110.0,-2164.0,3863.0,4878.0,-1322.0,-1432.0,-139.0,-5181.0,2665.0,3214.0
應計退休金負債增加（減少）,-448.0,-827.0,-1414.0,-4027.0,-3019.0,-4003.0,-5141.0,-14242.0,,,,,,,,
投資活動之淨現金流入（流出）,-220813.0,-610952.0,-595367.0,-887210.0,-253485.0,-941520.0,-360930.0,-498535.0,-109014.0,-2382949.0,-2510605.0,-2646675.0,-269661.0,-448213.0,-619871.0,-808738.0
折舊費用,30220.0,61139.0,90798.0,122738.0,33382.0,66376.0,99901.0,128975.0,34514.0,72469.0,111701.0,149781.0,50335.0,100267.0,150141.0,205015.0
持有供交易之金融資產（增加）減少,,,,,,,,,-40000.0,61860.0,-587966.0,-513825.0,-100000.0,-279311.0,247175.0,377532.0
攤銷費用,0.0,0.0,0.0,0.0,,,75.0,150.0,75.0,150.0,225.0,610.0,447.0,1232.0,2725.0,4281.0
支付之利息,-41.0,-78.0,-103.0,-132.0,-20.0,-40.0,-61.0,-86.0,-20.0,-2601.0,-10325.0,-16696.0,-6009.0,-11064.0,-14847.0,-18500.0
收取之利息,703.0,1511.0,1867.0,2498.0,563.0,1187.0,1393.0,2120.0,390.0,1659.0,2415.0,3387.0,652.0,1928.0,2586.0,3461.0
收取之股利,,,,0.0,,,,30.0,,,,0.0,,,,2.0
收益費損項目合計,,,,,,,,,34023.0,86954.0,133856.0,180629.0,60876.0,119287.0,179115.0,239626.0
期初現金及約當現金餘額,1084597.0,1084597.0,1084597.0,1084597.0,1068695.0,1068695.0,1068695.0,1068695.0,1373835.0,1373835.0,1373835.0,1373835.0,1432560.0,1432560.0,1432560.0,1432560.0
期末現金及約當現金餘額,1096714.0,923397.0,675242.0,1068695.0,1073270.0,660810.0,765957.0,1373835.0,1550427.0,1270749.0,710544.0,1432560.0,1462042.0,1383314.0,1047715.0,1899302.0
本期現金及約當現金增加（減少）數,12117.0,-161200.0,-409355.0,-15902.0,4575.0,-407885.0,-302738.0,305140.0,176592.0,-103086.0,-663291.0,58725.0,29482.0,-49246.0,-384845.0,466742.0
本期稅前淨利（淨損）,278977.0,610337.0,979475.0,1427279.0,350930.0,738152.0,1168024.0,1689218.0,419269.0,866947.0,1339118.0,1882604.0,496946.0,1067550.0,1650806.0,2312499.0
淨確定福利負債增加(減少),,,,,,,,,-4087.0,-4482.0,-5099.0,-10357.0,-13540.0,-14240.0,-20454.0,-22357.0
營業活動之淨現金流入（流出）,251480.0,669264.0,885650.0,1575779.0,254429.0,773405.0,957840.0,1701422.0,285364.0,878863.0,345454.0,1306930.0,464065.0,1047432.0,1775484.0,2803128.0
營運產生之現金流入（流出）,250855.0,772329.0,1078381.0,1767979.0,255401.0,931070.0,1234587.0,1980402.0,285009.0,1058996.0,677724.0,1644713.0,471489.0,1244186.0,2134074.0,3164735.0
發放現金股利,,-204185.0,-686054.0,-686054.0,,-247143.0,-898317.0,-898318.0,,-399584.0,-1089830.0,-1089830.0,,-356527.0,-1086208.0,-1086208.0
發行公司債,,,,,,,,,,,995000.0,995000.0,,,0.0,0.0
短期借款增加,,0.0,0.0,,,0.0,0.0,,,,,,35000.0,,30000.0,50000.0
短期借款減少,,,,0.0,,,,,,,,,,,,
籌資活動之淨現金流入（流出）,922.0,-205102.0,-688914.0,-688963.0,0.0,-247143.0,-898217.0,-898201.0,,1400416.0,1501837.0,1398704.0,-165513.0,-649875.0,-1541000.0,-1526560.0
繼續營業單位稅前淨利（淨損）,278977.0,610337.0,979475.0,1427279.0,350930.0,738152.0,1168024.0,1689218.0,419269.0,866947.0,1339118.0,1882604.0,496946.0,1067550.0,1650806.0,2312499.0
股利收入,,,,0.0,,,,-30.0,,,,0.0,,,,-2.0
與營業活動相關之負債之淨變動合計,-54588.0,114374.0,9128.0,200794.0,-111284.0,124403.0,-17443.0,213615.0,-108372.0,108693.0,-83344.0,197563.0,73936.0,478650.0,260644.0,421679.0
與營業活動相關之資產之淨變動合計,446.0,-7678.0,6410.0,25653.0,-16519.0,695.0,-17185.0,-51467.0,-59911.0,-3598.0,-711906.0,-616083.0,-160269.0,-421301.0,43509.0,190931.0
與營業活動相關之資產及負債之淨變動合計,-54142.0,106696.0,15538.0,226447.0,-127803.0,125098.0,-34628.0,162148.0,-168283.0,105095.0,-795250.0,-418520.0,-86333.0,57349.0,304153.0,612610.0
舉借長期借款,,,,,,,,,,1800000.0,1800000.0,1800000.0,,0.0,0.0,0.0
處分不動產、廠房及設備,137.0,571.0,1388.0,1388.0,46.0,114.0,114.0,315.0,0.0,0.0,0.0,0.0,,112.0,186.0,276.0
處分原始認列時指定為透過損益按公允價值衡量之金融資產,18826.0,28853.0,426866.0,444560.0,25006.0,45298.0,794905.0,905324.0,,,,,,,,
處分及報廢不動產、廠房及設備損失（利益）,99.0,756.0,702.0,702.0,-46.0,148.0,2787.0,2874.0,0.0,13591.0,13591.0,14056.0,156.0,828.0,862.0,1230.0
處分投資性不動產,,1864.0,1864.0,1864.0,,0.0,0.0,0.0,,,,,,,,
處分投資性不動產損失（利益）,,-913.0,-913.0,-913.0,,3740.0,1785.0,1785.0,,0.0,0.0,0.0,,,,0.0
調整項目合計,-28122.0,161992.0,98906.0,340700.0,-95529.0,192918.0,66563.0,291184.0,-134260.0,192049.0,-661394.0,-237891.0,-25457.0,176636.0,483268.0,852236.0
負債準備增加（減少）,3050.0,2343.0,711.0,0.0,3359.0,699.0,1121.0,918.0,,,,,,,,
資產負債表帳列之現金及約當現金,1096714.0,923397.0,675242.0,1068695.0,1073270.0,660810.0,765957.0,1373835.0,1550427.0,1270749.0,710544.0,1432560.0,1462042.0,1383314.0,1047715.0,1899302.0
退還（支付）之所得稅,-37.0,-104498.0,-194495.0,-194566.0,-1515.0,-158812.0,-278079.0,-281014.0,-15.0,-179191.0,-324360.0,-324474.0,-2067.0,-187618.0,-346329.0,-346568.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-875.0,-1702.0,-2488.0,-3032.0,-604.0,-1400.0,-2107.0,-2490.0,-283.0,-576.0,-1502.0,-3592.0,-164.0,-1347.0,-1445.0,-1472.0
預付投資款增加,,,,0.0,,,-6228.0,,,,0.0,,,,,
預付款項（增加）減少,-6502.0,-7622.0,-9818.0,-6385.0,-4021.0,-6955.0,-3580.0,-3509.0,43.0,-4392.0,-7807.0,-3952.0,-1806.0,-8085.0,-22808.0,-3524.0
預付設備款增加,-157892.0,-68449.0,-94364.0,-92185.0,-35024.0,-43481.0,-26120.0,-31127.0,-22995.0,-25233.0,-30367.0,,,,,
預收款項增加（減少）,13304.0,7343.0,11809.0,48382.0,7978.0,25242.0,33624.0,35224.0,-1541.0,5934.0,18482.0,30806.0,,72901.0,90997.0,-11241.0
