,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
不動產、廠房及設備,1608154.0,39.23,1744358.0,40.67,1773185.0,44.46,1820462.0,39.33,1824349.0,37.51,1892806.0,37.31,1925385.0,41.87,2067880.0,38.52,5027581.0,65.44,5364079.0,70.58,5493452.0,69.67,5596702.0,64.98,5710225.0,63.49,5755259.0,62.19,6038243.0,68.68,6084377.0,63.71
以成本衡量之金融資產－非流動淨額,12274.0,0.3,12274.0,0.29,12274.0,0.31,12274.0,0.27,12274.0,0.25,12274.0,0.24,12274.0,0.27,18502.0,0.34,18502.0,0.24,18502.0,0.24,28028.0,0.36,28028.0,0.33,28028.0,0.31,28028.0,0.3,28028.0,0.32,28028.0,0.29
保留盈餘合計,1277871.0,31.17,996953.0,23.24,1202863.0,30.16,1467154.0,31.7,1661766.0,34.17,1221241.0,24.07,1467073.0,31.9,1758316.0,32.75,1996106.0,25.98,1550187.0,20.4,1811819.0,22.98,2115246.0,24.56,2398415.0,26.67,1964166.0,21.22,2296807.0,26.12,2682853.0,28.09
其他應付款,656599.0,16.02,1325770.0,30.91,745584.0,18.69,917039.0,19.81,790314.0,16.25,1646498.0,32.45,829509.0,18.04,1098463.0,20.46,2988442.0,38.9,1866859.0,24.56,1024287.0,12.99,1317835.0,15.3,1240638.0,13.79,2204042.0,23.81,1485570.0,16.9,1686213.0,17.66
其他應付款項－關係人,996.0,0.02,1388.0,0.03,1635.0,0.04,1708.0,0.04,1265.0,0.03,1363.0,0.03,1441.0,0.03,1645.0,0.03,1361.0,0.02,9897.0,0.13,14412.0,0.18,27347.0,0.32,34478.0,0.38,15027.0,0.16,23782.0,0.27,33079.0,0.35
其他應收款淨額,664.0,0.02,206.0,0.0,651.0,0.02,517.0,0.01,800.0,0.02,996.0,0.02,313.0,0.01,1714.0,0.03,1668.0,0.02,1887.0,0.02,1911.0,0.02,1688.0,0.02,4187.0,0.05,2714.0,0.03,4157.0,0.05,4056.0,0.04
其他權益合計,-188.0,0.0,-1344.0,-0.03,-666.0,-0.02,-1973.0,-0.04,-1638.0,-0.03,147.0,0.0,-2442.0,-0.05,5923.0,0.11,3227.0,0.04,-804.0,-0.01,10801.0,0.14,395.0,0.0,-978.0,-0.01,-8554.0,-0.09,-19916.0,-0.23,-26204.0,-0.27
其他流動負債,40659.0,0.99,28781.0,0.67,39030.0,0.98,42857.0,0.93,34316.0,0.71,41509.0,0.82,54976.0,1.2,49573.0,0.92,47209.0,0.61,76809.0,1.01,101469.0,1.29,97672.0,1.13,221500.0,2.46,290404.0,3.14,321906.0,3.66,217755.0,2.28
其他流動資產,3820.0,0.09,2609.0,0.06,865.0,0.02,725.0,0.02,580.0,0.01,839.0,0.02,1570.0,0.03,1196.0,0.02,1171.0,0.02,5708.0,0.08,2628.0,0.03,10419.0,0.12,9923.0,0.11,10526.0,0.11,8139.0,0.09,5736.0,0.06
其他非流動負債,107131.0,2.61,106161.0,2.47,103201.0,2.59,119538.0,2.58,128063.0,2.63,138904.0,2.74,143284.0,3.12,119015.0,2.22,113893.0,1.48,116038.0,1.53,119286.0,1.51,122306.0,1.42,113641.0,1.26,125703.0,1.36,116766.0,1.33,111881.0,1.17
其他非流動資產,267704.0,6.53,160168.0,3.73,458187.0,11.49,645404.0,13.94,743696.0,15.29,929098.0,18.31,928759.0,20.2,1111188.0,20.7,226006.0,2.94,142582.0,1.88,136725.0,1.73,129541.0,1.5,187308.0,2.08,193887.0,2.09,238935.0,2.72,231699.0,2.43
國外營運機構財務報表換算之兌換差額,-188.0,0.0,-1344.0,-0.03,-666.0,-0.02,,,-1638.0,-0.03,147.0,0.0,-2442.0,-0.05,,,3227.0,0.04,-804.0,-0.01,,,,,-978.0,-0.01,-8554.0,-0.09,,,,
存貨,230956.0,5.63,221091.0,5.15,237632.0,5.96,235165.0,5.08,240745.0,4.95,223600.0,4.41,245037.0,5.33,268268.0,5.0,285388.0,3.71,325175.0,4.28,365463.0,4.63,359474.0,4.17,389383.0,4.33,464550.0,5.02,498230.0,5.67,434990.0,4.55
庫藏股票,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,
待註銷股本股數（單位：股）,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
應付公司債,,,,,,,,,,,,,,,,,,,,,952103.0,12.07,946164.0,10.99,945478.0,10.51,939837.0,10.15,371744.0,4.23,168981.0,1.77
應付帳款,94538.0,2.31,88449.0,2.06,86577.0,2.17,74496.0,1.61,86260.0,1.77,92304.0,1.82,106555.0,2.32,120829.0,2.25,136940.0,1.78,177508.0,2.34,152225.0,1.93,152077.0,1.77,163915.0,1.82,236884.0,2.56,217841.0,2.48,186737.0,1.96
應付帳款－關係人,,,,,,,,,,,,,,,987.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
應付票據,12014.0,0.29,12650.0,0.29,8783.0,0.22,13397.0,0.29,8769.0,0.18,8755.0,0.17,10691.0,0.23,6391.0,0.12,7286.0,0.09,7703.0,0.1,1860.0,0.02,774.0,0.01,1273.0,0.01,8737.0,0.09,2225.0,0.03,11335.0,0.12
應收帳款淨額,92509.0,2.26,102223.0,2.38,80125.0,2.01,73239.0,1.58,84752.0,1.74,75833.0,1.49,72663.0,1.58,78212.0,1.46,88090.0,1.15,84897.0,1.12,88685.0,1.12,75553.0,0.88,99973.0,1.11,97100.0,1.05,117375.0,1.34,196383.0,2.06
應收帳款－關係人淨額,19126.0,0.47,19224.0,0.45,14740.0,0.37,8394.0,0.18,6122.0,0.13,11107.0,0.22,11758.0,0.26,13336.0,0.25,10139.0,0.13,10965.0,0.14,18695.0,0.24,12720.0,0.15,14365.0,0.16,12416.0,0.13,10774.0,0.12,2907.0,0.03
應收票據淨額,12241.0,0.3,11010.0,0.26,6482.0,0.16,4717.0,0.1,2314.0,0.05,3481.0,0.07,4826.0,0.1,6880.0,0.13,3017.0,0.04,2002.0,0.03,8202.0,0.1,8312.0,0.1,8451.0,0.09,13493.0,0.15,5647.0,0.06,5098.0,0.05
