,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
備供出售金融資產未實現評價損益,3391.0,0.07,-4178.0,-0.08,-908.0,-0.02,-5146.0,-0.03,-1091.0,-0.02,4300.0,0.08,-1030.0,-0.02,4924.0,0.02,222.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他利益及損失淨額,46987.0,0.96,21763.0,0.44,-14939.0,-0.31,75443.0,0.38,35774.0,0.65,-15939.0,-0.3,28215.0,0.52,102144.0,0.47,-7324.0,-0.15,-8316.0,-0.2,61574.0,1.39,58799.0,0.33,-23269.0,-0.59,7317.0,0.17,-32430.0,-0.71,-17070.0,-0.1
其他收入,2928.0,0.06,4017.0,0.08,5700.0,0.12,21156.0,0.11,5034.0,0.09,4630.0,0.09,2785.0,0.05,19238.0,0.09,8760.0,0.18,6690.0,0.16,7319.0,0.17,28243.0,0.16,4784.0,0.12,3877.0,0.09,2946.0,0.06,15089.0,0.09
其他綜合損益（淨額）,3391.0,0.07,-4178.0,-0.08,-908.0,-0.02,-30928.0,-0.15,-1091.0,-0.02,4300.0,0.08,-1030.0,-0.02,8844.0,0.04,222.0,0.0,0.0,0.0,0.0,0.0,13705.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,3504.0,0.02
基本每股盈餘,1.32,,1.14,,0.65,,4.42,,1.81,,0.92,,0.93,,6.17,,1.51,,1.1,,1.72,,5.7,,1.09,,1.69,,1.19,,5.58,
所得稅費用（利益）合計,46987.0,0.96,28229.0,0.57,21593.0,0.45,138550.0,0.69,60263.0,1.09,37020.0,0.69,27845.0,0.51,209235.0,0.96,49784.0,1.05,48540.0,1.16,56654.0,1.28,200591.0,1.13,36200.0,0.92,60412.0,1.42,40710.0,0.89,191517.0,1.1
推銷費用,85575.0,1.75,88533.0,1.78,88744.0,1.84,362304.0,1.81,95774.0,1.73,93890.0,1.74,98213.0,1.81,404201.0,1.85,102143.0,2.15,95889.0,2.29,102660.0,2.32,407916.0,2.3,104495.0,2.66,105904.0,2.5,111178.0,2.44,445999.0,2.57
本期淨利（淨損）,212608.0,4.35,184697.0,3.71,105426.0,2.18,713668.0,3.56,290656.0,5.26,148025.0,2.74,151387.0,2.8,994929.0,4.55,243960.0,5.13,178769.0,4.27,276606.0,6.25,921298.0,5.18,176742.0,4.5,272291.0,6.42,192783.0,4.23,902771.0,5.19
本期綜合損益總額,215999.0,4.42,180519.0,3.62,104518.0,2.16,682740.0,3.41,289565.0,5.24,152325.0,2.82,150357.0,2.78,1003773.0,4.59,244182.0,5.14,178769.0,4.27,276606.0,6.25,935003.0,5.26,176742.0,4.5,272291.0,6.42,192783.0,4.23,906275.0,5.21
母公司業主（淨利／損）,210999.0,4.32,183015.0,3.67,103913.0,2.15,706875.0,3.53,289066.0,5.23,146965.0,2.72,149227.0,2.76,987441.0,4.52,241953.0,5.09,176713.0,4.22,274368.0,6.2,912106.0,5.13,173947.0,4.43,270098.0,6.36,189995.0,4.17,892059.0,5.13
