,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
備供出售金融資產未實現評價損益,243654.0,18.62,5021.0,0.35,-43796.0,-3.03,207571.0,3.62,-21537.0,-1.56,261019.0,17.72,-149588.0,-10.22,-22766.0,-0.39,-194829.0,-13.24,-92587.0,-5.9,-62848.0,-3.95,-247320.0,-3.99,38774.0,2.6,-60273.0,-3.86,-9643.0,-0.62,-112923.0,-1.82
共同控制下前手權益（淨利／損）,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,
其他利益及損失淨額,8148.0,0.62,132595.0,9.21,48153.0,3.33,157344.0,2.74,58150.0,4.21,11690.0,0.79,19958.0,1.36,97855.0,1.69,40585.0,2.76,18153.0,1.16,36584.0,2.3,112104.0,1.81,44055.0,2.96,14537.0,0.93,3093.0,0.2,71381.0,1.15
其他收入,7120.0,0.54,3657.0,0.25,4382.0,0.3,14172.0,0.25,3468.0,0.25,3613.0,0.25,7356.0,0.5,22432.0,0.39,11693.0,0.79,15101.0,0.96,10947.0,0.69,51408.0,0.83,10655.0,0.72,16037.0,1.03,9120.0,0.59,46003.0,0.74
其他營業成本,72223.0,5.52,71745.0,4.98,75165.0,5.2,310146.0,5.4,80509.0,5.83,82282.0,5.59,88384.0,6.04,329399.0,5.67,83023.0,5.64,89645.0,5.71,93478.0,5.87,323236.0,5.21,94809.0,6.36,94703.0,6.06,95027.0,6.14,367399.0,5.92
其他營業收入淨額,123729.0,9.46,128032.0,8.89,123191.0,8.52,513960.0,8.95,122165.0,8.85,127040.0,8.62,118192.0,8.08,487640.0,8.4,126548.0,8.6,141734.0,9.03,146730.0,9.22,581585.0,9.38,141581.0,9.5,166184.0,10.63,155144.0,10.03,638009.0,10.28
其他綜合損益,,,6543.0,0.45,11085.0,0.77,,,,,,,13098.0,0.89,,,,,,,,,,,,,,,,,,
其他綜合損益（淨額）,242191.0,18.51,10587.0,0.74,-43318.0,-3.0,237971.0,4.15,-14517.0,-1.05,227806.0,15.46,-113059.0,-7.73,94117.0,1.62,-206437.0,-14.03,-136313.0,-8.68,33430.0,2.1,-254534.0,-4.1,-8908.0,-0.6,-74070.0,-4.74,-100508.0,-6.49,-247902.0,-3.99
勞務成本,28769.0,2.2,32740.0,2.27,36344.0,2.51,130562.0,2.27,29203.0,2.12,33843.0,2.3,34096.0,2.33,131214.0,2.26,31102.0,2.11,28384.0,1.81,30493.0,1.92,121429.0,1.96,26706.0,1.79,29856.0,1.91,26582.0,1.72,110593.0,1.78
勞務收入,54383.0,4.16,55746.0,3.87,56154.0,3.88,222633.0,3.88,54094.0,3.92,58090.0,3.94,58549.0,4.0,228295.0,3.93,56770.0,3.86,52216.0,3.33,53401.0,3.36,221578.0,3.57,46967.0,3.15,53932.0,3.45,49756.0,3.22,200514.0,3.23
國外營運機構財務報表換算之兌換差額,35617.0,2.72,17691.0,1.23,-37561.0,-2.6,47022.0,0.82,24008.0,1.74,-45486.0,-3.09,44847.0,3.06,136573.0,2.35,-38060.0,-2.59,-31913.0,-2.03,113467.0,7.13,14797.0,0.24,-47673.0,-3.2,-32013.0,-2.05,-85285.0,-5.51,-132652.0,-2.14
基本每股盈餘,0.48,,1.07,,0.76,,2.66,,0.7,,0.66,,0.7,,2.53,,0.76,,0.89,,0.77,,3.27,,1.06,,0.67,,0.74,,3.09,
已實現銷貨（損）益,14183.0,1.08,15232.0,1.06,17658.0,1.22,62638.0,1.09,10046.0,0.73,12060.0,0.82,11813.0,0.81,49538.0,0.85,10113.0,0.69,14955.0,0.95,16897.0,1.06,59778.0,0.96,14091.0,0.95,16525.0,1.06,18326.0,1.18,66145.0,1.07
所得稅費用（利益）合計,15291.0,1.17,36359.0,2.53,15898.0,1.1,88296.0,1.54,30361.0,2.2,28431.0,1.93,25608.0,1.75,102369.0,1.76,19450.0,1.32,24575.0,1.57,11550.0,0.73,79271.0,1.28,23033.0,1.55,30790.0,1.97,24743.0,1.6,101312.0,1.63
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,,,,,,,,,,,,,,,,,,,,,,,2511.0,0.04,0.0,0.0,,,,,-10198.0,-0.16
採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,208.0,0.02,-18668.0,-1.3,26954.0,1.86,-21238.0,-0.37,3203.0,0.23,5845.0,0.4,-21416.0,-1.46,-20326.0,-0.35,,,,,,,,,,,,,,,,
採用權益法認列之關聯企業及合資損益之份額淨額,991.0,0.08,-11113.0,-0.77,-3025.0,-0.21,-24030.0,-0.42,283.0,0.02,9380.0,0.64,19857.0,1.36,38467.0,0.66,16575.0,1.13,22155.0,1.41,14225.0,0.89,70749.0,1.14,33206.0,2.23,29190.0,1.87,35543.0,2.3,120869.0,1.95
採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,,,,,,,,,,,,,,,,,4540.0,0.31,-11932.0,-0.76,-7812.0,-0.49,-2563.0,-0.04,1400.0,0.09,10727.0,0.69,-25674.0,-1.66,-25039.0,-0.4
推銷費用,130505.0,9.98,160077.0,11.12,131885.0,9.12,497542.0,8.67,117642.0,8.52,120971.0,8.21,119100.0,8.14,479339.0,8.25,117189.0,7.96,129684.0,8.26,129422.0,8.13,500645.0,8.07,106078.0,7.12,132333.0,8.46,112516.0,7.27,472092.0,7.61
