,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
不動產、廠房及設備,608805.0,4.44,620308.0,4.42,614016.0,4.44,623415.0,4.39,600940.0,4.26,574799.0,3.96,545957.0,3.95,420818.0,2.83,400193.0,2.75,383102.0,2.51,358270.0,2.34,329208.0,2.11,312373.0,1.92,290176.0,1.78,284463.0,1.76,271012.0,1.61
以成本衡量之金融負債－流動,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
以成本衡量之金融資產－非流動淨額,210015.0,1.53,210015.0,1.5,176004.0,1.27,176004.0,1.24,196195.0,1.39,195695.0,1.35,196154.0,1.42,339845.0,2.28,339468.0,2.33,334807.0,2.19,336606.0,2.2,195581.0,1.25,199504.0,1.23,199579.0,1.22,198822.0,1.23,199558.0,1.19
保留盈餘合計,2305942.0,16.83,2201022.0,15.69,2287224.0,16.52,2309333.0,16.27,2388924.0,16.93,2237361.0,15.4,2306305.0,16.68,2361764.0,15.87,2447981.0,16.8,2264984.0,14.84,2354550.0,15.39,2452444.0,15.71,2582092.0,15.89,2361942.0,14.46,2456571.0,15.17,2525391.0,15.01
備供出售金融資產－流動淨額,,,,,,,,,,,,,,,,,,,,,,,,,,,45015.0,0.28,45044.0,0.28,45076.0,0.27
備供出售金融資產－非流動淨額,845717.0,6.17,839350.0,5.98,765340.0,5.53,762956.0,5.38,737290.0,5.22,998309.0,6.87,848106.0,6.13,724204.0,4.87,517550.0,3.55,413666.0,2.71,328376.0,2.15,552494.0,3.54,588299.0,3.62,527904.0,3.23,518230.0,3.2,436420.0,2.59
債券換股權利證書,,,,,,,,,,,,,,,,,,,,,,,13282.0,0.09,37888.0,0.23,16361.0,0.1,3760.0,0.02,427.0,0.0
共同控制下前手權益,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,
其他應付款,3776649.0,27.57,3935852.0,28.05,3571981.0,25.8,3697134.0,26.05,3585168.0,25.41,4081904.0,28.09,3485862.0,25.21,3476302.0,23.36,3427492.0,23.52,4166794.0,27.31,3811676.0,24.92,3846422.0,24.63,4001336.0,24.62,4371186.0,26.76,4437633.0,27.4,4742370.0,28.18
其他應付款項－關係人,0.0,0.0,189.0,0.0,760.0,0.01,704.0,0.0,693.0,0.0,682.0,0.0,845.0,0.01,5970.0,0.04,162.0,0.0,35.0,0.0,4941.0,0.03,1801.0,0.01,5852.0,0.04,4902.0,0.03,7790.0,0.05,20148.0,0.12
