,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
停業單位損益合計,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
備供出售金融資產未實現評價損益,360.0,0.07,-841.0,-0.17,1309.0,0.29,1229.0,0.07,522.0,0.12,39.0,0.01,619.0,0.14,2084.0,0.12,-6.0,0.0,66.0,0.02,-250.0,-0.05,-393.0,-0.02,1916.0,0.4,1.0,0.0,31.0,0.01,2005.0,0.11
其他利益及損失淨額,26627.0,5.08,63971.0,12.88,-2097.0,-0.46,100498.0,5.49,13367.0,3.16,-11381.0,-2.57,6624.0,1.55,32248.0,1.8,-18731.0,-3.95,-4888.0,-1.16,50327.0,10.69,18386.0,1.0,-15124.0,-3.14,2005.0,0.39,-32603.0,-8.09,-189514.0,-10.75
其他收入,925.0,0.18,1398.0,0.28,835.0,0.18,3932.0,0.21,504.0,0.12,1186.0,0.27,1735.0,0.41,4895.0,0.27,406.0,0.09,681.0,0.16,475.0,0.1,2459.0,0.13,636.0,0.13,1017.0,0.2,851.0,0.21,3861.0,0.22
其他綜合損益（淨額）,473.0,0.09,-792.0,-0.16,-1362.0,-0.3,3298.0,0.18,517.0,0.12,111.0,0.03,452.0,0.11,2013.0,0.11,-408.0,-0.09,-144.0,-0.03,249.0,0.05,-4515.0,-0.24,1892.0,0.39,-177.0,-0.03,-217.0,-0.05,3481.0,0.2
國外營運機構財務報表換算之兌換差額,113.0,0.02,49.0,0.01,-2671.0,-0.59,184.0,0.01,-5.0,0.0,72.0,0.02,-167.0,-0.04,-336.0,-0.02,-402.0,-0.08,-210.0,-0.05,499.0,0.11,-516.0,-0.03,-24.0,0.0,-178.0,-0.03,-248.0,-0.06,-504.0,-0.03
基本每股盈餘,1.28,,1.66,,0.52,,3.77,,0.63,,0.65,,0.63,,2.77,,0.37,,0.41,,1.11,,2.66,,0.68,,0.65,,0.01,,0.03,
已實現銷貨（損）益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
所得稅費用（利益）合計,19076.0,3.64,13727.0,2.76,8120.0,1.79,55536.0,3.04,10113.0,2.39,11022.0,2.49,13560.0,3.17,49945.0,2.79,6494.0,1.37,7214.0,1.71,19231.0,4.09,49755.0,2.69,14884.0,3.09,14995.0,2.95,381.0,0.09,49130.0,2.79
採用權益法認列之關聯企業及合資損益之份額淨額,,,,,-5186.0,-1.14,-20999.0,-1.15,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
