,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
不動產、廠房及設備,934432.0,32.34,992408.0,37.13,1015200.0,37.75,1044578.0,38.35,1035773.0,37.64,1021539.0,34.38,1000500.0,37.29,978198.0,36.98,957185.0,35.35,937413.0,34.47,917553.0,36.25,893511.0,33.16,875217.0,31.4,858877.0,30.12,841631.0,29.44,832887.0,33.31
以成本衡量之金融資產－非流動淨額,10261.0,0.36,10261.0,0.38,10261.0,0.38,197025.0,7.23,197025.0,7.16,197025.0,6.63,197025.0,7.34,197025.0,7.45,197025.0,7.28,197025.0,7.25,197025.0,7.78,187025.0,6.94,187025.0,6.71,195140.0,6.84,195140.0,6.83,27346.0,1.09
保留盈餘合計,949029.0,32.84,668767.0,25.02,720408.0,26.79,752723.0,27.63,814988.0,29.62,554220.0,18.65,616709.0,22.98,698819.0,26.42,733437.0,27.09,527989.0,19.42,636878.0,25.16,708557.0,26.3,775898.0,27.84,617475.0,21.65,618730.0,21.64,490322.0,19.61
備供出售金融資產－流動淨額,247890.0,8.58,202259.0,7.57,95524.0,3.55,190232.0,6.98,112780.0,4.1,12376.0,0.42,54996.0,2.05,163506.0,6.18,1500.0,0.06,1566.0,0.06,160668.0,6.35,97013.0,3.6,62786.0,2.25,32305.0,1.13,31421.0,1.1,32368.0,1.29
其他應付款,125028.0,4.33,153490.0,5.74,156012.0,5.8,159905.0,5.87,107299.0,3.9,449197.0,15.12,113915.0,4.25,136858.0,5.17,107877.0,3.98,362977.0,13.35,118504.0,4.68,125871.0,4.67,103873.0,3.73,346224.0,12.14,121130.0,4.24,107558.0,4.3
其他應收款淨額,12009.0,0.42,11293.0,0.42,16050.0,0.6,7432.0,0.27,16404.0,0.6,7864.0,0.26,41281.0,1.54,59884.0,2.26,46033.0,1.7,56339.0,2.07,82362.0,3.25,65636.0,2.44,83169.0,2.98,130929.0,4.59,134094.0,4.69,158081.0,6.32
其他權益合計,-4413.0,-0.15,-5219.0,-0.2,-6574.0,-0.24,-3494.0,-0.13,-2975.0,-0.11,-2886.0,-0.1,-2384.0,-0.09,-1589.0,-0.06,-1868.0,-0.07,-2012.0,-0.07,-1792.0,-0.07,-2393.0,-0.09,-510.0,-0.02,-669.0,-0.02,-761.0,-0.03,-870.0,-0.03
其他流動負債,11567.0,0.4,8062.0,0.3,10851.0,0.4,9885.0,0.36,12061.0,0.44,10489.0,0.35,405606.0,15.12,407869.0,15.42,409812.0,15.14,413979.0,15.22,14201.0,0.56,13744.0,0.51,13053.0,0.47,12429.0,0.44,16430.0,0.57,32202.0,1.29
其他流動資產,20095.0,0.7,49787.0,1.86,29895.0,1.11,16041.0,0.59,15658.0,0.57,19034.0,0.64,22233.0,0.83,21457.0,0.81,20441.0,0.75,23089.0,0.85,23881.0,0.94,16586.0,0.62,23640.0,0.85,18008.0,0.63,20536.0,0.72,16896.0,0.68
其他非流動負債,34366.0,1.19,33547.0,1.26,32700.0,1.22,29965.0,1.1,29113.0,1.06,28238.0,0.95,27365.0,1.02,26228.0,0.99,25322.0,0.94,24418.0,0.9,23110.0,0.91,26206.0,0.97,25209.0,0.9,24178.0,0.85,23269.0,0.81,20264.0,0.81
