,金額_x,金額_y,金額_x.1,金額_y.1,金額_x.2,金額_y.2,金額_x.3,金額_y.3,金額_x.4,金額_y.4,金額_x.5,金額_y.5,金額_x.6,金額_y.6,金額_x.7,金額_y.7
不影響現金流量之收益費損項目合計,6482.0,10319.0,14802.0,11767.0,1997.0,3927.0,5754.0,21799.0,,,,,,,,
其他應付款增加（減少）,-9547.0,10964.0,1468.0,2861.0,-10441.0,-7388.0,-5399.0,-439.0,-1202.0,2228.0,1027.0,6355.0,-5698.0,-11236.0,-9685.0,-3240.0
其他應收款（增加）減少,,,,,,,,,,,,1207.0,,,,
其他流動負債增加（減少）,761.0,2132.0,65.0,828.0,-609.0,-441.0,-333.0,-109.0,702.0,-645.0,-373.0,-506.0,163.0,324.0,275.0,61.0
其他流動資產（增加）減少,1111.0,1714.0,1407.0,-1431.0,1563.0,1826.0,1728.0,3262.0,717.0,-691.0,-1619.0,-225.0,-2122.0,-1524.0,-1441.0,-728.0
其他非流動資產增加,-1765.0,,,,,,,,-2352.0,,0.0,,-740.0,-2519.0,-2791.0,-66.0
其他項目,,,,,,,,,,,,,,,,-434.0
利息收入,-707.0,-1611.0,-2528.0,-3486.0,-952.0,-1925.0,-2871.0,-3901.0,-1029.0,-2068.0,-3057.0,-4096.0,-1034.0,-2043.0,-2898.0,-3748.0
利息費用,20.0,34.0,44.0,120.0,46.0,69.0,89.0,107.0,1.0,2.0,3.0,12.0,3.0,72.0,122.0,176.0
匯率變動對現金及約當現金之影響,43.0,20.0,64.0,87.0,4.0,-1.0,1016.0,8.0,-2.0,-5.0,-8.0,1.0,9.0,30.0,63.0,96.0
取得不動產、廠房及設備,-895.0,-2637.0,-6428.0,-7694.0,-4419.0,-4718.0,-4953.0,-5215.0,-2655.0,-3486.0,-4811.0,-5780.0,-707.0,-1788.0,-2362.0,-3148.0
呆帳費用提列（轉列收入）數,,,,,,,,,,-350.0,,-1636.0,,0.0,,-2687.0
存入保證金增加,195.0,,,,,,,,133.0,201.0,,,0.0,0.0,,
存出保證金增加,,,,-16047.0,16178.0,16082.0,16082.0,15831.0,,-2616.0,-2616.0,-2835.0,,263.0,,
存貨（增加）減少,5402.0,5380.0,5337.0,-10470.0,11394.0,13535.0,10341.0,7621.0,-865.0,4731.0,8967.0,-10900.0,10761.0,12178.0,18125.0,2431.0
應付帳款增加（減少）,-2738.0,15833.0,39496.0,2459.0,-7698.0,11589.0,30885.0,-11837.0,16199.0,20202.0,51782.0,17140.0,-17944.0,6840.0,14744.0,-849.0
應付票據增加（減少）,227.0,-353.0,14553.0,-3566.0,6993.0,-5987.0,19012.0,3049.0,10752.0,-3207.0,6574.0,-1396.0,7584.0,-1320.0,15298.0,3542.0
應收票據（增加）減少,,,,-560.0,1080.0,1080.0,1080.0,1080.0,0.0,0.0,-335.0,0.0,,,-254.0,-405.0
投資活動之淨現金流入（流出）,-171.0,-4205.0,-4199.0,-16299.0,9502.0,12509.0,11636.0,-2073.0,-3822.0,6613.0,3018.0,-3408.0,-17294.0,-28809.0,-55332.0,-63242.0
折舊費用,2951.0,5836.0,8732.0,11653.0,2911.0,5779.0,8551.0,11296.0,2792.0,5411.0,8009.0,10621.0,2584.0,5192.0,7855.0,10525.0
攤銷費用,3067.0,4960.0,6898.0,,,,,10774.0,2923.0,6023.0,9210.0,10070.0,1876.0,3799.0,5741.0,7609.0
支付之利息,-68.0,-148.0,-93.0,-174.0,-30.0,-69.0,-89.0,-107.0,-1.0,-2.0,-3.0,-12.0,-3.0,-72.0,-122.0,-176.0
收取之利息,686.0,1584.0,2509.0,3459.0,953.0,1930.0,2875.0,3897.0,1029.0,2077.0,3066.0,4095.0,1034.0,2053.0,2918.0,3762.0
收益費損項目合計,,,,,,,,,4687.0,9018.0,14133.0,21503.0,3431.0,7005.0,10822.0,14393.0
期初現金及約當現金餘額,188051.0,188051.0,188051.0,188051.0,183474.0,183474.0,183474.0,183474.0,212693.0,212693.0,212693.0,212693.0,261704.0,261704.0,261704.0,261704.0
期末現金及約當現金餘額,151550.0,192351.0,160341.0,183474.0,173718.0,190197.0,173203.0,212693.0,203439.0,239638.0,204762.0,261704.0,244471.0,237067.0,212944.0,221936.0
本期現金及約當現金增加（減少）數,-36501.0,4300.0,-27710.0,-4577.0,-9756.0,6723.0,-10271.0,29219.0,-9254.0,26945.0,-7931.0,49011.0,-17233.0,-24637.0,-48760.0,-39768.0
本期稅前淨利（淨損）,11210.0,5355.0,30144.0,20906.0,6663.0,6509.0,24335.0,16526.0,13595.0,15147.0,37194.0,21458.0,6094.0,14983.0,23295.0,18605.0
營業活動之淨現金流入（流出）,-36500.0,18596.0,-23514.0,21362.0,-29165.0,-5822.0,-33036.0,31295.0,-5563.0,20136.0,-10633.0,52896.0,-14889.0,-796.0,-23400.0,29138.0
營運產生之現金流入（流出）,-37118.0,17319.0,-25680.0,18423.0,-30059.0,-4271.0,-30986.0,32445.0,-6335.0,20213.0,-10437.0,52176.0,-15859.0,1031.0,-20305.0,31488.0
短期借款增加,0.0,-10000.0,0.0,-10000.0,10000.0,0.0,10000.0,0.0,0.0,,0.0,,15000.0,5000.0,30000.0,
