,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
備供出售金融資產未實現評價損益,-2765.0,-0.93,-1257.0,-0.46,20112.0,9.83,13827.0,1.33,755.0,0.3,-1257.0,-0.52,-10810.0,-6.65,-15335.0,-1.62,0.0,0.0,-5531.0,-1.89,-11062.0,-4.17,-3268.0,-0.28,-2012.0,-0.76,-5028.0,-1.69,-1006.0,-0.3,-7794.0,-0.65
其他利益及損失淨額,8052.0,2.7,2262.0,0.83,-3030.0,-1.48,11438.0,1.1,4419.0,1.77,-3928.0,-1.62,2274.0,1.4,11252.0,1.19,222275.0,89.8,-3451.0,-1.18,10568.0,3.98,228971.0,19.7,-6102.0,-2.29,2222.0,0.75,-8141.0,-2.44,-7061.0,-0.59
其他收入,3933.0,1.32,6271.0,2.31,4262.0,2.08,15829.0,1.52,2395.0,0.96,6437.0,2.66,9682.0,5.95,17327.0,1.83,3560.0,1.44,3606.0,1.23,7709.0,2.9,15993.0,1.38,5008.0,1.88,603.0,0.2,4471.0,1.34,8584.0,0.72
其他綜合損益（淨額）,-2514.0,-0.84,-1227.0,-0.45,19952.0,9.75,14334.0,1.37,1562.0,0.63,-2022.0,-0.83,-10646.0,-6.55,-17001.0,-1.8,-142.0,-0.06,-5731.0,-1.96,-10016.0,-3.77,-4987.0,-0.43,-2236.0,-0.84,-5016.0,-1.69,-1457.0,-0.44,-8784.0,-0.73
國外營運機構財務報表換算之兌換差額,251.0,0.08,30.0,0.01,-160.0,-0.08,215.0,0.02,807.0,0.32,-765.0,-0.32,164.0,0.1,718.0,0.08,-142.0,-0.06,-200.0,-0.07,1046.0,0.39,689.0,0.06,-224.0,-0.08,12.0,0.0,-451.0,-0.14,-231.0,-0.02
基本每股盈餘,0.54,,0.58,,0.09,,1.25,,0.15,,0.31,,-0.28,,0.19,,2.59,,0.17,,0.41,,3.98,,0.23,,0.0,,0.18,,0.78,
所得稅費用（利益）合計,8931.0,3.0,5451.0,2.0,2610.0,1.28,16764.0,1.61,2367.0,0.95,2606.0,1.08,-5638.0,-3.47,22996.0,2.43,-7069.0,-2.86,2556.0,0.87,6105.0,2.3,27795.0,2.39,3647.0,1.37,20398.0,6.88,2917.0,0.87,32906.0,2.75
推銷費用,24057.0,8.07,21433.0,7.88,17372.0,8.49,87908.0,8.42,22339.0,8.96,17909.0,7.39,17956.0,11.04,80122.0,8.46,22945.0,9.27,22644.0,7.74,24609.0,9.27,97459.0,8.39,22657.0,8.5,19292.0,6.5,21370.0,6.4,86138.0,7.19
本期淨利（淨損）,41769.0,14.01,45404.0,16.69,6868.0,3.36,96918.0,9.29,11820.0,4.74,24208.0,9.99,-21738.0,-13.36,14911.0,1.58,200561.0,81.02,13204.0,4.51,32066.0,12.08,308311.0,26.53,17502.0,6.57,125.0,0.04,13858.0,4.15,60183.0,5.02
本期綜合損益總額,39255.0,13.17,44177.0,16.24,26820.0,13.11,111252.0,10.66,13382.0,5.37,22186.0,9.15,-32384.0,-19.91,-2090.0,-0.22,200419.0,80.97,7473.0,2.55,22050.0,8.31,303324.0,26.1,15266.0,5.73,-4891.0,-1.65,12401.0,3.72,51399.0,4.29
母公司業主（淨利／損）,41769.0,14.01,45362.0,16.67,6833.0,3.34,96825.0,9.28,11812.0,4.74,24084.0,9.94,-21696.0,-13.34,14592.0,1.54,200665.0,81.07,13179.0,4.5,32018.0,12.06,308356.0,26.53,17515.0,6.57,118.0,0.04,13941.0,4.18,60283.0,5.03
母公司業主（綜合損益）,39248.0,13.17,44135.0,16.22,26789.0,13.09,111155.0,10.65,13357.0,5.36,22078.0,9.11,-32346.0,-19.89,-2424.0,-0.26,200525.0,81.01,7453.0,2.55,21980.0,8.28,303355.0,26.1,15284.0,5.74,-4899.0,-1.65,12493.0,3.74,51503.0,4.3
