,金額_x,金額_y,金額_x.1,金額_y.1,金額_x.2,金額_y.2,金額_x.3,金額_y.3,金額_x.4,金額_y.4,金額_x.5,金額_y.5,金額_x.6,金額_y.6,金額_x.7,金額_y.7
不影響現金流量之收益費損項目合計,170531.0,343915.0,515263.0,729090.0,173022.0,335513.0,490165.0,684159.0,,,,,,,,
其他應付款增加（減少）,-110884.0,-57336.0,33469.0,65983.0,-249995.0,21488.0,68220.0,45156.0,-49827.0,48065.0,276355.0,259203.0,-192503.0,-47591.0,128325.0,213369.0
其他應收款（增加）減少,-18584.0,-20969.0,48752.0,-12116.0,12573.0,4125.0,60349.0,43122.0,29359.0,19127.0,146456.0,110394.0,13550.0,174680.0,180518.0,141925.0
其他流動負債增加（減少）,-45068.0,38477.0,10578.0,-40699.0,-6576.0,-14403.0,2668.0,6502.0,13084.0,27569.0,19618.0,27365.0,59095.0,41743.0,33702.0,-31040.0
其他流動資產（增加）減少,-85931.0,-94729.0,-121233.0,-18449.0,-76098.0,-70984.0,-108189.0,-45697.0,-72986.0,-2676.0,-142724.0,-6396.0,3779.0,-142533.0,-179432.0,-49106.0
其他非流動資產增加,,,-6847.0,,-27184.0,-4080.0,-65412.0,-168987.0,0.0,0.0,0.0,0.0,,,,
利息收入,-3673.0,-9230.0,-15656.0,-22502.0,-9058.0,-20080.0,-31705.0,-47373.0,-17750.0,-45545.0,-65481.0,-94068.0,-22978.0,-47759.0,-60526.0,-110610.0
利息費用,22647.0,45601.0,69653.0,94047.0,26472.0,54934.0,94313.0,125961.0,37440.0,76227.0,111335.0,150460.0,27603.0,55476.0,77368.0,164894.0
匯率變動對現金及約當現金之影響,42949.0,37209.0,16783.0,36783.0,13309.0,-30022.0,45992.0,232433.0,-5105.0,16396.0,38611.0,-60175.0,-103680.0,-47761.0,-105285.0,-227350.0
取得不動產、廠房及設備,-129304.0,-376565.0,-528943.0,-829809.0,-266685.0,-525169.0,-1536284.0,-2078746.0,-231472.0,-525181.0,-804441.0,-1408065.0,-532263.0,-1280671.0,-2464302.0,-3206050.0
呆帳費用提列（轉列收入）數,6070.0,7789.0,7352.0,23.0,1871.0,3376.0,7179.0,368.0,4471.0,-6207.0,-2893.0,2565.0,-2843.0,-4057.0,-3784.0,-8006.0
存貨（增加）減少,-36575.0,-266461.0,-245599.0,-339420.0,162973.0,145701.0,-69593.0,-75207.0,64344.0,124668.0,220604.0,253830.0,72860.0,-63828.0,-102842.0,-346135.0
應付帳款增加（減少）,52275.0,252954.0,177395.0,141989.0,72297.0,56407.0,131352.0,17773.0,-34425.0,125315.0,61066.0,57921.0,5156.0,19830.0,139233.0,42920.0
應付票據增加（減少）,514.0,333.0,333.0,61.0,0.0,0.0,36.0,1055.0,-161.0,-280.0,-537.0,-959.0,0.0,-60.0,-121.0,-108.0
應收帳款（增加）減少,115840.0,-167152.0,-202327.0,-57079.0,129417.0,-104655.0,-344649.0,54112.0,19839.0,-28918.0,-309083.0,1004.0,117257.0,-112068.0,-29134.0,-9696.0
應收票據（增加）減少,19859.0,4711.0,30538.0,51017.0,10644.0,-18545.0,-64417.0,-28353.0,-12035.0,-15450.0,-51373.0,-28716.0,37037.0,22351.0,24744.0,7077.0
應計退休金負債增加（減少）,1668.0,1629.0,2427.0,-3851.0,76.0,-438.0,1747.0,3311.0,,,,,,,,
投資活動之淨現金流入（流出）,-156227.0,-375820.0,-525468.0,-841271.0,-280625.0,-514012.0,-1486698.0,-2122980.0,-211708.0,-380015.0,-661049.0,-1609435.0,-923492.0,-996400.0,-2195108.0,-2802240.0
折舊費用,142056.0,283989.0,433510.0,577980.0,155969.0,298300.0,446126.0,609544.0,168610.0,327994.0,471955.0,656829.0,162898.0,334464.0,497338.0,663759.0
支付之利息,-22757.0,-46801.0,-71323.0,-96856.0,-28418.0,-54934.0,-96403.0,-124188.0,-39164.0,-77951.0,-113059.0,-149951.0,-27094.0,-54967.0,-77008.0,-164385.0
收取之利息,3673.0,9230.0,15656.0,22502.0,9058.0,20080.0,31705.0,47373.0,17750.0,45545.0,65481.0,94068.0,22978.0,47759.0,60526.0,110610.0
收益費損項目合計,,,,,,,,,193809.0,355159.0,518717.0,722321.0,165505.0,337198.0,512818.0,713666.0
期初現金及約當現金餘額,1471048.0,1471048.0,1471048.0,1471048.0,2520975.0,2520975.0,2520975.0,2520975.0,4461887.0,4461887.0,4461887.0,4461887.0,5330938.0,5330938.0,5330938.0,5330938.0
期末現金及約當現金餘額,1701893.0,1916502.0,2122023.0,2520975.0,2865804.0,3463937.0,3634945.0,4461887.0,4919276.0,5298974.0,5532859.0,5330938.0,3923623.0,4023693.0,3554290.0,3161685.0
本期現金及約當現金增加（減少）數,230845.0,445454.0,650975.0,1049927.0,344829.0,942962.0,1113970.0,1940912.0,457389.0,837087.0,1070972.0,869051.0,-1407315.0,-1307245.0,-1776648.0,-2169253.0
本期稅前淨利（淨損）,221942.0,595516.0,996762.0,1328097.0,310955.0,768375.0,1170577.0,1578603.0,368199.0,863648.0,1251898.0,1741041.0,423752.0,969265.0,1466895.0,1817876.0
淨確定福利負債增加(減少),,,,,,,,,-1852.0,-2706.0,-432.0,2517.0,-288748.0,-286066.0,-284206.0,-293945.0
營業活動之淨現金流入（流出）,331724.0,550449.0,1084761.0,1598127.0,416840.0,639468.0,828125.0,1707004.0,466480.0,1284324.0,1507280.0,2710224.0,121596.0,607548.0,1530560.0,1597994.0
營運產生之現金流入（流出）,412847.0,756734.0,1382031.0,2032273.0,503869.0,896091.0,1228190.0,2224932.0,572827.0,1587785.0,1916315.0,3210559.0,255334.0,849727.0,1931918.0,2301958.0
發放現金股利,,0.0,-294305.0,-292896.0,,,-641179.0,-641179.0,,,-691563.0,-691563.0,,,-765192.0,-811865.0
短期借款增加,-86539.0,101930.0,308935.0,542111.0,189165.0,618246.0,1977468.0,1460002.0,214856.0,51607.0,8351721.0,10893563.0,2598382.0,4582812.0,6820672.0,8469300.0
籌資活動之淨現金流入（流出）,12399.0,233616.0,74899.0,256288.0,195305.0,847528.0,1726551.0,2124455.0,207722.0,-83618.0,186130.0,-171563.0,-501739.0,-870632.0,-1006815.0,-737657.0
繼續營業單位稅前淨利（淨損）,221942.0,595516.0,996762.0,1328097.0,310955.0,768375.0,1170577.0,1578603.0,368199.0,863648.0,1251898.0,1741041.0,423752.0,969265.0,1466895.0,1817876.0
與營業活動相關之負債之淨變動合計,37160.0,353901.0,342320.0,320203.0,-152592.0,93590.0,219884.0,115803.0,-48528.0,205355.0,395544.0,413325.0,-399208.0,-267600.0,13478.0,-50811.0
與營業活動相關之資產之淨變動合計,-16786.0,-536598.0,-472314.0,-345117.0,172484.0,-301387.0,-652436.0,-153633.0,59347.0,163623.0,-249844.0,333872.0,65285.0,-189136.0,-61273.0,-178773.0
與營業活動相關之資產及負債之淨變動合計,20374.0,-182697.0,-129994.0,-24914.0,19892.0,-207797.0,-432552.0,-37830.0,10819.0,368978.0,145700.0,747197.0,-333923.0,-456736.0,-47795.0,-229584.0
