,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
不動產、廠房及設備,728399.0,30.75,726076.0,29.96,723881.0,30.63,731127.0,30.1,725366.0,27.35,714298.0,26.96,712385.0,27.75,708254.0,28.12,691101.0,27.53,683284.0,25.91,683101.0,26.51,666976.0,26.67,657637.0,25.09,639518.0,25.05,628315.0,25.89,623011.0,24.04
保留盈餘合計,597733.0,25.24,593148.0,24.47,582814.0,24.66,630376.0,25.95,687110.0,25.91,681285.0,25.72,728927.0,28.39,748247.0,29.71,805717.0,32.09,771095.0,29.23,651072.0,25.27,700208.0,28.0,747306.0,28.51,697144.0,27.3,723499.0,29.81,735491.0,28.39
共同控制下前手權益,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
其他應付款,120345.0,5.08,182336.0,7.52,127867.0,5.41,134264.0,5.53,178832.0,6.74,265540.0,10.02,184727.0,7.2,176803.0,7.02,142418.0,5.67,245255.0,9.3,252777.0,9.81,157407.0,6.29,132793.0,5.07,242429.0,9.49,136050.0,5.61,157648.0,6.08
其他應收款淨額,4804.0,0.2,8509.0,0.35,12929.0,0.55,1601.0,0.07,26891.0,1.01,19827.0,0.75,13869.0,0.54,15262.0,0.61,19271.0,0.77,21336.0,0.81,22564.0,0.88,21950.0,0.88,22939.0,0.88,47079.0,1.84,29910.0,1.23,24464.0,0.94
其他權益合計,-20737.0,-0.88,-10854.0,-0.45,-1026.0,-0.04,18654.0,0.77,34389.0,1.3,27042.0,1.02,20531.0,0.8,30829.0,1.22,-8465.0,-0.34,7865.0,0.3,-5178.0,-0.2,12328.0,0.49,-26732.0,-1.02,-75213.0,-2.95,-130104.0,-5.36,-148402.0,-5.73
其他流動負債,39322.0,1.66,28934.0,1.19,34725.0,1.47,21560.0,0.89,46854.0,1.77,22836.0,0.86,11900.0,0.46,12995.0,0.52,29735.0,1.18,17912.0,0.68,25536.0,0.99,22672.0,0.91,21310.0,0.81,12177.0,0.48,15899.0,0.66,34324.0,1.32
其他流動資產,24214.0,1.02,27707.0,1.14,25889.0,1.1,25885.0,1.07,33109.0,1.25,28265.0,1.07,53495.0,2.08,3406.0,0.14,4825.0,0.19,4093.0,0.16,24681.0,0.96,12809.0,0.51,14622.0,0.56,6113.0,0.24,4416.0,0.18,3249.0,0.13
其他非流動負債,6082.0,0.26,5887.0,0.24,5702.0,0.24,143.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,2344.0,0.09,2255.0,0.09,2028.0,0.08,1840.0,0.07,3832.0,0.15,3596.0,0.14,3597.0,0.14,3667.0,0.15,7564.0,0.29
其他非流動資產,26850.0,1.13,26922.0,1.11,26708.0,1.13,26876.0,1.11,29342.0,1.11,26515.0,1.0,26993.0,1.05,26779.0,1.06,26205.0,1.04,26085.0,0.99,26634.0,1.03,26057.0,1.04,26358.0,1.01,29302.0,1.15,28776.0,1.19,23578.0,0.91
