,金額_x,金額_y,金額_x.1,金額_y.1,金額_x.2,金額_y.2,金額_x.3,金額_y.3,金額_x.4,金額_y.4,金額_x.5,金額_y.5,金額_x.6,金額_y.6,金額_x.7,金額_y.7
不影響現金流量之收益費損項目合計,26932.0,-46534.0,-70977.0,-54436.0,13401.0,-17632.0,-9967.0,6504.0,,,,,,,,
其他應付款增加（減少）,-144632.0,-12596.0,1277.0,-34333.0,-6749.0,60239.0,70234.0,58406.0,-79647.0,-48386.0,18233.0,-34229.0,-43819.0,40266.0,34194.0,199652.0
其他應收款（增加）減少,15535.0,7964.0,-21200.0,37459.0,-5213.0,-8236.0,-9284.0,-2716.0,-7801.0,-10759.0,-19404.0,95.0,-3004.0,1025.0,1078.0,3262.0
其他流動負債增加（減少）,86256.0,47102.0,59917.0,97513.0,-39371.0,17369.0,63289.0,-16512.0,16485.0,40399.0,29246.0,-36279.0,-8138.0,6873.0,40420.0,-18524.0
其他流動資產（增加）減少,,42989.0,-52700.0,-23463.0,-22596.0,12225.0,34266.0,30182.0,1838.0,493.0,12232.0,4264.0,370.0,1432.0,5689.0,-2247.0
其他項目,959.0,-18166.0,866.0,1157.0,297.0,586.0,47057.0,60809.0,8320.0,549.0,56356.0,21372.0,5679.0,548.0,34465.0,34201.0
利息收入,-1098.0,-2337.0,-3075.0,-5290.0,-1246.0,-2616.0,-3111.0,-6116.0,-902.0,-1805.0,-2233.0,-4284.0,-628.0,-1356.0,-2068.0,-4537.0
利息費用,16973.0,34088.0,49695.0,67479.0,16165.0,36886.0,58825.0,70410.0,16745.0,48686.0,63652.0,72081.0,13986.0,29540.0,44700.0,56696.0
匯率變動對現金及約當現金之影響,6764.0,11566.0,8421.0,12359.0,-979.0,-11119.0,5649.0,10612.0,-2914.0,-10027.0,6751.0,-2746.0,-7255.0,-16034.0,-23709.0,-34537.0
取得不動產、廠房及設備,-17410.0,-36499.0,-122653.0,-120942.0,-10511.0,-93775.0,-103427.0,-141365.0,-8114.0,-16036.0,-27193.0,-45172.0,-12613.0,-28612.0,-38688.0,-55029.0
呆帳費用提列（轉列收入）數,,347.0,2467.0,5865.0,6183.0,3528.0,4664.0,5705.0,720.0,1534.0,1171.0,4922.0,810.0,12612.0,13821.0,12172.0
存貨（增加）減少,334025.0,636023.0,634233.0,667997.0,5682.0,-212599.0,-94340.0,34089.0,31213.0,-54081.0,-39129.0,-35133.0,205771.0,-103103.0,-55516.0,146747.0
應付帳款增加（減少）,107913.0,208164.0,123642.0,-34223.0,141231.0,155667.0,117190.0,-391.0,66661.0,119629.0,60072.0,-49079.0,94630.0,120450.0,140295.0,32331.0
應付票據增加（減少）,-69781.0,-77581.0,140191.0,2652.0,-71608.0,11091.0,109843.0,-96596.0,33628.0,86802.0,104286.0,52061.0,-71854.0,-33987.0,-52912.0,-75039.0
應收帳款（增加）減少,42362.0,-103958.0,-241995.0,150416.0,-36137.0,-144381.0,-311535.0,-30951.0,-51520.0,-157045.0,-375892.0,-37282.0,-49546.0,-171222.0,-303869.0,-95994.0
應收票據（增加）減少,62639.0,139203.0,123846.0,190197.0,7254.0,-112.0,-40511.0,9646.0,12995.0,-4307.0,-73655.0,-31892.0,41900.0,37348.0,-12644.0,298.0
應計退休金負債增加（減少）,-5416.0,-20347.0,-17559.0,-35490.0,-5719.0,-10301.0,-14137.0,-18342.0,,,,,,,,
投資活動之淨現金流入（流出）,-12866.0,54527.0,131193.0,95275.0,-30992.0,-109323.0,104377.0,67524.0,-5648.0,23791.0,293298.0,348761.0,-122279.0,-129985.0,-20180.0,179633.0
折舊費用,33384.0,68154.0,113094.0,149344.0,36156.0,76205.0,110673.0,143290.0,35904.0,70870.0,103351.0,137870.0,27591.0,56814.0,84648.0,111861.0
攤銷費用,515.0,845.0,1324.0,4337.0,3841.0,8282.0,12463.0,16668.0,4246.0,8521.0,12867.0,17232.0,4340.0,8883.0,13565.0,18161.0
支付之利息,-16973.0,-33363.0,-46793.0,-62400.0,-13989.0,-32534.0,-52297.0,-61706.0,-14569.0,-37202.0,-51937.0,-60135.0,-13755.0,-29155.0,-44315.0,-56307.0
收取之利息,1098.0,2337.0,3075.0,5290.0,1246.0,2616.0,3111.0,6116.0,902.0,1805.0,2233.0,4284.0,628.0,1356.0,2068.0,4537.0
