,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
停業單位淨利（淨損）,0.34,,0.37,,0.24,,0.51,,-0.13,,-0.39,,,,,,,,,,,,,,,,,,,,,
備供出售金融資產未實現評價損益,0.0,0.0,-12133.0,-13.27,-13877.0,-19.15,-25180.0,-8.15,4662.0,3.92,-571.0,-0.35,-4366.0,-2.48,6072.0,1.08,1371.0,1.13,-13408.0,-10.62,5981.0,3.66,503.0,0.09,1427.0,1.1,1653.0,1.14,2879.0,1.97,14043.0,2.6
共同控制下前手權益（淨利／損）,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
共同控制下前手權益（綜合損益）,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
其他利益及損失淨額,-2144.0,-2.83,-1455.0,-1.59,-1739.0,-2.4,-10387.0,-3.36,1373.0,1.15,-1373.0,-0.84,-1397.0,-0.79,-231399.0,-40.99,-1621.0,-1.34,-1546.0,-1.22,1353.0,0.83,-43769.0,-8.19,-45.0,-0.03,-2078.0,-1.44,-2959.0,-2.02,-208883.0,-38.63
其他收入,1980.0,2.61,3120.0,3.41,4704.0,6.49,13300.0,4.31,1343.0,1.13,735.0,0.45,618.0,0.35,4821.0,0.85,213.0,0.18,963.0,0.76,2627.0,1.61,6184.0,1.16,1399.0,1.08,1460.0,1.01,2509.0,1.72,7534.0,1.39
其他綜合損益（淨額）,66.0,0.09,-11900.0,-13.01,-14021.0,-19.35,-24770.0,-8.02,4632.0,3.89,-734.0,-0.45,-4156.0,-2.36,19199.0,3.4,1287.0,1.06,-13534.0,-10.72,6333.0,3.88,598.0,0.11,1397.0,1.08,1491.0,1.03,2686.0,1.84,13377.0,2.47
國外營運機構財務報表換算之兌換差額,66.0,0.09,233.0,0.25,-144.0,-0.2,329.0,0.11,-30.0,-0.03,-163.0,-0.1,210.0,0.12,306.0,0.05,-84.0,-0.07,-126.0,-0.1,352.0,0.22,-166.0,-0.03,-30.0,-0.02,-162.0,-0.11,-193.0,-0.13,-487.0,-0.09
基本每股盈餘,0.35,,0.38,,0.24,,0.51,,-0.13,,-0.39,,-0.81,,-5.82,,-0.3,,-0.28,,0.12,,-1.1,,-0.09,,-0.01,,-0.11,,-2.65,
所得稅費用（利益）合計,-1577.0,-2.08,2293.0,2.51,3035.0,4.19,5966.0,1.93,3697.0,3.11,48.0,0.03,4430.0,2.51,5127.0,0.91,2031.0,1.68,4379.0,3.47,4820.0,2.95,14478.0,2.71,4744.0,3.66,5236.0,3.62,1854.0,1.27,16481.0,3.05
