,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y
不影響現金流量之收益費損項目合計,4929.0,17492.0,27509.0,45771.0,11335.0,20743.0,1634.0,24046.0,,,,,,,,
償還公司債,,,,,,,-300000.0,-300000.0,,,0.0,0.0,,,,
其他應付款增加（減少）,-17878.0,3191.0,6062.0,7105.0,-24756.0,28494.0,-8148.0,10504.0,-15228.0,-5295.0,6863.0,7939.0,-25283.0,-17367.0,-11750.0,-636.0
其他應收款（增加）減少,-1708.0,-128.0,3602.0,4094.0,-1486.0,-1698.0,-1614.0,312.0,-1620.0,-1686.0,809.0,547.0,1550.0,1331.0,1516.0,310.0
其他應收款－關係人（增加）減少,9.0,427.0,524.0,-3370.0,1161.0,748.0,3028.0,1206.0,1221.0,435.0,520.0,-1996.0,3840.0,1876.0,2891.0,1470.0
其他流動負債增加（減少）,1539.0,25233.0,7712.0,6165.0,392.0,-54975.0,3483.0,-4075.0,1462.0,6882.0,4845.0,1202.0,-1027.0,5258.0,4294.0,7861.0
其他流動資產（增加）減少,54589.0,55202.0,-11398.0,-8252.0,2021.0,3735.0,4326.0,5604.0,-2681.0,-2680.0,-11228.0,74969.0,50806.0,-2395.0,-13713.0,2640.0
其他籌資活動,,,0.0,0.0,,,,,,,,,,,,
其他金融資產（增加）減少,,,56940.0,94549.0,106591.0,182451.0,145277.0,41758.0,-64693.0,-145009.0,70570.0,,,,,
其他非流動資產增加,-1535.0,-2705.0,-4592.0,-5963.0,264.0,264.0,-1978.0,-1788.0,-1201.0,-1509.0,-1989.0,-3541.0,-62.0,-2326.0,-2915.0,-2151.0
其他項目,,2306.0,2306.0,3958.0,,,,,,,,,,,,
利息收入,-848.0,-1579.0,-2308.0,-3245.0,-802.0,-1413.0,-1983.0,-2985.0,-1459.0,-2919.0,-4047.0,-4732.0,-614.0,-1129.0,-1527.0,-1978.0
利息費用,1609.0,3218.0,4828.0,6437.0,1609.0,3218.0,4622.0,5712.0,1090.0,2180.0,3203.0,4359.0,1090.0,2180.0,3269.0,4325.0
匯率變動對現金及約當現金之影響,3439.0,1606.0,4320.0,6038.0,-327.0,-1592.0,306.0,8938.0,-1716.0,-3785.0,2861.0,-3551.0,-936.0,-3828.0,-142.0,-999.0
