,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
停業單位損益合計,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
備供出售金融資產未實現評價損益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2156.0,0.72,-2156.0,-0.68,,,,,0.0,0.0,0.0,0.0,,,-1760.0,-0.5,-2757.0,-0.8,-203.0,-0.05,-4842.0,-0.34
其他利益及損失淨額,2069.0,0.36,1955.0,0.52,4878.0,1.79,18298.0,1.21,3676.0,1.24,14435.0,4.83,39454.0,12.42,59568.0,4.83,3686.0,1.06,174.0,0.05,284.0,0.09,4125.0,0.3,-103.0,-0.03,108.0,0.03,10373.0,2.81,10742.0,0.74
其他收入,3349.0,0.58,2431.0,0.64,2445.0,0.9,10210.0,0.68,2990.0,1.01,3534.0,1.18,3282.0,1.03,11351.0,0.92,3446.0,0.99,7544.0,2.21,3341.0,1.0,16936.0,1.24,2379.0,0.68,3477.0,1.01,3806.0,1.03,13966.0,0.97
其他收益,,,,,10.0,0.0,,,,,,,,,,,11.0,0.0,,,,,,,10.0,0.0,,,,,,
其他收益及費損淨額,-474.0,-0.08,9.0,0.0,10.0,0.0,4476.0,0.3,10.0,0.0,10.0,0.0,9.0,0.0,1404.0,0.11,11.0,0.0,9.0,0.0,8.0,0.0,477.0,0.03,10.0,0.0,10.0,0.0,8.0,0.0,-39.0,0.0
其他綜合損益（淨額）,-3122.0,-0.54,3414.0,0.9,-4785.0,-1.76,8733.0,0.58,-1663.0,-0.56,380.0,0.13,-792.0,-0.25,10676.0,0.87,-1775.0,-0.51,-5925.0,-1.74,8986.0,2.7,-10110.0,-0.74,1843.0,0.53,-14414.0,-4.2,-7352.0,-1.99,-20040.0,-1.39
國外營運機構財務報表換算之兌換差額,4865.0,0.85,2917.0,0.77,-2804.0,-1.03,9060.0,0.6,-862.0,-0.29,-3531.0,-1.18,5050.0,1.59,8111.0,0.66,-2754.0,-0.79,-3279.0,-0.96,9430.0,2.83,-4803.0,-0.35,-889.0,-0.25,-5667.0,-1.65,-6775.0,-1.84,-16886.0,-1.17
基本每股盈餘,0.17,,0.05,,0.11,,0.48,,0.14,,0.09,,0.26,,0.61,,0.23,,0.09,,0.11,,0.6,,0.1,,0.11,,0.26,,0.68,
已實現銷貨（損）益,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
所得稅費用（利益）合計,-667.0,-0.12,276.0,0.07,2411.0,0.89,6308.0,0.42,4447.0,1.5,2068.0,0.69,5139.0,1.62,15230.0,1.24,6085.0,1.75,2538.0,0.74,2503.0,0.75,15675.0,1.14,4543.0,1.3,2340.0,0.68,4344.0,1.18,16732.0,1.16
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,,,,,,,,,,,,,,,,,,,,,,,292.0,0.02,,,,,,,130.0,0.01
