,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
不動產、廠房及設備,564019.0,22.9,563010.0,22.09,567722.0,21.89,572465.0,22.34,569505.0,21.74,566749.0,22.2,565419.0,22.89,569526.0,22.6,567038.0,21.84,560178.0,21.47,559719.0,21.49,551766.0,20.98,545308.0,21.35,539818.0,21.14,532205.0,21.1,526319.0,20.26
以成本衡量之金融資產－非流動淨額,139793.0,5.68,135293.0,5.31,135182.0,5.21,135182.0,5.27,135182.0,5.16,133187.0,5.22,117442.0,4.76,117442.0,4.66,105617.0,4.07,103613.0,3.97,103482.0,3.97,102889.0,3.91,88936.0,3.48,88936.0,3.48,88845.0,3.52,88845.0,3.42
保留盈餘合計,142305.0,5.78,105579.0,4.14,120520.0,4.65,149850.0,5.85,168210.0,6.42,134226.0,5.26,168904.0,6.84,188508.0,7.48,218969.0,8.43,150785.0,5.78,165204.0,6.34,184510.0,7.02,198328.0,7.77,146086.0,5.72,180600.0,7.16,210473.0,8.1
備供出售金融資產－流動淨額,0.0,0.0,0.0,0.0,,,,,,,21749.0,0.85,,,,,,,0.0,0.0,,,,,,,,,,,,
備供出售金融資產－非流動淨額,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,35193.0,1.38,32436.0,1.27,32233.0,1.28,32111.0,1.24
其他應付款,66854.0,2.71,137314.0,5.39,94745.0,3.65,92213.0,3.6,68732.0,2.62,123257.0,4.83,87634.0,3.55,101901.0,4.04,87423.0,3.37,182611.0,7.0,153182.0,5.88,108495.0,4.13,83903.0,3.29,159033.0,6.23,95948.0,3.8,106031.0,4.08
其他應收款淨額,9881.0,0.4,8403.0,0.33,4737.0,0.18,4467.0,0.17,5935.0,0.23,21322.0,0.84,6028.0,0.24,4294.0,0.17,5875.0,0.23,7974.0,0.31,3328.0,0.13,3568.0,0.14,2064.0,0.08,2959.0,0.12,2707.0,0.11,3293.0,0.13
其他應收款－關係人淨額,1247.0,0.05,829.0,0.03,732.0,0.03,4626.0,0.18,3465.0,0.13,3878.0,0.15,1598.0,0.06,3420.0,0.14,2199.0,0.08,2985.0,0.11,2900.0,0.11,5416.0,0.21,1576.0,0.06,3540.0,0.14,2525.0,0.1,3946.0,0.15
其他權益合計,5676.0,0.23,9090.0,0.36,4305.0,0.17,8105.0,0.32,6442.0,0.25,6822.0,0.27,6030.0,0.24,14757.0,0.59,12982.0,0.5,7057.0,0.27,16043.0,0.62,7982.0,0.3,9825.0,0.38,-4589.0,-0.18,-11941.0,-0.47,-13746.0,-0.53
其他流動負債,36120.0,1.47,53945.0,2.12,339710.0,13.1,337922.0,13.19,338314.0,12.91,336113.0,13.17,41405.0,1.68,34131.0,1.35,35603.0,1.37,41069.0,1.57,38980.0,1.5,35350.0,1.34,34323.0,1.34,40779.0,1.6,39622.0,1.57,43154.0,1.66
