,金額_x,金額_y,金額_x.1,金額_y.1,金額_x.2,金額_y.2,金額_x.3,金額_y.3,金額_x.4,金額_y.4,金額_x.5,金額_y.5,金額_x.6,金額_y.6,金額_x.7,金額_y.7
不影響現金流量之收益費損項目合計,10721.0,53353.0,82644.0,85164.0,720.0,32569.0,53477.0,90401.0,,,,,,,,
其他應付款增加（減少）,-17373.0,30053.0,12587.0,31108.0,-53495.0,-14197.0,-6042.0,3518.0,-27960.0,-3119.0,7099.0,41300.0,-55315.0,-7130.0,6166.0,35659.0
其他應收款（增加）減少,1491.0,795.0,1700.0,-19524.0,20835.0,28749.0,28312.0,27780.0,1984.0,-1488.0,-11964.0,-8471.0,11305.0,4561.0,11501.0,8841.0
其他流動負債增加（減少）,2997.0,-2919.0,-8028.0,-6364.0,3729.0,16270.0,6788.0,2283.0,10421.0,34195.0,23607.0,17750.0,24716.0,-6207.0,-17311.0,-8778.0
其他流動資產（增加）減少,-27.0,3591.0,3809.0,1578.0,-26322.0,-29871.0,-30829.0,-3630.0,11719.0,16672.0,14388.0,11207.0,734.0,8635.0,7196.0,1186.0
其他非流動資產增加,-1207.0,-3118.0,1421.0,875.0,0.0,-1671.0,,-1440.0,,,0.0,-196.0,-435.0,-435.0,-1511.0,-1511.0
其他項目,2935.0,,,,,,,,,,-2789.0,3294.0,4129.0,38156.0,4253.0,19080.0
利息收入,-6897.0,-14429.0,-21322.0,-27910.0,-6021.0,-14761.0,-19983.0,-26756.0,-7932.0,-12641.0,-18977.0,-25736.0,-5289.0,-11995.0,-16190.0,-21945.0
匯率變動對現金及約當現金之影響,321.0,400.0,313.0,464.0,28.0,-779.0,175.0,1450.0,-1315.0,-976.0,685.0,-720.0,-152.0,-1060.0,-2506.0,-2873.0
取得不動產、廠房及設備,-23063.0,-49180.0,-74239.0,-93529.0,-16948.0,-56813.0,-88760.0,-146605.0,-15912.0,-50492.0,-69334.0,-105609.0,-25168.0,-106733.0,-140738.0,-189434.0
呆帳費用提列（轉列收入）數,-1272.0,-2456.0,-3871.0,-4851.0,-252.0,0.0,0.0,0.0,0.0,,,,,,,
存入保證金增加,0.0,0.0,21956.0,40749.0,,,,3986.0,,25843.0,1683.0,6184.0,-15006.0,-7592.0,0.0,0.0
存出保證金增加,-67.0,-208.0,-236.0,-959.0,,,,,,,,,,,-2675.0,-1092.0
存貨（增加）減少,9372.0,-29990.0,28208.0,1371.0,-16332.0,33249.0,-19044.0,-4290.0,-31980.0,-15910.0,-55580.0,-39959.0,42861.0,17244.0,15731.0,45952.0
應付帳款增加（減少）,9205.0,9698.0,9234.0,2227.0,15481.0,20356.0,26949.0,18590.0,23562.0,24390.0,17127.0,-6661.0,9368.0,11317.0,13629.0,-4580.0
應付票據增加（減少）,6773.0,-1126.0,14453.0,11604.0,-12601.0,-6452.0,10846.0,19541.0,-739.0,-10184.0,-8027.0,-15420.0,14641.0,21485.0,5099.0,12893.0
應收帳款（增加）減少,2923.0,-49363.0,-113149.0,-36964.0,12667.0,-8767.0,-20032.0,-8588.0,10293.0,-27626.0,-31139.0,896.0,17922.0,8411.0,22979.0,14200.0
應收票據（增加）減少,-3219.0,-4072.0,-1864.0,-2997.0,1946.0,999.0,401.0,-2414.0,2602.0,1898.0,-1082.0,1624.0,6773.0,790.0,4064.0,-11518.0
應計退休金負債增加（減少）,250.0,-61.0,333.0,0.0,320.0,649.0,974.0,,,,,,,,,
投資活動之淨現金流入（流出）,-247888.0,-198528.0,-143596.0,92155.0,-223721.0,-338158.0,-346530.0,-245221.0,103337.0,-31442.0,1639.0,-33317.0,-61074.0,172126.0,259267.0,292353.0
折舊費用,28681.0,57498.0,87355.0,117990.0,30856.0,61955.0,93511.0,125873.0,35467.0,71274.0,107176.0,142622.0,37399.0,75154.0,112609.0,150258.0
攤銷費用,573.0,7097.0,10693.0,14135.0,3364.0,6753.0,9575.0,12965.0,3786.0,7741.0,12112.0,16245.0,4058.0,8189.0,12587.0,16688.0
收取之利息,6989.0,15022.0,24053.0,28087.0,5035.0,11437.0,14383.0,18787.0,15074.0,20177.0,26398.0,33071.0,5241.0,12158.0,15938.0,21805.0
收益費損項目合計,,,,,,,,,39987.0,58975.0,80993.0,133252.0,38330.0,81237.0,91567.0,128114.0
期初現金及約當現金餘額,1241345.0,1241345.0,1241345.0,1241345.0,688572.0,688572.0,688572.0,688572.0,719848.0,719848.0,719848.0,719848.0,875921.0,875921.0,875921.0,875921.0
期末現金及約當現金餘額,1031910.0,1111223.0,1111824.0,688572.0,505732.0,501625.0,469375.0,719848.0,886839.0,845869.0,784950.0,875921.0,931420.0,1388395.0,1363773.0,1506042.0
本期現金及約當現金增加（減少）數,-209435.0,-130122.0,-129521.0,-552773.0,-182840.0,-186947.0,-219197.0,31276.0,166991.0,126021.0,65102.0,156073.0,55499.0,512474.0,487852.0,630121.0
本期稅前淨利（淨損）,50663.0,62702.0,90885.0,143537.0,87031.0,119925.0,184277.0,245758.0,60075.0,139717.0,279944.0,319338.0,83106.0,215576.0,333426.0,414819.0
淨確定福利負債增加(減少),,,,,,,,,755.0,1237.0,1872.0,,0.0,1152.0,1794.0,
營業活動之淨現金流入（流出）,41399.0,71308.0,85313.0,203212.0,45136.0,155419.0,230281.0,371061.0,44408.0,138657.0,270042.0,383926.0,131731.0,349000.0,460741.0,568064.0
營運產生之現金流入（流出）,42993.0,73169.0,92170.0,210254.0,45156.0,162716.0,246203.0,388688.0,45583.0,159185.0,306354.0,421442.0,132384.0,381374.0,518953.0,626439.0
發放現金股利,,,-72305.0,-72305.0,,,-100000.0,-100000.0,,,-200000.0,-200000.0,,,-224000.0,-224000.0
籌資活動之淨現金流入（流出）,-3267.0,-3302.0,-71551.0,-848604.0,-4283.0,-3429.0,-103123.0,-96014.0,20561.0,19782.0,-207264.0,-193816.0,-15006.0,-7592.0,-229650.0,-227423.0
繼續營業單位稅前淨利（淨損）,50663.0,62702.0,90885.0,143537.0,87031.0,119925.0,184277.0,245758.0,60075.0,139717.0,279944.0,319338.0,83106.0,215576.0,333426.0,414819.0
與營業活動相關之負債之淨變動合計,2082.0,36105.0,29269.0,38587.0,-46325.0,17107.0,40236.0,44894.0,6039.0,46519.0,41678.0,18579.0,-9164.0,45448.0,31645.0,53964.0
與營業活動相關之資產之淨變動合計,-20473.0,-78991.0,-110628.0,-57034.0,3730.0,-6885.0,-31787.0,7635.0,-60518.0,-86026.0,-96261.0,-49727.0,20112.0,39113.0,62315.0,29542.0
與營業活動相關之資產及負債之淨變動合計,-18391.0,-42886.0,-81359.0,-18447.0,-42595.0,10222.0,8449.0,52529.0,-54479.0,-39507.0,-54583.0,-31148.0,10948.0,84561.0,93960.0,83506.0
處分不動產、廠房及設備,0.0,36.0,36.0,36.0,38069.0,38069.0,38069.0,38069.0,3.0,3.0,217.0,770.0,0.0,42295.0,42295.0,42365.0
處分及報廢不動產、廠房及設備損失（利益）,1030.0,2400.0,3031.0,3960.0,-25932.0,-24357.0,-23898.0,-23593.0,100.0,677.0,1154.0,1504.0,7.0,-26737.0,-26226.0,-25642.0
