,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
停業單位損益合計,-206.0,-0.03,0.0,0.0,0.0,0.0,-206.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
停業單位淨利（淨損）,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,
備供出售金融資產未實現評價損益,5697.0,0.73,47908.0,6.32,-4257.0,-0.58,44966.0,1.47,18086.0,2.27,35715.0,4.39,-31960.0,-3.95,71159.0,2.16,7165.0,0.89,-8914.0,-1.14,2354.0,0.29,38242.0,1.15,26009.0,3.03,27607.0,2.94,-2881.0,-0.31,52360.0,1.43
其他利益及損失淨額,10440.0,1.33,5189.0,0.68,1814.0,0.25,16780.0,0.55,6060.0,0.76,-4843.0,-0.6,11074.0,1.37,25130.0,0.76,-8046.0,-1.0,-5133.0,-0.65,23107.0,2.84,4761.0,0.14,-6709.0,-0.78,240.0,0.03,-17659.0,-1.92,-22278.0,-0.61
其他收入,15075.0,1.92,44164.0,5.83,16020.0,2.19,93388.0,3.06,5367.0,0.67,17534.0,2.16,30771.0,3.8,67654.0,2.05,30884.0,3.83,34100.0,4.35,20783.0,2.55,112987.0,3.4,15561.0,1.81,13009.0,1.38,50497.0,5.49,100550.0,2.74
其他綜合損益（淨額）,13733.0,1.75,51902.0,6.85,-7543.0,-1.03,96062.0,3.15,18056.0,2.26,31216.0,3.84,-25488.0,-3.15,77238.0,2.34,3891.0,0.48,-13772.0,-1.76,13938.0,1.71,71497.0,2.15,22112.0,2.57,22986.0,2.44,-10047.0,-1.09,62695.0,1.71
國外營運機構財務報表換算之兌換差額,8036.0,1.03,3994.0,0.53,-3286.0,-0.45,12587.0,0.41,-30.0,0.0,-4499.0,-0.55,6472.0,0.8,10655.0,0.32,-3274.0,-0.41,-4858.0,-0.62,11584.0,1.42,-19.0,0.0,-3897.0,-0.45,-4621.0,-0.49,-7166.0,-0.78,-16715.0,-0.45
基本每股盈餘,0.7,,0.54,,0.32,,1.73,,0.54,,0.6,,0.55,,2.09,,0.58,,0.42,,0.53,,1.95,,0.45,,0.4,,0.61,,1.9,
所得稅費用（利益）合計,25263.0,3.22,15911.0,2.1,16244.0,2.22,63570.0,2.08,19866.0,2.49,15385.0,1.89,20718.0,2.56,74864.0,2.27,25752.0,3.19,43899.0,5.6,24082.0,2.96,95803.0,2.88,17666.0,2.06,40363.0,4.29,24092.0,2.62,89947.0,2.45
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-271.0,-0.01
採用權益法認列之關聯企業及合資損益之份額淨額,,,-551.0,-0.07,5801.0,0.79,3149.0,0.1,1450.0,0.18,-1479.0,-0.18,-5722.0,-0.71,-5161.0,-0.16,-4840.0,-0.6,-4388.0,-0.56,-11335.0,-1.39,-33472.0,-1.01,-1732.0,-0.2,2175.0,0.23,-3630.0,-0.39,-31060.0,-0.85
採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.0,0.01
推銷費用,113807.0,14.52,130498.0,17.23,115990.0,15.88,510667.0,16.72,125021.0,15.66,118859.0,14.61,123896.0,15.32,539385.0,16.37,159862.0,19.82,140022.0,17.85,148875.0,18.29,619271.0,18.65,159634.0,18.58,170160.0,18.1,163823.0,17.81,641179.0,17.45
本期淨利（淨損）,119333.0,15.23,93110.0,12.29,59618.0,8.16,305143.0,9.99,92860.0,11.63,111874.0,13.75,101317.0,12.53,383730.0,11.64,107150.0,13.28,81168.0,10.35,99855.0,12.27,367899.0,11.08,84920.0,9.89,80150.0,8.52,118565.0,12.89,371808.0,10.12
本期綜合損益總額,133066.0,16.98,145012.0,19.14,52075.0,7.13,401205.0,13.14,110916.0,13.9,143090.0,17.59,75829.0,9.38,460968.0,13.99,111041.0,13.77,67396.0,8.59,113793.0,13.98,439396.0,13.23,107032.0,12.46,103136.0,10.97,108518.0,11.8,434503.0,11.83
母公司業主（淨利／損）,117461.0,14.99,91045.0,12.02,55894.0,7.65,298386.0,9.77,96072.0,12.04,106481.0,13.09,97878.0,12.1,374235.0,11.36,102909.0,12.76,74245.0,9.46,94226.0,11.58,347894.0,10.47,80325.0,9.35,71576.0,7.61,109491.0,11.91,340216.0,9.26
母公司業主（綜合損益）,131194.0,16.74,142947.0,18.87,48351.0,6.62,394448.0,12.92,114128.0,14.3,137697.0,16.92,72390.0,8.95,447521.0,13.58,106417.0,13.19,60438.0,7.7,108270.0,13.3,417878.0,12.58,101636.0,11.83,93709.0,9.97,100013.0,10.87,402129.0,10.95
營業利益（損失）,122816.0,15.67,62741.0,8.28,54174.0,7.42,265191.0,8.68,100924.0,12.64,117703.0,14.47,87691.0,10.84,377324.0,11.45,115740.0,14.35,101612.0,12.95,92427.0,11.36,383485.0,11.55,96124.0,11.19,105999.0,11.27,114257.0,12.42,418136.0,11.38
營業外收入及支出合計,21986.0,2.81,46280.0,6.11,21688.0,2.97,103728.0,3.4,11802.0,1.48,9556.0,1.17,34344.0,4.25,81270.0,2.47,17162.0,2.13,23455.0,2.99,31510.0,3.87,80217.0,2.42,6462.0,0.75,14514.0,1.54,28400.0,3.09,43619.0,1.19
