,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
不動產、廠房及設備,1740492.0,33.03,1791127.0,34.85,1826510.0,36.2,1947030.0,36.37,1923847.0,35.58,1927925.0,35.16,1936166.0,36.04,1950608.0,36.29,1936184.0,36.03,1931905.0,35.73,1913174.0,35.33,2186890.0,37.74,2161251.0,36.98,2133467.0,36.49,2115607.0,34.96,2090208.0,33.57
以成本衡量之金融資產－非流動淨額,32844.0,0.62,32844.0,0.64,34329.0,0.68,34147.0,0.64,34147.0,0.63,34147.0,0.62,46147.0,0.86,34147.0,0.64,34147.0,0.64,34147.0,0.63,34147.0,0.63,30651.0,0.53,129761.0,2.22,162072.0,2.77,162072.0,2.68,162072.0,2.6
保留盈餘合計,943923.0,17.91,831219.0,16.17,887113.0,17.58,959608.0,17.93,1055680.0,19.53,715421.0,13.05,813299.0,15.14,879510.0,16.36,982419.0,18.28,967316.0,17.89,1061542.0,19.61,1171277.0,20.21,1251602.0,21.41,1144482.0,19.58,1253973.0,20.72,1359455.0,21.84
備供出售金融資產未實現損益,89015.0,1.69,136923.0,2.66,132666.0,2.63,128284.0,2.4,146370.0,2.71,182085.0,3.32,150125.0,2.79,198508.0,3.69,205290.0,3.82,196341.0,3.63,198801.0,3.67,235290.0,4.06,260498.0,4.46,287252.0,4.91,284940.0,4.71,286735.0,4.61
備供出售金融資產－流動淨額,,,,,,,,,,,,,,,15056.0,0.28,13400.0,0.25,12800.0,0.24,11960.0,0.22,10200.0,0.18,8500.0,0.15,3440.0,0.06,2469.0,0.04,6572.0,0.11
備供出售金融資產－非流動淨額,172812.0,3.28,220721.0,4.29,216464.0,4.29,212082.0,3.96,230168.0,4.26,265883.0,4.85,233923.0,4.35,335031.0,6.23,343852.0,6.4,335538.0,6.21,374644.0,6.92,414039.0,7.14,441748.0,7.56,474415.0,8.11,472505.0,7.81,474137.0,7.62
債券換股權利證書,,,46561.0,0.91,56131.0,1.11,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
其他應付款,257134.0,4.88,443946.0,8.64,261165.0,5.18,321646.0,6.01,244646.0,4.52,689636.0,12.58,266728.0,4.96,334709.0,6.23,276828.0,5.15,446699.0,8.26,270435.0,4.99,345945.0,5.97,352280.0,6.03,738202.0,12.63,525538.0,8.68,529589.0,8.51
其他應收款淨額,12399.0,0.24,16280.0,0.32,21346.0,0.42,22019.0,0.41,14344.0,0.27,8671.0,0.16,2617.0,0.05,3540.0,0.07,14682.0,0.27,21761.0,0.4,27122.0,0.5,7406.0,0.13,8647.0,0.15,6069.0,0.1,14789.0,0.24,10455.0,0.17
其他應收款－關係人淨額,,,,,,,,,,,,,,,,,4436.0,0.08,,,,,,,,,,,,,,
其他權益合計,89456.0,1.7,141358.0,2.75,133815.0,2.65,133276.0,2.49,151332.0,2.8,182548.0,3.33,157060.0,2.92,214155.0,3.98,217663.0,4.05,203856.0,3.77,217900.0,4.02,250918.0,4.33,272229.0,4.66,294362.0,5.03,284884.0,4.71,286173.0,4.6
